#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CONVERTING;CONVERTING;CONVERSION;KONVERTIERUNG;;CONVERSIÓN;;;;;;;;;x
EVTDESC_ZE_2141;Dear [Root.GetTitledNameWithNick],\n\nYour initiative to teach [FromFrom.GetFirstName] about your religion is most welcome and I accept your proposal.;Ch[Root.GetErEre] [Root.GetTitledNameWithNick],\n\nVotre initiative visant à enseigner à [FromFrom.GetFirstName] les principes de notre religion est vraiment la bienvenue. J'accepte.;Sehr geehrte[Root.GetrMale] [Root.GetTitledNameWithNick],\n\nIhre Initiative, [FromFrom.GetFirstName] über Ihre Religion zu lehren, ist sehr willkommen. Ich akzeptiere Ihren Vorschlag.;;[Root.GetTitledNameWithNick]:\n\nAcojo favorablemente tu iniciativa de enseñar a [FromFrom.GetFirstName] sobre tu religión, y acepto tu propuesta.;;;;;;;;;x
EVTDESCB_ZE_2142;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nI am certain you can understand what a blasphemous suggestion you are making! [FromFrom.GetFirstName] is supposed to grow up to be a fine and dutiful [FromFrom.GetManWoman], something which will obviously not be possible with your strange rituals and profane manners.;[Root.GetTitledFirstName], espèce [GetFromRootInsultNounAdj],\n\nJe suis certain[From.GetNoneE] que vous savez que votre suggestion est un blasphème ! [FromFrom.GetFirstName] est supposé[FromFrom.GetNoneE] grandir pour devenir un[FromFrom.GetNoneE] [FromFrom.GetManWoman] honorable et dévoué[FromFrom.GetNoneE], ce qui est de toute évidence impossible avec vos étranges rituels et vos manières impies.;An [Root.GetTitledFirstName],\n\nEuch ist doch bewusst, was für eine Unverschämtheit Ihr da vorgeschlagen habt. Aus [FromFrom.GetFirstName] soll [FromFrom.Geteineine] [FromFrom.GetManWoman] von Bildung und Kultur werden. Es versteht sich von selbst, dass dieses Ziel mit den verschrobenen und abstoßenden Gebräuchen, wie sie bei Euch die Norm sind, absolut nicht zu vereinbaren ist.;;[GetFromRootInsult] [Root.GetTitledFirstName]:\n\nEvidentemente, entiendes lo blasfemo de tu propuesta. [FromFrom.GetFirstName] debe crecer para ser una persona culta y diligente, lo que obviamente no es posible dados vuestros extraños rituales y costumbres profanas.;;;;;;;;;x
RULE_VASSAL_LIMIT;Vassal Limit;Nombre limite de vassaux;Vasallenlimit;;Límite de vasallos;;;;;;;;;x
RULE_VASSAL_LIMIT_DEFAULT_DESC;The Vassal Limit and number of vassals a ruler can control without penalties is at the default level.;Le nombre limite de vassaux qu'un personnage peut contrôler sans pénalités est au niveau par défaut.;Das Vasallenlimit und die Anzahl der Vasallen, die ein Herrscher ohne Bußen kontrollieren kann, ist auf der Standardstufe.;;El límite de vasallos y la cantidad de vasallos que un gobernante puede controlar sin penalizaciones está en el nivel por defecto.;;;;;;;;;x
RULE_VASSAL_LIMIT_HALF_DESC;The Vassal Limit is reduced to half the default level.;Le nombre limite de vassaux est réduit de moitié.;Das Vasallenlimit ist auf die Hälfte der Standardstufe reduziert.;;El límite de vasallos se reduce a la mitad del nivel por defecto.;;;;;;;;;x
RULE_VASSAL_LIMIT_QUARTERED_DESC;The Vassal Limit is reduced to a fourth of the default level.;Le nombre limite de vassaux est le quart de celui par défaut.;Das Vasallenlimit ist auf ein Viertel der Standardstufe reduziert.;;El límite de vasallos se reduce a un cuarto del nivel por defecto.;;;;;;;;;x
RULE_VASSAL_LIMIT_UNLIMITED_DESC;There is no limit to the number of vassals a ruler can control.;Il n'y a pas de nombre limite de vassaux.;Die Anzahl der Vasallen, die ein Herrscher kontrollieren kann, ist nicht begrenzt.;;No hay límite en la cantidad de vasallos que puede controlar un gobernante.;;;;;;;;;x
RULE_GRANT_INDEPENDENCE;Grant Independence;Accorder l'indépendance;Gewährt Unabhängigkeit;;Conceder la independencia;;;;;;;;;x
RULE_GRANT_INDEPENDENCE_RESTRICTED_DESC;The Grant Independence action is restricted.;L'action 'Accorder l'indépendance' est restreinte.;Die Aktion "Gewährt Unabhängigkeit" ist begrenzt.;;"La acción ""Conceder la independencia"" está restringida.";;;;;;;;;x
RULE_GRANT_INDEPENDENCE_UNRESTRICTED_DESC;The Grant Independence action is unrestricted and can be used to grant independence to anyone.;L'action 'Accorder l'indépendance' peut s'utiliser sur quiconque.;Die Aktion "Gewährt Unabhängigkeit" ist unbegrenzt und kann verwendet werden, um jeden Unabhängigkeit zu gewähren.;;"La acción ""Conceder la independencia"" es ilimitada y se puede usar para conceder la independencia a cualquiera.";;;;;;;;;x
ATTACHED_UNIT;£4£;£4£;£4£;;£4£;;;;;;;;;x
ATTACHED_TO_UNIT;£5£;£5£;£5£;;£5£;;;;;;;;;x
GOV_LANDED_CAN_NOT_INHERIT;Landed characters can not inherit;Les personnages possédant des terres ne peuvent pas hériter;Begüterte Charaktere können nicht erben.;;Los personajes hacendados no pueden heredar;;;;;;;;;x
RULE_DEMESNE_SIZE;Demesne Size;Taille du domaine;Domänengröße;;Tamaño de la heredad;;;;;;;;;x
RULE_DEMESNE_SIZE_DEFAULT_DESC;The Demesne Size and amount of land a ruler can control is at the default level.;La taille de domaine est au niveau par défaut.;Die Domänengröße und das Herrschaftsgebiet, das ein Herrscher kontrollieren kann, ist auf der Standardstufe.;;El tamaño de la heredad y la cantidad de vasallos que un gobernante puede controlar sin penalizaciones está en el nivel por defecto.;;;;;;;;;x
RULE_OPTION_HALF;Half;Moitié;Halbiert;;Mitad;;;;;;;;;x
RULE_DEMESNE_SIZE_HALF_DESC;The Demesne Size is reduced to a half the default level.;La taille de domaine est réduite à la moitié du taux par défaut.;Die Domänengröße ist auf die Hälfte der Standardstufe reduziert.;;El tamaño de la heredad se reduce a la mitad del nivel por defecto.;;;;;;;;;x
RULE_OPTION_QUARTERED;Quartered;Quart;Geviertelt;;Cuarto;;;;;;;;;x
RULE_DEMESNE_SIZE_QUARTERED_DESC;The Demesne Size is reduced to a fourth of the default level.;La taille de domaine est réduite au quart du niveau par défaut.;Die Domänengröße ist auf ein Viertel der Standardstufe reduziert.;;El tamaño de la heredad se reduce a un cuarto del nivel por defecto.;;;;;;;;;x
RULE_OPTION_UNLIMITED;Unlimited;Sans limite;Unbegrenzt;;Ilimitado;;;;;;;;;x
RULE_DEMESNE_SIZE_UNLIMITED_DESC;There is no limit to the amount of land a ruler can control.;La taille de domaine est illimitée.;Das Herrschaftsgebiet, das ein Herrscher kontrollieren kann, ist unbegrenzt.;;No hay límite en la cantidad de tierras que puede controlar un gobernante.;;;;;;;;;x
RULE_TURKIC_INVASIONS;Turkic Conquerors;Conquérants turciques;Türkische Eroberer;;Conquistadores túrquicos;;;;;x
RULE_TURKIC_INVASIONS_HISTORICAL_DESC;The great Central Asian Turkic conquerors Sabuktigin, Seljuk and Timur will tend to rise in their historical timeframes.;Les grands conquérants turciques d'Asie centrale (Subuktigîn, Seldjouk et Timour) tendront à apparaître à leurs périodes historiques.;Die großen türkischen Eroberer aus Zentralasien, Sabuktigin, Seljuk und Timur werden dazu tendieren, innerhalb ihrer historischen Zeitrahmen aufzutreten.;;Los grandes conquistadores túrquicos de Asia Central Sabuktigin, Seljuk y Timur tenderán a ganar importancia en sus épocas respectivas.;;;;;x
RULE_TURKIC_INVASIONS_RANDOM_DESC;Sabuktigin, Seljuk and Timur can appear in a wider time span.;Subuktigîn, Seldjouk et Timour peuvent apparaître sur une période plus large.;Sabuktigin, Seljuk und Timur können in einem breiteren Zeitrahmen auftreten.;;Sabuktigin, Seljuk y Timur pueden aparecer en un periodo de tiempo más amplio.;;;;;x
RULE_TURKIC_INVASIONS_OFF_DESC;The great Turkic conquerors will never rise.;Les grands conquérants turciques n'apparaîtront jamais.;Die großen türkischen Eroberer treten nie auf.;;Los grandes conquistadores túrquicos nunca serán importantes.;;;;;x
RULE_DYNASTY_TITLE_NAMES;Titles Named After Dynasties;Titres nommés selon la dynastie;Nach Dynastien benannte Titel;;Nombres de títulos según las dinastías;;;;;x
RULE_DYNASTY_TITLE_NAMES_ON_DESC;Many cultures name their titles after the ruling dynasty (e.g. Abbasids, Bavandids, etc.);De nombreuses cultures nomment leurs titres selon la dynastie régnante (par exemple: Abbassides, Bavandides, etc.);Viele Kulturen benennen ihre Titel nach den herrschenden Dynastien (z. B. die Abbasiden, Bavandiden usw.);;Muchas culturas dan nombre a sus títulos de acuerdo con la dinastía que las gobierne (p. ej., abasí, omeya).;;;;;x
RULE_DYNASTY_TITLE_NAMES_OFF_DESC;The base name is always used for titles, regardless of the ruler's culture.;Le nom de base est toujours utilisé pour les titres, peu importe la culture du dirigeant.;Der Grundname wird immer für die Titel verwendet, ungeachtet der Kultur des Herrschers.;;El nombre de base siempre se usa para los títulos, sin importar la cultura del gobernante.;;;;;x
RULE_CULTURAL_TITLE_NAMES;Cultural Title Names;Titres nommés selon la culture;Kulturelle Titelnamen;;Nombres de títulos culturales;;;;;x
RULE_CULTURAL_TITLE_NAMES_ON_DESC;The names of titles may change depending on the ruling culture (e.g. 'Sviþjod' instead of Sweden.);Les noms des titres peuvent changer en fonction de la culture du dirigeant (exemple: 'Sviþjod' plutôt que Suède).;Je nach Herrscherkultur kann sich die Titelbezeichnung ändern (z. B. "Sviþjod" anstelle von Schweden.);;"Los nombres de los títulos pueden cambiar dependiendo de la cultura predominante (p. ej. ""Sviþjod"" en lugar de Suecia.)";;;;;x
RULE_CULTURAL_TITLE_NAMES_OFF_DESC;The English name is used for all titles regardless of the ruling culture.;Le nom français est utilisé pour tous les titres, peu importe la culture dirigeante.;Ungeachtet der Herrscherkultur wird die deutsche Bezeichnung für alle Titel verwendet.;;Se usará el nombre en español para todos los títulos, sin importar la cultura predominante.;;;;;x
good_times;Cheery;Bonne humeur;Frohnatur;;Alegre;;;;;x
desc_good_times;This character had a great time, resulting in a cheery disposition enjoyed by everyone.;Ce personnage a passé un très bon moment, le mettant ainsi dans une bonne disposition appréciée de tous.;Dieser Charakter hatte eine großartige Zeit, was zu einer Frohnatur führte, die alle erfreute.;;Este personaje se lo pasó genial, lo que lo puso de un humor agradable para todos.;;;;;x
EVTDESC72030;I saw my mortal enemy [feast_duel_target.GetTitledFirstName] as soon as I stepped into [Root.Liege.GetTitledFirstName]'s castle. [feast_duel_target.GetHerHisCap] presence was almost more than I could bear and I longed to pick up my sword and impale [feast_duel_target.GetHerHim] with it!;J'ai aperçu mon ennemi[feast_duel_target.GetNoneE] juré[feast_duel_target.GetNoneE] [feast_duel_target.GetTitledFirstName] dès mon arrivée au château de [Root.Liege.GetTitledFirstName]. Sa présence m'était presque insupportable et je me languissais de dégainer mon épée pour l'empaler !;Ich sah meinen Todfeind [feast_duel_target.GetTitledFirstName], sobald er [Root.Liege.GetTitledFirstName]s Burg betrat. [feast_duel_target.GetHerHisCap]e Gegenwart war fast mehr, als ich ertragen konnte. Ich wollte mein Schwert erheben und [feast_duel_target.GetHerHim] damit aufspießen!;;Vi a mi enemigo mortal [feast_duel_target.GetTitledFirstName] nada más llegar al castillo de [Root.Liege.GetTitledFirstName]. Su presencia fue casi más de la que podía soportar, ¡y ansiaba tomar mi espada y empalar su cuerpo con ella!;;;;;x
EVTTOOLTIP72031;[feast_duel_target.GetTitledFirstName] is challenged to a duel by [Root.GetTitledFirstName];[Root.GetTitledFirstName] a défié [feast_duel_target.GetTitledFirstName] en duel.;[feast_duel_target.GetTitledFirstName] wird von [Root.GetTitledFirstName] zu einem Duell herausgefordert;;[Root.GetTitledFirstName] ha desafiado a [feast_duel_target.GetTitledFirstName] a un duelo.;;;;;;;;;x
EVTDESC72034;'How dare you spoil my feast with your silly quarrel?!'\n\nI managed to stop the duel before anyone was killed but I could tell [From.GetTitledFirstName] did not really listen to me, [From.GetSheHe] looked as eager as ever to settle the scores with [From.GetHerHis] 'mortal enemy' [feast_duel_target.GetTitledFirstName].;« Comment osez-vous gâcher mon banquet avec votre querelle stupide ?! »\n\nJ'ai réussi à mettre fin au duel avant qu'il ne fasse une victime, mais [From.GetTitledFirstName] ne m'écoutait pas vraiment et n'avait qu'une idée en tête : en finir avec son ennemi[feast_duel_target.GetNoneE] juré[feast_duel_target.GetNoneE], [feast_duel_target.GetTitledFirstName].;"Wie könnt Ihr es wagen, mein Gelage mit eurem dummen Streit zu verderben?!"\n\nIch konnte das Duell zwar beenden, bevor jemand getötet wurde. Ich konnte aber sehen, dass [From.GetTitledFirstName] mir nicht richtig zuhörte. Vielmehr sah [From.GetSheHe] so bestrebt wie eh und je aus, sich an [From.GetHerHis]em ‚Todfeind [feast_duel_target.GetTitledFirstName] zu rächen.;;¡¿Cómo os atrevéis a estropearme el festín con vuestra estúpida riña?!\n\nConseguí poner fin al duelo antes de que muriera nadie, pero era evidente que [From.GetTitledFirstName] no me escuchaba. Parecía tener tantas ansias de zanjar el asunto pendiente que tenía con [feast_duel_target.GetTitledFirstName]...;;;;;;;;;x
EVTDESC72035;[From.GetTitledFirstName] managed to kill [From.GetHerHis] opponent [feast_duel_target.GetTitledFirstName] before I managed to stop the duel.;[From.GetTitledFirstName] a réussi à tuer son adversaire [feast_duel_target.GetTitledFirstName] avant que je ne mette fin au duel.;[From.GetTitledFirstName] tötete [From.GetHerHis]en Gegner [feast_duel_target.GetTitledFirstName], bevor ich das Duell beenden konnte.;;[From.GetTitledFirstName] logró matar a su oponente [feast_duel_target.GetTitledFirstName] antes de que yo consiguiera detener el duelo.;;;;;;;;;x
EVTDESC72036;The duel was over when I reached them, [From.GetTitledFirstName]'s opponent, [feast_duel_target.GetTitledFirstName], lay wounded at [From.GetHerHis] feet.;Le duel était fini lorsque je les ai rejoints, l'adversaire de [From.GetTitledFirstName], [feast_duel_target.GetTitledFirstName], gisait blessé[feast_duel_target.GetNoneE] à ses pieds.;Als ich sie erreichte, war das Duell schon vorbei. [From.GetTitledFirstName]s Gegner, [feast_duel_target.GetTitledFirstName], lag zu [From.GetHerHis]en Füßen.;;El duelo había finalizado cuando les alcancé. [feast_duel_target.GetTitledFirstName], oponente de [From.GetTitledFirstName] yacía a sus pies con graves heridas.;;;;;x
EVTDESC72037;[From.GetTitledFirstName]'s maimed opponent, [feast_duel_target.GetTitledFirstName], tried to stand up when I reached them, but collapsed once again at [From.GetTitledFirstName]'s feet.;[feast_duel_target.GetTitledFirstName], l'adversaire mutilé[feast_duel_target.GetNoneE] de [From.GetTitledFirstName], essayait de se relever lorsque je les ai rejoints, mais [feast_duel_target.GetIlElle] s'est à nouveau effondré[feast_duel_target.GetNoneE] à ses pieds.;[From.GetTitledFirstName]s schwer zugerichteter Gegner, [feast_duel_target.GetTitledFirstName], versuchte aufzustehen, als ich ankam, brach dann aber einmal mehr einfach vor [From.GetTitledFirstName] zusammen.;;El mutilado oponente de [From.GetTitledFirstName], [feast_duel_target.GetTitledFirstName], trataba de mantenerse en pie cuando les alcancé, pero cayó de nuevo a los pies de [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA72037;Don't just stand there, help [feast_duel_target.GetHerHim]!;Ne restez pas planté là, aidez-[feast_duel_target.GetLeLa] !;Steht da nicht so herum, helft [feast_duel_target.Getihmihr]!;;¡No os quedéis mirando, ayudad!;;;;;x
EVTOPTB72037;[feast_duel_target.GetTitledFirstName] surely deserved it;[feast_duel_target.GetTitledFirstName] l'a sûrement mérité;[feast_duel_target.GetTitledFirstName] Euer Gegner hat es bestimmt so verdient;;[feast_duel_target.GetTitledFirstName] lo merecía;;;;;x
opinion_betrayed;Betrayed Me;M'a trahi;Betrog mich;;Me han traicionado;;;;;x
EVTDESC107100;Congratulations on your marriage! While Alfonso is busy trying to get [Root.Spouse.GetFirstName] with child, you might want to select a new, family oriented Ambition.;Félicitations aux nouveaux mariés ! Pendant qu'Alphonse et [Root.Spouse.GetFirstName] sont occupés à assurer leur descendance dans la chambre à coucher, vous pourriez avoir une nouvelle ambition orientée sur la famille.;Herzlichen Glückwunsch zu Eurer Hochzeit! Während Alfonso damit zu tun hat, mit [Root.Spouse.GetFirstName] einen Erben zu zeugen, könntet Ihr für ihn eine neue Ambition auswählen, zum Beispiel "Einen Sohn haben" oder "Eine Tochter haben".;;¡Felicidades por vuestra unión! Mientras Alfonso está ocupado intentando tener descendencia con [Root.Spouse.GetFirstName], quizá te gustaría elegir una ambición nueva y familiar.;;;;;x
EVTDESC_HL_8005_father;As your father's heir, it falls on you to take him to the mountains. He will be offered to the birds of prey and in death he will generously share his flesh with all living creatures. May his spirit soar into the heavens.;En tant qu'héritier, il vous revient d'emmener le corps de votre père dans les montagnes. Il sera offert aux oiseaux de proie et dans la mort il partagera généreusement sa chair avec toutes les créatures vivantes. Que son âme s'élève dans les cieux.;Als Erbe Eures Vaters fällt es Euch zu, seinen Leichnam in die Berge zu bringen. Dort wird sein Leichnam den Raubvögeln dargeboten. Im Tod wird er sein Fleisch selbstlos mit der Welt der Lebenden teilen. Möge sein Geist in den Himmel aufsteigen.;;Como descendiente de tu padre, te corresponde a ti llevarlo a las montañas. Será ofrecido a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes. Que su espíritu ascienda hasta los cielos.;;;;;x
EVTDESC_HL_8005_brother;Without any heirs of his own, it falls on you to take your brother to the mountains. He will be offered to the birds of prey and in death he will generously share his flesh with all living creatures. May his spirit soar into the heavens.;Puisque mort sans héritier, il vous revient d'emmener le corps de votre frère dans les montagnes. Il sera offert aux oiseaux de proie et dans la mort il partagera généreusement sa chair avec toutes les créatures vivantes. Que son âme s'élève dans les cieux.;Da Euer Bruder keine Erben hat, fällt es Euch zu, seinen Leichnam in die Berge zu bringen. Dort wird sein Leichnam den Raubvögeln dargeboten. Im Tod wird er sein Fleisch selbstlos mit der Welt der Lebenden teilen. Möge sein Geist in den Himmel aufsteigen.;;Al no tener herederos propios, te corresponde a ti llevar a tu hermano a las montañas. Será ofrecido a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes. Que su espíritu ascienda hasta los cielos.;;;;;x
EVTDESC_HL_8005_other;As per custom, you should take your predecessor to the mountains. They will be offered to the birds of prey and in death they will generously share their flesh with all living creatures. May their spirit soar into the heavens.;Comme c'est la coutume, il vous revient d'emmener le corps de votre prédécesseur dans les montagnes. Il sera offert aux oiseaux de proie et dans la mort il partagera généreusement sa chair avec toutes les créatures vivantes. Que son âme s'élève dans les cieux.;So wie es Brauch ist, solltet Ihr den Leichnam Eures Vorfahren in die Berge bringen. Dort wird sein Leichnam den Raubvögeln dargeboten. Im Tod wird er sein Fleisch selbstlos mit der Welt der Lebenden teilen. Möge sein Geist in den Himmel aufsteigen.;;Como dicta la costumbre, te corresponde a ti llevar a tu predecesor a las montañas. Será ofrecido a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes. Que su espíritu ascienda hasta los cielos.;;;;;x
EVTDESC_HL_8005_mother;As your mother's heir it falls upon you to bring her to the mountains. She will be offered to the birds of prey, and in death she will generously share her flesh with all living creatures. May her spirit soar into the heavens.;En tant qu'héritier, il vous revient d'emmener le corps de votre mère dans les montagnes. Il sera offert aux oiseaux de proie et dans la mort elle partagera généreusement sa chair avec toutes les créatures vivantes. Que son âme s'élève dans les cieux.;Als Erbe Eurer Mutter fällt es an Euch, sie in die Berge zu bringen. Dort wird ihr Leichnam den Raubvögeln dargeboten. Im Tod wird sie ihr Fleisch selbstlos mit der Welt der Lebenden teilen. Möge ihr Geist in den Himmel aufsteigen.;;Como heredero de tu madre te corresponde a ti llevarla a las montañas. Será ofrecida a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes. Que su espíritu ascienda hasta los cielos.;;;;;x
EVTDESC_HL_8005_sister;Without any heirs of her own, it falls upon you to bring your sister to the mountains. She will be offered to the birds of prey, and in death she will generously share her flesh with all living creatures. May her spirit soar into the heavens.;Puisque morte sans héritier, il vous revient d'emmener le corps de votre soeur dans les montagnes. Il sera offert aux oiseaux de proie et dans la mort elle partagera généreusement sa chair avec toutes les créatures vivantes. Que son âme s'élève dans les cieux.;Als nächstem Verwandten Eurer Schwester fällt es an Euch, ihren Leichnam in die Berge zu bringen. Dort wird ihr Leichnam den Raubvögeln dargeboten. Im Tod wird sie ihr Fleisch selbstlos mit der Welt der Lebenden teilen. Möge ihr Geist in den Himmel aufsteigen.;;Al no tener herederos propios, te corresponde a ti llevar a tu hermana a las montañas. Será ofrecida a las aves de rapiña, y en la muerte compartirá generosamente su carne con todas las criaturas vivientes. Que su espíritu ascienda hasta los cielos.;;;;;x
EVTDESC20147;During a mission to try and fabricate a claim to a title in [From.Location.GetName], my [Root.GetChancellorName] has been murdered!;Au cours d'une mission visant à essayer de fabriquer une revendication sur un titre de [From.Location.GetName], mon [Root.GetChancellorName] a été tué !;Während einer Mission, um einen Titelanspruch in [From.Location.GetName] zu fingieren, wurde mein [Root.GetChancellorName] ermordet!;;Durante mi ausencia, y en una misión para tratar de reclamar mi título en [From.Location.GetName], ¡han asesinado a mi [Root.GetChancellorName]!;;;;;;;;;x
EVTOPTA_WOL_2080_TOOLTIP;The liege of §Y[target_spy_on.GetTitledFirstName]§! will decide how to deal with [target_spy_on.GetHerHim].\n;Le seigneur lige de §Y[target_spy_on.GetTitledFirstName]§! décidera de quoi faire avec [target_spy_on.GetLuiElle].\n;Der Lehnsherr von §Y[target_spy_on.GetTitledFirstName]§! wird entscheiden, was mit [target_spy_on.Getihmihr] geschehen soll.\n;;El señor de §Y[target_spy_on.GetTitledFirstName]§! decidirá cómo lidiar con [target_spy_on.GetHerHim].\n;;;;;x
EVTOPTC_WOL_2080_TOOLTIP;§Y[target_spy_on.GetTitledFirstName]§! will either stay out of factions or be exposed, giving you the right to imprison [target_spy_on.GetHerHim].\n;Soit §Y[target_spy_on.GetTitledFirstName]§! ne rejoindra pas de faction soit [target_spy_on.GetIlElle] sera dénoncé[target_spy_on.GetNoneE], ce qui vous donnera le droit de l'emprisonner.\n;§Y[target_spy_on.GetTitledFirstName]§! wird sich entweder aus den Fraktionen heraushalten oder [target_spy_on.GetSheHe] wird angeprangert, was Euch berechtigt, [target_spy_on.GetHerHim] ins Gefängnis zu werfen.\n;;§Y[target_spy_on.GetTitledFirstName]§! deberá no inmiscuirse. De lo contrario, quedará expuesto, lo que te daría el derecho de encarcelarlo.\n;;;;;x
EVTOPTD_WOL_2080_TOOLTIP;§Y[target_spy_on.GetTitledFirstName]§! will either join your factions or be exposed, giving you the right to imprison [target_spy_on.GetHerHim].\n;Soit §Y[target_spy_on.GetTitledFirstName]§! rejoindra votre faction soit [target_spy_on.GetIlElle] sera dénoncé[target_spy_on.GetNoneE], ce qui vous donnera le droit de l'emprisonner.\n;§Y[target_spy_on.GetTitledFirstName]§! wird sich entweder Euren Fraktionen anschließen oder sie wird angeprangert, was Euch berechtigt, [target_spy_on.GetHerHim] ins Gefängnis zu werfen.\n;;§Y[target_spy_on.GetTitledFirstName]§! deberá inmiscuirse. De lo contrario, quedará expuesto, lo que te daría el derecho de encarcelarlo.\n;;;;;x
EVTOPTE_WOL_2080_TOOLTIP;Do not use the information, but keep spying on §Y[target_spy_on.GetTitledFirstName]§!.\n;Ne pas utiliser l'information, mais continuer à espionner §Y[target_spy_on.GetTitledFirstName]§!.\n;Verwendet diese Informationen nicht, aber spioniert §Y[target_spy_on.GetTitledFirstName]§! weiter aus.\n;;No usar la información, pero seguir espiando a §Y[target_spy_on.GetTitledFirstName]§!.\n;;;;;x
EVTOPTF_WOL_2080_TOOLTIP;Do not use the information and stop spying on §Y[target_spy_on.GetTitledFirstName]§!.\n;Ne pas utiliser l'information et arrêter d'espionner §Y[target_spy_on.GetTitledFirstName]§!.\n;Verwendet diese Informationen nicht und spioniert §Y[target_spy_on.GetTitledFirstName]§! nicht mehr aus.\n;;No usar la información y dejar de espiar a §Y[target_spy_on.GetTitledFirstName]§!.\n;;;;;x
EVTOPTE_WOL_2082_TOOLTIP;Do not use the information against §Y[target_spy_on.GetTitledFirstName]§!.\n;Ne pas utiliser l'information contre §Y[target_spy_on.GetTitledFirstName]§!.\n;Verwendet diese Informationen nicht gegen §Y[target_spy_on.GetTitledFirstName]§!.\n;;No usar la información contra §Y[target_spy_on.GetTitledFirstName]§!.\n;;;;;x
will_not_marry;Will Not Marry;Ne se mariera pas;Wird nicht heiraten;;No se casará;;;;;x
will_not_marry_desc;For one reason or another, this character will not get married.;Pour une raison ou pour une autre, ce personnage ne se mariera pas.;Aus dem einen oder anderen Grund wird dieser Charakter nicht heiraten.;;Por alguna razón, este personaje no se casará.;;;;;x
EVTDESCZE15002;Some nights you are beset by terrible nightmares in which you witness the death of your trusted steed, [From.GetBestName]. How will you be able to live without [From.GetHerHim]?;Certaines nuits, vous êtes assailli[From.GetNoneE] par de terribles cauchemars dans lesquels vous êtes témoin de la mort de votre fidèle coursier, [From.GetBestName]. Comment pourriez-vous vivre sans [From.GetLuiElle] ?;An manchen Nächten quälen Euch schreckliche Albträume, an denen Ihr den Tod Eures treuen Rosses, [From.GetBestName], miterlebt. Wie könnt Ihr nur ohne [From.GetHerHim] leben?;;Algunas noches te asaltan pesadillas en las que presencias la muerte de tu leal corcel, [From.GetBestName]. ¿Cómo serás capaz de vivir sin tu palafrén?;;;;;x
EVTOPTAZE15002;I shall offer [From.GetFirstName] my magical blood!;Je vais lui donner mon sang magique !;Ich werde [From.GetFirstName] mein Zauberblut anbieten!;;¡Ofreceré a [From.GetFirstName] mi sangre mágica!;;;;;x
EVTOPTBZE15002;Immortality is my gift, and my gift alone!;L'immortalité est à moi, et à moi seul[Root.GetNoneE] !;Unsterblichkeit ist eine Gabe, und alleine meine Gabe!;;La inmortalidad es mi regalo. Un regalo únicamente mío.;;;;;x
opinion_given_council_position_1;Given Council Position;A donné un poste au Conseil;Ratsposition übergeben;;Puesto en el Consejo otorgado;;;;;x
opinion_given_council_position_2;Given Council Position;A donné un poste au Conseil;Ratsposition übergeben;;Puesto en el Consejo otorgado;;;;;x
opinion_given_council_position_3;Given Council Position;A donné un poste au Conseil;Ratsposition übergeben;;Puesto en el Consejo otorgado;;;;;x
scandalous_councillor_1_desc;This character's choice of councillor has been the cause of some dismay.;La nomination au Conseil de ce personnage a été la cause d'un certain désarroi.;Die Wahl eines Ratsherrn dieses Charakters hat Missfallen ausgelöst.;;La elección de este personaje para el Consejo ha provocado cierta consternación.;;;;;x
scandalous_councillor_2_desc;This character's choice of councillor has been the cause of some dismay.;La nomination au Conseil de ce personnage a été la cause d'un certain désarroi.;Die Wahl eines Ratsherrn dieses Charakters hat Missfallen ausgelöst.;;La elección de este personaje para el Consejo ha provocado cierta consternación.;;;;;x
scandalous_councillor_3_desc;This character's choice of councillor has been the cause of some dismay.;La nomination au Conseil de ce personnage a été la cause d'un certain désarroi.;Die Wahl eines Ratsherrn dieses Charakters hat Missfallen ausgelöst.;;La elección de este personaje para el Consejo ha provocado cierta consternación.;;;;;x
opinion_distressing_encounter;Distressing Encounter;Rencontre pénible;Schmerzhafte Begegnung;;Encuentro inquietante;;;;;x
commit_suicide_immortal;Commit Suicide;Se suicider;Begeht Selbstmord;;Suicidarse;;;;;x
commit_suicide_immortal_desc;At first the prospect of eternal life seemed to be the sweetest dream imaginable. In hindsight, eternity is a very, very long time.;Au début, la perspective de la vie éternelle paraissait être un doux rêve. Avec le recul, l'éternité c'est très très long...;Zuerst schien die Idee vom ewigen Leben der süßeste Traum, den man sich vorstellen kann. Im Nachhinein ist die Ewigkeit jedoch eine sehr, sehr lange Zeit.;;Al principio, la idea de una vida eterna parecía el sueño más dulce imaginable. En retrospectiva, la eternidad es mucho, mucho tiempo.;;;;;x
attempting_suicide_tooltip;Has not attempted to commit suicide recently.;N'a pas tenté de se suicider récemment.;Hat in letzter Zeit nicht versucht, Selbstmord zu begehen.;;No ha tratado de suicidarse últimamente.;;;;;x
