#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gamer;Game Master;Expert en jeux;Meisterspieler;;Maestro de juego;;;;;;;;;x
EVTDESCA_WOL_10204;[From.GetBestName] has been working tirelessly on planning the carving ofe the stones for the tower. He now approaches you with dark circles under his eyes and petitions you for extra funds, claiming his father is sick and his family needs aid.;[From.GetBestName] a travaillé sans compter les jours précédents pour calculer la manière de tailler les pierres de la tour. Il vient vous voir, de grands cernes sous les yeux, pour vous demander des fonds supplémentaires : sa famille a du mal à subsister sans lui pour les aider, et son père est malade.;[From.GetBestName] hat in den letzten Tagen unermüdlich an den Plänen für die Zurichtung der Steine für den Turm gearbeitet. Er spricht Euch nun mit dunklen Augenringen an und bittet Euch um einen Lohnzuschlag, da seine Familie sich ohne ihn kaum über Wasser halten könne, während sein Vater krank sei.;;[From.GetBestName] ha estado trabajando sin descanso los días anteriores planificando cómo tallar las piedras de la torre. Ahora él te acerca con ojeras bajo los ojos y te solicita unos pagos adicionales, para ayudar a su familia que está sufriendo sin él pues su padre está enfermo.;;;;;;;;;x
EVTOPTA_WOL_10204;Very well, but make sure to carry on with your work.;Entendu, mais continuez à travailler.;In Ordnung, aber setzt die Arbeit auf jeden Fall fort.;;Está bien, pero asegúrate de continuar con tu trabajo.;;;;;;;;;x
EVTOPTB_WOL_10204;You're just using the money on your lustful adventures.;Vous utilisez cet argent pour vos plaisirs personnels.;Ihr verwendet das Geld lediglich für eure Weibergeschichten.;;Estás usando el dinero en tus aventuras lujuriosas.;;;;;;;;;x
EVTOPTC_WOL_10204;Very well, but make sure to carry on with your work.;Entendu, mais continuez à travailler.;In Ordnung, aber setzt die Arbeit auf jeden Fall fort.;;Está bien, pero asegúrate de continuar con tu trabajo.;;;;;;;;;x
EVTOPTD_WOL_10204;I already paid you, now get to it!;Je vous ai déjà payé, alors au travail !;Ich habe Euch bereits bezahlt! Worauf wartet Ihr noch?;;!Te pagado por un trabajo, ahora manos a la obra!;;;;;;;;;x
EVTDESC_WOL_10205;Before the construction of a building this large can begin we need to make sure we have enough high-quality stone. Your Steward suggests importing the stone from a reliable trade partner while it could be beneficial to the region to have access to nearby quarry.;Avant de pouvoir débuter la construction d'un projet de cette envergure, nous devons nous assurer d'avoir de la pierre de qualité en quantité suffisante. Votre intendant vous suggère d'importer la pierre grâce à un partenaire commercial fiable. Cependant, la région bénéficierait sans doute d'un accès à une carrière voisine.;Bevor der Bau eines so großen Gebäudes beginnen kann, müssen wir uns vergewissern, dass wir über einen ausreichenden Vorrat an qualitativ hochwertigen Steinen verfügen. Euer Truchsess schlägt vor, die Steine über einen zuverlässigen Handelspartner zu importieren, allerdings wäre es für die Region eventuell von Vorteil, Zugriff auf einen Steinbruch in der Nähe zu erhalten.;;Antes de empezar la construcción de un edificio tan grande necesitamos asegurarnos de tener suficiente piedra de calidad. Tu administrador te aconseja importar piedra de un compañero comercial fiable, mientras que podría ser beneficioso para la región tener acceso a una cantera cercana.;;;;;;;;;x
EVTOPTA_WOL_10205;Import the stone.;Importer la pierre.;Importiert die Steine.;;Importa la piedra.;;;;;;;;;x
EVTOPTB_WOL_10205;Build a quarry.;Creuser une carrière.;Baut einen Steinbruch.;;Construye una cantera.;;;;;;;;;x
EVTOPTC_WOL_10205;I could reuse some old building materials from the castle.;Je pourrais utiliser quelques vieilles pierres du château.;Ich könnte alte Baumaterialien von der Burg wiederverwenden.;;Puedo reutilizar algunos antiguos materiales de construcción del castillo.;;;;;;;;;x
EVTDESC_WOL_10206;During the construction of your grand tower in [This.Capital.GetName], a couple of the workers were killed by a falling granite block as the ropes holding it snapped. People are now demanding stricter security measures as well as compensation to the families that lost their husbands and fathers in this tragic incident.;Alors que la construction de votre grande tour à [This.Capital.GetName] se poursuit, deux ouvriers étaient sous un bloc de granite lorsque les cordes qui le soulevaient ont lâché. Les habitants demandent une meilleure formation aux principes de sécurité et un dédommagement aux familles pour la perte de leurs maris dans cette tragédie.;Während des Baus Eures großen Turms in [This.Capital.GetName] kamen mehrere Arbeiter durch einen hinabstürzenden Granitblock ums Leben, unter dem sie standen, als das Seil riss. Die Einwohner fordern nun verbesserte Sicherheitsschulungen und eine Entschädigung für diejenigen Familien, die durch das Unglück Männer verloren.;;Durante la construcción de tu magnífica torre en [This.Capital.GetName] un par de los trabajadores fueron atrapados bajo un bloque de granito que se estaba levantando, cuyas cuerdas se rompieron. Los habitantes ahora requieren una formación de seguridad más estricta y compensación a las familias que perdieron sus maridos en la tragedia.;;;;;;;;;x
EVTOPTA_WOL_10206;Peasants are expendable.;On peut se permettre de perdre quelques paysans.;Bauern sind ersetzbar.;;Los campesinos son prescindibles.;;;;;;;;;x
EVTOPTB_WOL_10206;I will compensate the families for their loss.;Je dédommagerai les familles.;Ich entschädige die Familien für ihren Verlust.;;Compensaré a las familias por su pérdida.;;;;;;;;;x
EVTDESC_WOL_10207;After decades of providing the county with building materials, the stone quarry in [Root.GetName] has been shut down as it no longer produces quality stone.;Après des décennies de bons et loyaux services, la carrière de [Root.GetName] a été fermée et la quantité de pierres de qualité a dernièrement baissé.;Nachdem der Steinbruch in [Root.GetName] jahrzehntelang die Provinz mit Baumaterialien versorgt hat, wurde er geschlossen, da die Menge an qualitativ hochwertigen Steinen, die dort abgebaut werden konnten, zuletzt zu gering war.;;Tras décadas de proporcionar materiales de construcción a la provincia, se ha cerrado la cantera de [Root.GetName], ya que últimamente ha disminuido la cantidad de piedras de calidad del emplazamiento.;;;;;;;;;x
EVTOPTA_WOL_10207;That's too bad.;C'est dommage.;Das ist nicht gut.;;Qué lastima.;;;;;;;;;x
EVTDESC_WOL_10210;[From.GetBestName] approaches you at court, clearly upset. [From.GetSheHeCap] has seen that the new tower now stretches higher than any temple in the realm. [From.GetSheHeCap] raises [From.GetHerHis] voice and nearly screams 'This is unacceptable! You cannot climb into Heaven no matter how much you try, the way to Heaven is the domain of the Church!'.;[From.GetBestName] vient vous parler à la cour, dans un état de grande agitation. [From.GetIlElleCap] constate que la tour dépasse désormais tous les temples du pays. [From.GetIlElleCap] hausse le ton jusqu'à hurler: « C'est inacceptable, vous ne pouvez pas accéder au paradis ainsi, c'est une prérogative de la religion ! ».;[From.GetBestName] spricht Euch am Hof an und ist deutlich verärgert. [From.GetSheHeCap] hat bemerkt, dass der Turm nun jeden Tempel im Reich überragt. [From.GetSheHeCap] spricht mit lauter Stimme und schreit beinahe: 'Dieses Verhalten kann nicht hingenommen werden. Ihr könnt Euch den Weg in den Himmel nicht erschleichen, egal wie sehr Ihr es versucht. Dies ist eine Kirchenangelegenheit!';;[From.GetBestName] se te acerca a la corte claramente disgustado. [From.GetSheHeCap] ha visto que ahora que la torre se extiende por encima de cualquier templo del Reino. [From.GetSheHeCap] levanta la voz [From.GetHerHis] y casi grita: 'Es un comportamiento inaceptable. No puedes hacer trampa para entrar en el Cielo, !es un asunto de la iglesia!';;;;;;;;;x
EVTOPTA_WOL_10210;Go back to your old scriptures.;Retournez à vos vieux livres.;Kehrt zurück zu Euren alten Schriften.;;Vuelve a los antiguos escritos.;;;;;;;;;x
EVTOPTB_WOL_10210;I guess we can cut some height off the tower.;On peut sans doute réduire un peu la hauteur de la tour.;Ich schätze, wir könnten die Turmhöhe etwas verringern.;;Creo que podemos recortar cierta altura de la torre.;;;;;;;;;x
EVTOPTC_WOL_10210;I only follow the word of [Root.Religion.GetRandomGodName].;Je ne fais qu'obéir aux instructions laissées par [Root.Religion.GetRandomGodName].;Ich folge nur den Geboten von [Root.Religion.GetRandomGodName].;;Sólo sigo las palabras de [Root.Religion.GetRandomGodName].;;;;;;;;;x
EVTOPTD_WOL_10210;[From.GetSheHeCap]'s onto me. [From.GetSheHeCap] must disappear.;[From.GetIlElleCap] en a après moi. [From.GetIlElleCap] doit disparaître.;[From.GetSheHeCap] hat es auf mich abgesehen. [From.GetSheHeCap] muss verschwinden.;;[From.GetSheHeCap] corre detrás de mí. [From.GetSheHeCap] debe desaparecer.;;;;;;;;;x
EVTTOOLTIPWOL10210;§Y[From.GetBestName]§! will be lured to the top of the tower...;Nous allons tendre un piège à §Y[From.GetBestName]§! au sommet de la tour.;§Y[From.GetBestName]§! wird auf die Turmspitze gelockt.;;Se atraerá a §Y[From.GetBestName]§! a la cumbre de la torre.;;;;;;;;;x
EVTDESC_WOL_10212;I managed to persuade [From.GetBestName] to follow me to the top of the scaffolding so that [From.GetSheHe] could properly inspect the tower. The view from the top is breathtakingly beautiful, a fact that [From.GetName] soon will experience in the literal sense.;J'ai pu persuader [From.GetBestName] de m'accompagner au sommet de la tour afin de lui permettre de l'inspecter intégralement. La vue du haut de la tour est à couper le souffle, et bientôt, cette expression sera à prendre au pied de la lettre.;Ich schaffte es, [From.GetBestName] zu überreden, mir zur Spitze des im Bau befindlichen Turms zu folgen, damit [From.GetSheHe] den Turm in Augenschein nehmen konnte. Wie atemberaubend die Aussicht von der Spitze in Wirklichkeit ist, wird [From.GetName] schon bald schlagartig klar werden.;;He conseguido convencer a [From.GetBestName] para que me siga a la parte superior de la torre en construcción para que [From.GetSheHe] pueda inspeccionar la torre. La vista desde arriba es impresionantemente bella, tal como [From.GetBestName] pronto experimentará en el sentido literal.;;;;;;;;;x
EVTOPTA_WOL_10212;Careful there...;Faites attention...;Seid vorsichtig, wo Ihr hintretet...;;Con cuidado...;;;;;;;;;x
EVTTOOLTIPWOL10212;[Root.GetName] pushes [From.GetName].;[Root.GetName] pousse [From.GetName].;[Root.GetName] schubst [From.GetName].;;[Root.GetName] empuja a [From.GetName].;;;;;;;;;x
EVTDESC_WOL_10214;As you stretch your arms forward and put all of your body weight behind them to push [From.GetBestName] off the tower, [From.GetSheHe] suddenly bends down. [From.GetSheHeCap] must have found a coin or something. You stumble past [From.GetHerHim] and out into the open air.;Alors que vous allongez les bras et déplacez votre poids pour pousser [From.GetBestName] du haut de la tour, [From.GetIlElle] se baisse soudain. [From.GetIlElleCap] semble avoir trouvé une pièce de monnaie à terre. Quant à vous, vous voilà dans les airs.;Als Ihr Eure Arme nach vorne streckt und Euer ganzes Körpergewicht in die Bewegung hineinlegt, um [From.GetBestName] vom Turm zu stoßen, beugt [From.GetSheHe] sich plötzlich nach unten. [From.GetSheHeCap] hat anscheinend eine Münze gefunden, die am Boden lag. Ihr greift ins Leere und fallt ins Bodenlose.;;Mientras estiras tus brazos hacia adelante y pone todo su peso corporal detrás de ellos para empujar a [From.GetBestName] de la torre, [From.GetSheHe]se inclina de repente. [From.GetSheHeCap] se encontró una moneda perdida en el suelo mientras te deslizas más allá, al aire abierto.;;;;;;;;;x
EVTOPTA_WOL_10214;Oh dear...;Oh non, pas ça...;Oh weh...;;Dios mío..;;;;;;;;;x
EVTDESC_WOL_10215;As [From.GetBestName] is inspecting the view at the top of the tower, you reach out and and give [From.GetHerHim] a gentle push.;Alors que [From.GetBestName] contemple le paysage depuis le sommet de la tour, vous allongez les bras et le poussez légèrement.;Während [From.GetBestName] von der Turmspitze aus die Landschaft betrachtet, streckt Ihr Eure Arme aus und versetzt [From.GetHerHim] einen sanften Schubs.;;Mientras [From.GetBestName] está viendo el paisaje desde el punto más alto de la torre, estiras los brazos y [From.GetHerHim] das un empujoncito.;;;;;;;;;x
EVTOPTA_WOL_10215;Oh dear.;Oh, mon dieu.;Oh weh.;;Dios mío..;;;;;;;;;x
EVTDESC_WOL_10216;The great tower that you began planning so long ago has finally been finished. A tower this tall can be seen from a long way away and people are equally amazed and frightened by the power you have displayed by accomplishing such a grand feat of construction. During the years of work you have spent your time perfecting your knowledge in the many key aspects of the science of construction - knowledge that will last centuries. The tower is also sure to hold back many thousands of enemy soldiers.;La grande tour que vous vouliez depuis si longtemps est enfin terminée. Elle est si grande qu'on la voit de très loin, et le peuple est à la fois fasciné et effrayé par le pouvoir dont vous avez certainement fait usage pour accomplir un tel exploit. Vous avez passé votre temps à perfectionner tous les différents aspects de sa construction afin qu'elle survive à l'épreuve des siècles et aux assauts de milliers de soldats ennemis.;Der riesige Turm, dessen Bau Ihr vor so langer Zeit plantet, ist endlich fertig. Aufgrund seiner Höhe ist er aus großer Entfernung sichtbar und die Menschen sind gleichermaßen erstaunt und entsetzt über die Macht, die ein solches Bauwerk repräsentiert. Während der Bauarbeiten habt Ihr viel Zeit darauf verwendet, ein Gebäude zu erschaffen, das die Jahrhunderte überdauern und feindlichen Invasoren trotzen kann.;;La gran torre que planeaste construir hace tanto, por fin está terminada. Con una torre de tal altura se puede ver de una distancia lejana y la gente queda igualmente asombrada y asustada por el poder que debes tener para lograr semejante hazaña. Durante la construcción has pasado el tiempo perfeccionando todos los diferentes aspectos de cómo construir edificios que durarán siglos por venir y defensas que mantendrán a raya a miles de soldados enemigos.;;;;;;;;;x
EVTOPTA_WOL_10216;I am truly a professional builder now.;Je m'y connais vraiment en construction maintenant.;Ich darf mich durchaus als Fachmann bezeichnen.;;Yo me considero un profesional.;;;;;;;;;x
EVTOPTB_WOL_10216;This is merely a spare time pursuit.;Pour moi, ce n'est qu'un passe-temps.;Lediglich eins meiner Hobbys, mehr nicht.;;Esto es simplemente un pasatiempo.;;;;;;;;;x
EVTDESCA_WOL_10217;Your pride, the tower of [Root.GetName] has begun to lean. People everywhere are sniggering behind your back and making rude jokes about it. The only thing greater than your embarassment is your fear of it actually falling over.;Votre fierté, la tour de [Root.GetName], commence à pencher sur le côté. Partout, on se rit de moi et on se moque de la tour. La honte que je ressens n'est dépassée que par la peur qu'elle puisse un jour tomber.;Euer ganzer Stolz, der Turm von [Root.GetName], hat sich zu neigen begonnen. Die Menschen in der ganzen Gegend tuscheln hinter meinem Rücken und witzeln über den Turm. Die Peinlichkeit der Situation wird nur noch übertroffen von der Angst, dass der Turm tatsächlich umkippen könnte.;;Tu orgullo, la torre de [Root.GetName] ha comenzado a inclinarse. La gente de todos lados habla a mis espaldas y bromean sobre la torre. La vergüenza sólo se siente superada por el temor de que en realidad se caiga.;;;;;;;;;x
EVTDESCB_WOL_10217;Before you owned the lands of the county [Root.GetName] a tall tower was built here by [tower_founder.GetBestName]. Now after years of standing proud vigil the tower has begun to lean and people are worried that it might fall over.;Avant votre règne sur le comté de [Root.GetName], [tower_founder.GetBestName] y a construit une grande tour. Aujourd'hui, après des années passées à frôler le ciel, la tour a commencé à pencher et les gens ont peur qu'elle tombe à tout moment.;Bevor Ihr in den Besitz der Ländereien von [Root.GetName] kamt, wurde hier von [tower_founder.GetBestName] ein hoher Turm errichtet. Nachdem sich der Turm jahrelang als Beobachtungsposten bewährt hatte, begann er sich zu neigen und die Bevölkerung befürchtet, dass er demnächst umkippt.;;Antes de que poseyeras las tierras de la provincia [Root.GetName]. [tower_founder.GetBestName] construyó una torre alta. Ahora, tras años de proteger el cielo de las cercanías, la torre ha comenzado a inclinarse y la gente se preocupa que un día se pueda caer cualquier día.;;;;;;;;;x
EVTOPTA_WOL_10217;This is all the mason's fault!;C'est la faute des maçons !;Das ist alles die Schuld des Maurers!;;!Esto es culpa de los albañiles!;;;;;;;;;x
EVTOPTB_WOL_10217;This is the result of lazy workers not following instructions!;C'est la faute des ouvriers qui n'ont pas suivi les ordres !;Daran sind die faulen Arbeiter schuld, die sich nicht an die Vorgaben halten!;;!Esto obra de trabajadores vagos que no siguen las órdenes!;;;;;;;;;x
EVTOPTC_WOL_10217;It's my own fault, unfortunately.;Je suis le seul responsable de cet échec.;Das ist leider meine eigene Schuld.;;Lamentablemente esto es culpa mía.;;;;;;;;;x
EVTOPTD_WOL_10217;How unfortunate. It is a fine tower.;C'est bien malheureux. C'était pourtant une belle tour.;Das ist bedauerlich. Es ist ein schöner Turm.;;Qué pena. Es una buena torre.;;;;;;;;;x
EVTDESC_WOL_10218;The angle of inclination of your leaning tower is increasing daily now. Perhaps you should try to save it by propping up the construction?;La tour penche un peu plus chaque jour. Peut-être devriez-vous tenter de la renforcer ?;Jeden Tag neigt sich der Turm mehr. Vielleicht solltet Ihr versuchen, den Turm zu retten, indem Ihr die Konstruktion verstärkt.?;;Con cada día que pasa, aumenta el ángulo de inclinación de la torre. ?Quizás deberías tratar de salvar la torre con un reforzando la construcción?;;;;;;;;;x
EVTOPTA_WOL_10218;I must save the tower at whatever cost!;Je dois la sauver à tout prix !;Ich muss den Turm retten, egal was es kostet!;;!Debo salvar la torre, el precio no es problema!;;;;;;;;;x
EVTOPTB_WOL_10218;I will put in reasonable effort to save the tower.;Voyons si nous pouvons faire quelque chose.;Ich bemühe mich darum, den Turm zu retten.;;Pon un poco de esfuerzo para salvar la torre.;;;;;;;;;x
EVTOPTC_WOL_10218;I will put my trust in destiny.;Le destin sauvera ma tour, j'ai confiance.;Ich überlasse es dem Schicksal, den Turm zu retten.;;Pongo la confianza en el destino para salvar la torre.;;;;;;;;;x
EVTDESCA_WOL_10219;Your great tower is now strengthened and has stopped tipping, resting at a steady angle of inclination. You hope it will stay like that. It does, however, still lean at a considerable angle and it embarrasses you to admit that you built it.;La tour est maintenant renforcée, espérons qu'elle ne penchera plus davantage chaque année. Cependant, elle penche déjà bien assez, et vous avez honte de dire que c'est vous qui l'avez construite.;Die Turmkonstruktion wurde verstärkt und die Neigung wird nun nicht mehr zunehmen. Sein Schiefstand ist allerdings erheblich und es ist beschämend, daran erinnert zu werden, dass Ihr ihn erbaut habt.;;La torre ya está reforzada y ya no se inclinará cada vez más cada año, con suerte. Sin embargo, la torre sin embargo ya está un poco inclinada, y todavía da vergüenza confesar que tú la construiste.;;;;;;;;;x
EVTDESCB_WOL_10219;Your great tower is now strengthened and has stopped tipping, resting at a steady angle of inclination. You hope it will stay like that. It does, however, still lean at a considerable angle and it looks quite weird.;La tour est maintenant renforcée, espérons qu'elle ne penchera plus davantage chaque année. Cependant, elle penche déjà bien assez, ce qui lui donne un air étrange.;Die Turmkonstruktion wurde verstärkt und die Neigung wird nun nicht mehr zunehmen. Sein Schiefstand ist allerdings erheblich und er sieht immer noch recht seltsam aus.;;La torre ya está reforzada y ya no se inclinará cada vez más cada año, con suerte. Sin embargo, la torre sin embargo ya está un poco inclinada, y todavía parece bastante rara.;;;;;;;;;x
EVTOPTA_WOL_10219;At least it didn't fall on someone's head.;Au moins elle ne s'est pas écrasée sur quelqu'un.;Wenigstens ist er niemandem auf den Kopf gefallen.;;Al menos que no se cayó sobre la cabeza de alguien.;;;;;;;;;x
EVTDESC_WOL_10220;You wake up in the middle of the night from a loud bang followed by a long rumbling sound as if from the biggest thunderclap you ever heard. You rush to the window in fear, expecting the worst. Your fear proves correct - the leaning tower has finally toppled over and fallen on top of couple of houses who stood no chance against the might of thousands of granite blocks bombarding the roof.;Un bruit d'explosion vous réveille en plein milieu de la nuit, suivi d'un grondement. Vous n'avez jamais entendu la foudre faire autant de bruit. Craignant le pire, vous vous précipitez à la fenêtre, et effectivement, le pire est arrivé. La tour penchée s'est effondrée sur deux maisons qui n'avaient aucune chance face aux milliers de blocs de granite s'abattant sur leurs toits.;Ihr wacht mitten in der Nacht durch einen lauten Knall auf, auf den ein lang anhaltendes, krachendes Geräusch folgt. Es hört sich an wie das längste Donnergrollen, das Ihr je gehört habt. Ihr lauft zum Fenster, da Ihr das Schlimmste befürchtet, und findet Eure Befürchtungen bestätigt. Der schiefe Turm ist schließlich umgekippt und auf zwei Häuser gefallen, die keine Chance hatten gegen die Macht der Granitblöcke, die zu Tausenden auf die Dächer prasselten.;;Despiertas en medio de la noche escuchando un golpe seguido largo estruendo como si fuera el trueno más largo que hayas oído nunca. Te apresuras a la ventana esperando lo peor posible y las expectativas eran correctas. La torre inclinada ha caído finalmente sobre un par de casas que no tuvieron ninguna posibilidad contra el poder de miles de bloques del granito que bombardeando el tejado. ;;;;;;;;;x
EVTOPTA_WOL_10220;I hope no one got hurt.;J'espère qu'il n'y a pas de blessés.;Ich hoffe, niemand wurde verletzt.;;Espero que nadie haya salido herido.;;;;;;;;;x
EVTDESCA_WOL_10221;You have been informed that a foreign statesman from far away has arrived to your realm and you head out to greet his entourage in person. When you meet up with them you prepare to exchange noble pleasantries, but you don't even have time to introduce yourself before you are interrupted with a question: 'Where is [tower_founder.GetBestName], the magnificent mind behind this masterly work? I would pay well to meet this genius in person,' the statesman blurts out while pointing at the leaning tower.;On vous informe qu'un dignitaire venu d'une contrée lointaine vient d'arriver dans votre pays et vous sortez accueillir son escorte en personne. Vous vous préparez à échanger les politesses d'usage, mais avant même que vous vous soyez présenté, il vous interrompt d'une voix forte en pointant du doigt la tour penchée : « Où est [tower_founder.GetBestName], l'esprit de génie à l'origine de ce chef-d'oeuvre ? Je paierais une grasse somme pour rencontrer ce génie en personne. »;Man hat Euch mitgeteilt, dass ein Politiker aus dem fernen Ausland in Eurem Reich eingetroffen ist. Ihr macht Euch auf, um ihn und sein Gefolge persönlich willkommen zu heißen. Ihr stellt Euch darauf ein, Nichtigkeiten auf hohem Niveau auszutauschen, doch Ihr habt nicht einmal Zeit, Euch vorzustellen, da Ihr gleich am Anfang mit einer Frage konfrontiert werdet: 'Wo ist [tower_founder.GetBestName], der außergewöhnliche Architekt, der für dieses Meisterwerk verantwortlich ist? Ich würde es mir etwas kosten lassen, dieses Genie persönlich treffen zu können', sprudelt es aus dem Politiker heraus, während er auf den schiefen Turm deutet.;;Te han informado de la llegada de un dirigente extranjero a tu reino y sales a saludar a su séquito en persona. Cuando te encuentras con ellos te dispones a intercambiar cortesías nobles. Pero no tienes tiempo ni para presentarte antes de que te interrumpa con una pregunta. '?Dónde está [tower_founder.GetBestName], la magnífica mente tras de esta obra magistral? Pagaría bien para conocer a este genio en persona', espeta el dirigente mientras señala la torre inclinada.;;;;;;;;;x
EVTDESCB_WOL_10221;You have been informed that a foreign statesman from far away has arrived to your realm and you head out to greet his entourage in person. When you meet up with them you prepare to exchange noble pleasantries but you don't even have time to introduce yourself before you are interrupted with a question: 'Where is [tower_founder.GetBestName], the magnificent mind behind this masterly work? Especially the slanted door and uneven stairs are fresh and new details. I would pay well to meet this genius in person,' the statesman blurts out while pointing at the leaning tower.;On vous informe qu'un dignitaire venu d'une contrée lointaine vient d'arriver dans votre pays et vous sortez accueillir son escorte en personne. Vous vous préparez à échanger les politesses d'usage, mais avant même que vous vous soyez présenté, il vous interrompt d'une voix forte en pointant du doigt la tour penchée : « Où est [tower_founder.GetBestName], l'esprit de génie à l'origine de ce chef-d'oeuvre ? Je paierais une grasse somme pour rencontrer ce génie en personne. La porte penchée et les marches inégales sont des détails particulièrement rafraîchissants. »;Man hat Euch mitgeteilt, dass ein Politiker aus dem fernen Ausland in Eurem Reich eingetroffen ist. Ihr macht Euch auf, um ihn und sein Gefolge persönlich willkommen zu heißen. Ihr stellt Euch darauf ein, Nichtigkeiten auf hohem Niveau auszutauschen, doch Ihr habt nicht einmal Zeit, Euch vorzustellen, da Ihr gleich am Anfang mit einer Frage konfrontiert werdet: 'Wo ist [tower_founder.GetBestName], der außergewöhnliche Architekt, der für dieses Meisterwerk verantwortlich ist? Besonders die schräge Tür und die unebenen Stufen sind ungewöhnliche neue Bauelemente. Ich würde es mir etwas kosten lassen, dieses Genie persönlich treffen zu können.', sprudelt es aus dem Politiker heraus, während er auf den schiefen Turm deutet.;;Te han informado de la llegada de un dirigente extranjero a tu reino y sales a saludar a su séquito en persona. Cuando te encuentras con ellos te dispones a intercambiar cortesías nobles. Pero no tienes tiempo ni para presentarte antes de que te interrumpa con una pregunta. '?Dónde está [tower_founder.GetBestName], la magnífica mente tras de esta obra magistral? Sobre todo la puerta inclinada y los escalones desiguales son detalles nuevos y frescos. Pagaría bien para conocer a este genio en persona', espeta el dirigente mientras señala la torre inclinada.;;;;;;;;;x
EVTDESCC_WOL_10221;You have been informed that a foreign statesman from far away has arrived to your realm and you head out to greet his entourage in person. When you meet up with them you prepare to exchange noble pleasantries but you don't even have time to introduce yourself before you are interrupted with a question. 'Where is [stonemason.GetBestName], the magnificent mind behind this masterly work? I would pay well to meet this genius in person,' the statesman blurts out while pointing at the leaning tower.;On vous informe qu'un dignitaire venu d'une contrée lointaine vient d'arriver dans votre pays et vous sortez accueillir son escorte en personne. Vous vous préparez à échanger les politesses d'usage, mais avant même que vous vous soyez présenté, il vous interrompt d'une voix forte en pointant du doigt la tour penchée : « Où est [stonemason.GetBestName], l'esprit de génie à l'origine de ce chef-d'oeuvre ? Je paierais une grasse somme pour rencontrer ce génie en personne. »;Man hat Euch mitgeteilt, dass ein Politiker aus dem fernen Ausland in Eurem Reich eingetroffen ist. Ihr macht Euch auf, um ihn und sein Gefolge persönlich willkommen zu heißen. Ihr stellt Euch darauf ein, Nichtigkeiten auf hohem Niveau auszutauschen, doch Ihr habt nicht einmal Zeit, Euch vorzustellen, da Ihr gleich am Anfang mit einer Frage konfrontiert werdet: 'Wo ist [stonemason.GetBestName], der außergewöhnliche Künstler, der für dieses Meisterwerk verantwortlich ist? Ich würde es mir etwas kosten lassen, dieses Genie persönlich treffen zu können', sprudelt es aus dem Politiker heraus, während er auf den schiefen Turm deutet.;;Te han informado de la llegada de un dirigente extranjero a tu reino y sales a saludar a su séquito en persona. Cuando te encuentras con ellos te dispones a intercambiar cortesías nobles. Pero no tienes tiempo ni para presentarte antes de que te interrumpa con una pregunta. '?Dónde está [stonemason.GetBestName], la magnífica mente tras de esta obra magistral? Pagaría bien para conocer a este genio en persona', espeta el dirigente mientras señala la torre inclinada.;;;;;;;;;x
EVTDESCD_WOL_10221;You have been informed that a foreign statesman from far away has arrived to your realm and you head out to greet his entourage in person. When you meet up with them you prepare to exchange noble pleasantries but you don't even have time to introduce yourself before you are interrupted with a question. 'Where is [stonemason.GetBestName], the magnificent mind behind this masterly work? Especially the slanted door and uneven stairs are fresh and new ideas. I would pay well to meet this genius in person,' the statesman blurts out while pointing at the leaning tower.;On vous informe qu'un dignitaire venu d'une contrée lointaine vient d'arriver dans votre pays et vous sortez accueillir son escorte en personne. Vous vous préparez à échanger les politesses d'usage, mais avant même que vous vous soyez présenté, il vous interrompt d'une voix forte en pointant du doigt la tour penchée : « Où est [stonemason.GetBestName], l'esprit de génie à l'origine de ce chef-d'oeuvre ? Je paierais une grasse somme pour rencontrer ce génie en personne. La porte penchée et les marches inégales sont des idées particulièrement rafraîchissantes. »;Man hat Euch mitgeteilt, dass ein Politiker aus dem fernen Ausland in Eurem Reich eingetroffen ist. Ihr macht Euch auf, um ihn und sein Gefolge persönlich willkommen zu heißen. Ihr stellt Euch darauf ein, Nichtigkeiten auf hohem Niveau auszutauschen, doch Ihr habt nicht einmal Zeit, Euch vorzustellen, da Ihr gleich am Anfang mit einer Frage konfrontiert werdet: 'Wo ist [stonemason.GetBestName], der außergewöhnliche Künstler, der für dieses Meisterwerk verantwortlich ist? Besonders die schräge Tür und die unebenen Stufen sind ungewöhnliche neue Bauelemente. Ich würde es mir etwas kosten lassen, dieses Genie persönlich treffen zu können', sprudelt es aus dem Politiker heraus, während er auf den schiefen Turm deutet.;;Te han informado de la llegada de un dirigente extranjero a tu reino y sales a saludar a su séquito en persona. Cuando te encuentras con ellos te dispones a intercambiar cortesías nobles. Pero no tienes tiempo ni para presentarte antes de que te interrumpa con una pregunta. '?Dónde está [tower_founder.GetBestName], la magnífica mente tras de esta obra magistral? Sobre todo la puerta inclinada y los escalones desiguales son detalles nuevos y frescos. Pagaría bien para conocer a este genio en persona', espeta el dirigente mientras señala la torre inclinada.;;;;;;;;;x
EVTOPTA_WOL_10221;Uhm. Of course, I'll fetch him from my, humm... court.;Hmm... Bien sûr, je vais vous le... euh... chercher.;Ähm. Ich werde ihn selbstverständlich sofort, ähm, rufen lassen.;;Ah. Por su puesto, os lo traeré de mi... hum... corte.;;;;;;;;;x
EVTOPTB_WOL_10221;I'll fetch him right away.;Je vais vous le chercher tout de suite.;Ich bringe ihn sofort zu Euch.;;Os lo llevaré inmediatamente.;;;;;;;;;x
