#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom;§Y[GetTitledFirstName]§! peut payer sa propre rançon;§Y[GetTitledFirstName]§! Kann [GetHerHis] Lösegeld selbst zahlen;;§Y[GetTitledFirstName]§! puede permitirse su propio rescate;;;;;;;;;x
EVTOPTB_SOA_1353;No, that region is mine;Non, cette région m'appartient.;Nein, das Gebiet gehört mir.;;No, esa región es mía;;;;;;;;;x
EVTDESC_SOA_1354;The Teutonic Order have constructed a castle in [Root.GetName]!;L'Ordre teutonique a bâti un château en [Root.GetName] !;Der Deutsche Orden hat in [Root.GetName]eine Burg errichtet!;;¡La Orden Teutónica ha construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTOPTA_SOA_1403;Very well;Très bien;Sehr gut;;Está bien;;;;;;;;;x
EVTDESC_SOA_1411;Most righteous [Root.GetTitledFirstName], of course we, the Nizari Ismailis, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Salaam alaykum,\n\nGrand Master [From.GetFirstName];Très vertueux [Root.GetTitledFirstName], les ismaéliens nizârites peuvent bien évidemment vous prêter 300 d'or. En contrepartie, il est possible que nous vous demandions votre aide future si le besoin s'en faisait sentir.\n\nAs-salâm 'aláykum,\nGrand Maître [From.GetFirstName];Hochwohlgeborener [Root.GetTitledFirstName], natürlich können wir, die Nizari-Ismailis Haschaschin, Euch 300 Gold leihen. Als Gegenleistung erbitten wir lediglich Eure Unterstützung in gewissen Angelegenheiten, die sich ergeben könnten. Salaam alaykum\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], por supuesto que nosotros, los Ismaelitas Nizaríes, podemos prestarle 300 oros. Todo lo que pedimos a cambio es su futura asistencia en determinados asuntos que puedan surgir. Salaam alaykum,\n\nGran Maestre [From.GetFirstName];;;;;;;;;x
EVTDESC_SOA_1424;The Nizari Ismaili Hashshashins have constructed a castle in [Root.GetName]!;Les Hashshâshîns ont bâti un château en [Root.GetName] !;Die Nizari-Ismaili Haschaschin haben in [Root.GetName] eine Burg errichtet!;;¡Los ismaelitas nizaríes Hashshashins han construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTDESC_SOA_1431;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the dreaded Hashshashins in their shady struggles. This will forever disinherit him and he will never disgrace the dynasty with his decadence.;M[From.GetOnA] [GetFromRelation], [From.GetTitledFirstName], a demandé à rejoindre l'Ordre des redoutés Hashshâshîns dans leur combat.\nCela le déshériterait à jamais, mais nous apporterait l'assurance qu'il ne déshonorera jamais la dynastie par sa décadence.;Mein [GetFromRelation] [From.GetTitledFirstName] will sich den gefürchteten Haschaschin in ihrem zwielichtigen Kampf anschließen. Er wird auf ewig enterbt und wird niemals der Dynastie mit seiner Dekadenz Schande bereiten.;;Mi [GetFromRelation] [From.GetTitledFirstName] ha solicitado unirse a los temibles Hashshashins en su tenebrosa lucha. Esta acción le desheredará para siempre y su decadencia no traerá nunca la desgracia a esta dinastía.;;;;;;;;;x
EVTTOOLTIP_SOA_1432;[This.GetTitledFirstName] joins the Hashshashins.;[This.GetTitledFirstName] a rejoint les Hashshâshîns.;[This.GetTitledFirstName] schließt sich den Haschaschin an.;;[This.GetTitledFirstName] se une a los Hashshashins.;;;;;;;;;x
EVTDESC_SOA_1454;The Hashshashins have constructed a castle in [Root.GetName]!;Les Hashshâshîns ont bâti un château en [Root.GetName] !;Die Haschaschim haben in [Root.GetName] eine Burg errichtet!;;¡Los Hashshashins han construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTDESC_SOA_1461;Great [Root.PrimaryTitle.GetRulerTitle], your antagonism is misguided! The Order serves Allah, but, one has to wonder, do you?\n\nWith furious anger,\n\nGrand Master [From.GetFirstName];Noble [Root.PrimaryTitle.GetRulerTitle], cet acte est complètement injustifié ! L'Ordre sert Allah, mais certains se posent la question : vous, le servez-vous ?\n\nMa colère est bien réelle,\nGrand maître [From.GetFirstName];Großer [Root.PrimaryTitle.GetRulerTitle], Eure Ablehnung ist fehlgeleitet. Der Orden dient Allah, doch man muss sich fragen, ob auch Ihr das tut.\n\nIn heiligem Zorn,\n\nGroßmeister [From.GetFirstName];;Gran [Root.PrimaryTitle.GetRulerTitle], ¡este antagonismo es un error! La Orden sirve a Alá, pero cabe preguntarse, ¿y usted?\n\nFuriosamente encolerizado,\n\nGran Maestre [From.GetFirstName];;;;;;;;;x
EVTDESC_SOA_1531;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the fearsome Jomsvikings in their adventures, even though this will forever disinherit him.;[GetFromRelation], [From.GetTitledFirstName], a demandé à rejoindre les terrifiants Jomsvikings dans leurs aventures, même si cela signifie qu'il n'héritera jamais.;Mein [GetFromRelation] [From.GetTitledFirstName] will sich den gefürchteten Jomswikingern bei ihren Abenteuern anschließen, obwohl er dadurch auf ewig enterbt wird.;;Mi [GetFromRelation] [From.GetTitledFirstName] ha solicitado unirse a los temibles Jomsvikings en sus aventuras, a pesar de que esta acción le desheredará para siempre.;;;;;;;;;x
EVTTOOLTIP_SOA_1532;[This.GetTitledFirstName] becomes a Jomsviking.;[This.GetTitledFirstName] devient Jomsviking.;[This.GetTitledFirstName] wird Jomswikinger.;;[This.GetTitledFirstName] se convierte en Jomsviking.;;;;;;;;;x
EVTDESC_SOA_1541;Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly in our fight for the glory of the Old Gods! You have my friendship, as well as that of both gods and priesthood. May the gods smile on you.\nFor the Allfather!\n\nWarchief [From.GetFirstName];Noble [Root.PrimaryTitle.GetRulerTitle], votre très généreuse contribution nous sera d'une grande aide dans notre combat à la gloire des anciens dieux !\nAcceptez notre reconnaissance, ainsi que celle des Dieux et du Falkyr. Que les dieux vous gardent.\n\nGloire à Odin, le dieu suprême !\nChef de guerre [From.GetFirstName];Großer [Root.PrimaryTitle.GetRulerTitle], Eure äußerst großzügige Spende ist uns eine große Hilfe in unserem Kampf für den Ruhm der Alten Götter! Euch gehört meine Freundschaft und auch die der Götter und Priester. Mögen die Götter Euch wohlgesonnen sein.\nFür den Allvater!\n\nKriegshäuptling [From.GetFirstName];;Gran [Root.PrimaryTitle.GetRulerTitle], ¡esta donación tan generosa nos será de gran ayuda en nuestra lucha por la gloria de los antiguos dioses! Tiene mi amistad, así como la de los dioses y del sacerdocio. Que los dioses le sonrían.\n¡Por el Creador!\n\nJefe Guerrero [From.GetFirstName];;;;;;;;;x
EVTDESC_SOA_1553;Mighty [Root.GetTitledFirstName], the Jomsviking brotherhood has need of another base from which to strike at the weak followers of the lesser gods. I understand that there is a suitable location in your demesne, in [FromFrom.GetName]. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nGlory to Odin!\n\nWarchief [From.GetFirstName];Grandiose [Root.GetTitledFirstName], la fraternité Jomsviking a besoin d'une nouvelle base d'où frapper les faibles disciples des dieux inférieurs. Nous croyons savoir qu'il existe un emplacement approprié pour cela sur votre territoire de [FromFrom.GetName].\nNous sommes prêts à vous payer 100 d'or en échange du droit d'y construire une forteresse.\n\nGloire à Odin !\nChef de guerre [From.GetFirstName];Mächtiger [Root.GetTitledFirstName], die Bruderschaft der Jomswikinger braucht eine weitere Basis für ihren Kampf gegen die schwachen Anhänger der geringeren Götter. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt, nämlich in [FromFrom.GetName]. Ich zahle Euch 100 Gold für das Recht, dort eine Festung zu errichten.\nRuhm sei Odin!\n\nKriegshäuptling [From.GetFirstName];;Poderoso [Root.GetTitledFirstName], la hermandad Jomsviking precisa otra base desde la que atacar a los débiles seguidores de los dioses menores. Tengo conocimiento de que hay un lugar apropiado en su heredad, en [FromFrom.GetName]. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir una fortaleza allí.\n¡Gloria a Odín!\n\nJefe Guerrero [From.GetFirstName];;;;;;;;;x
EVTOPTB_SOA_1553;No, that region is mine;Non, cette région et ses richesses m'appartiennent.;Nein, das Gebiet gehört mir.;;No, esa región es mía;;;;;;;;;x
EVTDESC_SOA_1554;The Jomsvikings have constructed a castle in [Root.GetName]!;Les Jomsvikings ont édifié un château en [Root.GetName] !;Die Jomswikinger haben in [Root.GetName] eine Burg errichtet!;;¡Los Jomsvikings han construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTDESC_SOA_1561;Great [Root.PrimaryTitle.GetRulerTitle], your wrath is misdirected! The Order serves the gods faithfully, but, one has to wonder, do you?\n\n[From.Religion.GetRandomGodNameCap] curse you!,\n\nWarchief [From.GetFirstName];Konungar [Root.PrimaryTitle.GetRulerTitle], cet acte est complètement injustifié ! La fraternité sert les dieux avec ferveur, mais votre acte pose une question : êtes-vous un vrai nordique, ou un simple pillard ?\n\nQue [From.Religion.GetRandomGodName] nous venge !\nChef de guerre [From.GetFirstName];Großer [Root.PrimaryTitle.GetRulerTitle], Euer Zorn ist fehlgeleitet! Der Orden dient treu den Göttern, doch man muss sich fragen, ob Ihr das auch tut!\n\n[From.Religion.GetRandomGodNameCap] soll Euch verfluchen!\n\nKriegshäuptling [From.GetFirstName];;Gran [Root.PrimaryTitle.GetRulerTitle], ¡su ira está mal encaminada! La Orden sirve fielmente a los dioses, pero cabe preguntarse, ¿y usted?\n\n¡Que [From.Religion.GetRandomGodNameCap] le maldiga!\n\nJefe Guerrero [From.GetFirstName];;;;;;;;;x
EVTOPTC_SOA_4000;This will stir up the peasants...;Les paysans vont s'agiter...;Dies wird die Bauern aufrühren...;;Esto sembrará cizaña entre los campesinos...;;;;;;;;;x
EVTDESC_SOA_4020;I am greatly impressed by the wisdom of a local [Root.Location.Religion.GetName] preacher. Heresy or not, I am starting to believe...;La sagesse et les mots d'un prêcheur [Root.Location.Religion.GetName] local m'impressionne fortement. Hérésie ou non, je commence à y croire...;Ich bin sehr beeindruckt durch die Weisheit eines Predigers in [Root.Location.Religion.GetName]. Ketzerei oder nicht, ich beginne zu glauben...;;Estoy muy impresionado por la sabiduría de un predicador local de [Root.Location.Religion.GetName]. Sea herejía o no, estoy empezando a creer...;;;;;;;;;x
EVTOPTA_SOA_4020;Embrace the [Root.Location.Religion.GetName] creed!;Embrassons la religion [Root.Location.Religion.GetName] !;Bekennt Euch zum [Root.Location.Religion.GetName]en Glauben!;;¡Abrazar el credo de [Root.Location.Religion.GetName]!;;;;;;;;;x
EVTOPTB_SOA_4020;It is too dangerous...;C'est trop risqué...;Es ist zu gefährlich...;;Es demasiado peligroso...;;;;;;;;;x
EVTDESC_SOA_4021;My [GetFromRelation] [From.GetBestName] has embraced a dangerous heresy, no doubt influenced by local preachers.;M[From.GetOnA] [GetFromRelation], [From.GetBestName], est adepte d'une dangereuse hérésie, sans doute à cause de l'influence de prédicateurs locaux.;[From.GetBestName] hat sich zu einer gefährlichen Ketzerei bekannt, wohl unter dem Einfluss fremder Prediger.;;Mi [GetFromRelation] [From.GetBestName] ha abrazado una peligrosa herejía, sin duda influenciado por los predicadores locales.;;;;;;;;;x
EVTOPTA_SOA_4021;Demand reconversion!;Exigeons sa reconversion ! ;[From.GetSheHeCap] soll abschwören!;;¡Exigir la reconversión!;;;;;;;;;x
EVTOPTB_SOA_4021;Let it slide;Ce n'est pas grave;Ignoriert es;;Dejarlo caer;;;;;;;;;x
EVTOPTC_SOA_4021;Engage [From.GetObjectPronoun] in theological debate;Une confrontation théologique s'impose;Verwickelt [From.GetObjectPronoun] in eine theologische Debatte;;Involucrar[From.GetObjectPronoun] en el debate teológico;;;;;;;;;x
EVTTOOLTIP_SOA_4022;[This.GetTitledFirstName] receives an ultimatum;[This.GetTitledFirstName] reçoit un ultimatum;[This.GetTitledFirstName] bekommt ein Ultimatum gestellt;;[This.GetTitledFirstName] recibe un ultimátum;;;;;;;;;x
EVTTOOLTIP_SOA_4025;A carefully written letter is sent to [This.GetTitledFirstName];Une lettre aux mots savamment choisis est envoyée à [This.GetTitledFirstName];Ein vorsichtig formulierter Brief wird an [This.GetTitledFirstName] geschickt;;Se envía una carta escrita con esmero a [This.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4022;It has come to my attention that your mind has been clouded by heretic nonsense. This is an affront to [From.Religion.GetRandomGodName]! Return to the true path or face my wrath. Your liege,\n\n[From.GetTitledFirstName];Il m'a été rapporté que votre jugement avait été obscurci par des absurdités hérétiques. C'est un affront envers [From.Religion.GetRandomGodName] ! Revenez sur le droit chemin ou subissez ma colère !\n\nVotre [From.GetLordLady] lige,\n[From.GetTitledFirstName];Mir ist zu Ohren gekommen, dass Eure Seele von ketzerischer Irrlehre verwirrt worden ist. Diese ist eine Beleidigung von [From.Religion.GetRandomGodName]! Kehrt auf den Pfad der reinen Lehre zurück oder Ihr bekommt meinen Zorn zu spüren. Euer Lehnsherr\n\n[From.GetTitledFirstName];;Ha llegado a mi conocimiento que tu mente se ha visto empañada por herejías sin sentido. ¡Esto es una afrenta a [From.Religion.GetRandomGodName]! Regresa al buen camino o deberás enfrentarte a mi ira. Tu señor,\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP_SOA_4023;[This.GetTitledFirstName] receives my answer;[This.GetTitledFirstName] reçoit ma réponse;[This.GetTitledFirstName] bekommt meine Antwort;;[This.GetTitledFirstName] recibe mi respuesta;;;;;;;;;x
EVTTOOLTIP_SOA_4024;[This.GetTitledFirstName] is told of my refusal;[This.GetTitledFirstName] apprend mon refus;[This.GetTitledFirstName] wird über meine Weigerung unterrichtet;;[This.GetTitledFirstName] conoce mi negativa;;;;;;;;;x
EVTDESC_SOA_4023;My dear [GetFromReverseRelation], I assure you that I am a righteous believer. I shall close my ears to the spoutings of the local heretics and pray for their imminent eradication!\n\nYour faithful [GetFromRelation],\n\n[From.GetTitledFirstName];M[Root.GetOnA] ch[Root.GetErEre] [GetFromReverseRelation], \nJe vous assure que ma foi est sincère. Je ne prêterai plus attention aux lubies de ces hérétiques et prierai pour leur éradication imminente !\n\nVotre fidèle [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation], ich versichere Euch, dass ich rechtgläubig bin. Ich werde meine Ohren gegenüber den Sprüchen der falschen Prediger verschließen und für ihre baldige Auslöschung beten!\n\nEuer ergebener [GetFromRelation],\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], te aseguro que soy un creyente recto. ¡Cerraré los oídos a las falacias de los herejes locales y rogaré por su erradicación inminente!\n\nTu fiel [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4024;My dear [GetFromReverseRelation], I have mulled it over carefully but I must follow my heart and mind. The [From.Religion.GetName] faith rings true in a way that the [Root.Religion.GetName] creed does not. I will pray for your salvation.\n\nYour faithful [GetFromRelation],\n\n[From.GetTitledFirstName];M[Root.GetOnA] ch[Root.GetErEre] [GetFromReverseRelation], \nJ'ai longuement réfléchi et je pense devoir suivre ce que me dit mon cœur et mon esprit.\nLa religion [From.Religion.GetName] est une meilleure voie que la religion [Root.Religion.GetName].\nJe prierai pour le salut de votre âme.\n\nVotre fidèle [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation], ich habe die Sache sorgfältig bedacht, doch ich muss meinem Herzen und der Erkenntnis folgen. Der [From.Religion.GetName]e Glaube klingt in einer Weise wahr, die dem [Root.Religion.GetName]en Glauben fehlt. Ich werde für Eure Rettung beten.\n\nEuer ergebener [GetFromRelation]\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], he reflexionado sobre ello con atención, pero debo escuchar al corazón. La fe de [From.Religion.GetName] es más verosímil que el credo de [Root.Religion.GetName]. Rogaré por tu salvación.\n\nTu fiel [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTC_SOA_4024;There will be consequences!;Cela ne sera pas sans conséquences !;Das wird Folgen haben;;¡Esto traerá consecuencias!;;;;;;;;;x
EVTDESC_SOA_4025;My dear [Root.GetFirstName], do not be swayed by the misguided arguments of [Root.Religion.GetName] preachers! Do not feel too bad though - you are not the first to fall prey to their flawed reasoning. Please study my enclosed summary of previous theological debates on the matter and I am sure you will come to your senses. Your friend and liege,\n\n[From.GetTitledFirstName];M[Root.GetOnA] ch[Root.GetErEre] [Root.GetFirstName], ne vous laissez pas influencer par les vils arguments des prédicateurs dévoyés de la religion [Root.Religion.GetName] ! Mais ne culpabilisez pas, d'autres avant vous ont été charmés par leur fausse logique. Vous trouverez ci-joint un condensé des débats théologiques sur cette question, et je ne doute pas que vous retrouverez vos esprits.\n\nVotre ami[From.GetNoneE] et [From.GetLordLady] lige,\n[From.GetTitledFirstName];Mein lieber [Root.GetFirstName], lasst Euch nicht beirren von den fehlgeleiteten Gedanken der Prediger des [Root.Religion.GetName]en Glaubens! Seid darüber aber nicht gar zu betrübt - Ihr seid nicht der Erste, der ihrer Irrlehre erliegt. Studiert bitte meine beigefügte Zusammenfassung früherer theologischer Diskurse über diese Frage und ich bin sicher, dass Ihr wieder zur Vernunft kommen werdet. Euer Freund und Lehnsherr,\n\n[From.GetTitledFirstName];;Mi querido [Root.GetFirstName], no te dejes llevar por los falsos argumentos de los predicadores de [Root.Religion.GetName]! No te sientas mal por ello, no eres el primero en caer víctima de sus razonamientos equivocados. Estudia el resumen de debates teológicos previos sobre este asunto que te adjunto y seguro recobrarás la razón. Tu amigo y señor,\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4026;My dear [GetFromReverseRelation], your penetrating gaze can part even the thickest theological fog. I am utterly convinced by your learned arguments! Rest assured that I will never stray again.\n\nYour grateful [GetFromRelation],\n\n[From.GetTitledFirstName];M[Root.GetOnA] ch[Root.GetErEre] [Root.GetFirstName],\n\nVotre regard perçant peut voir même à travers le brouillard le plus épais. Vos arguments érudits ont achevé de me convaincre ! Ayez la certitude que je ne m'égarerai plus sur de mauvais chemins.\n\nAvec toute ma reconnaissance de [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation], Euer scharfsinniger Blick durchdringt selbst den dichtesten theologischen Nebel! Ich bin vollständig überzeugt von Euren Argumenten! Seid versichert, dass ich nie mehr vom rechten Weg abkommen werde.\n\nEuer dankbarer [GetFromRelation],\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], tu mirada penetrante puede disipar incluso la niebla teológica más espesa. ¡Estoy totalmente convencido por tus doctos argumentos! Ten la seguridad de que nunca voy a extraviarme de nuevo.\n\nTu agradecido [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4031;My [GetFromRelation] [From.GetTitledFirstName] has carefully approached me about [From.GetPossPronoun] [From.Religion.GetName] beliefs, trying to convert me to [From.GetPossPronoun] way of worship!;M[From.GetOnA] [GetFromRelation] [From.GetTitledFirstName] m'a contacté pour parler du dogme [From.Religion.GetName], tentant de me convertir à ses nouveaux rites !;Mein [GetFromRelation] [From.GetTitledFirstName] hat mich vorsichtig auf [From.GetPossPronoun]e [From.Religion.GetName]e Überzeugung angesprochen und versucht mich zu [From.GetPossPronoun]er Religion zu bekehren!;;¡Mi [GetFromRelation] [From.GetTitledFirstName] me ha confesado sus creencias sobre [From.Religion.GetName] y ha intentado convertirme a su forma de culto!;;;;;;;;;x
EVTOPTA_SOA_4031;By [Root.Religion.GetRandomGodName], [From.GetSubjectPronoun] is right!;Par [Root.Religion.GetRandomGodName], [From.GetIlElle] a raison !;Bei [Root.Religion.GetRandomGodName], [From.GetSubjectPronoun] hat recht!;;Por [Root.Religion.GetRandomGodName], ¡tiene razón!;;;;;;;;;x
EVTOPTB_SOA_4031;No, but I won't take action;Nous n'en ferons rien;Nein, doch ich werde nichts unternehmen ... noch nicht!;;No, pero no voy a tomar medidas;;;;;;;;;x
EVTOPTC_SOA_4031;Engage [From.GetObjectPronoun] in theological debate;Une confrontation théologique s'impose;Verwickelt [From.GetObjectPronoun] in eine theologische Debatte;;Involucrar[From.GetObjectPronoun] en un debate teológico;;;;;;;;;x
EVTOPTD_SOA_4031;Guards! Seize the heretic!;Gardes, emparez-vous de cet hérétique !;Wache! Nehmt den Ketzer fest!;;¡Guardias! ¡Capturad al hereje!;;;;;;;;;x
EVTOPTE_SOA_4031;Inform [From.Liege.GetTitledFirstName]...;Informons-en [From.Liege.GetTitledFirstName]...;Benachrichtigt [From.Liege.GetTitledFirstName]...;;Informar a [From.Liege.GetTitledFirstName]...;;;;;;;;;x
EVTDESC_SOA_4032;My dear [GetFromReverseRelation], I was just approached by [FromFrom.GetBestName], who tried to convince me to join [FromFrom.GetObjectPronoun] in [FromFrom.GetPossPronoun] vile heresy! I hope you can convince [FromFrom.GetObjectPronoun] to see sense.\n\nYour faithful [GetFromRelation],\n\n[From.GetTitledFirstName];M[Root.GetOnA] ch[Root.GetErEre] [GetFromReverseRelation], \n[FromFrom.GetBestName] vient à l'instant de tenter de me convaincre d'adopter sa vilaine hérésie !\nJ'espère que vos paroles sauront lui faire comprendre son égarement.\n\nVotre fidèle [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation],ich bin von [FromFrom.GetBestName] angesprochen worden, der mich überreden wollte, mich [FromFrom.GetObjectPronoun] in [FromFrom.GetPossPronoun]er Ketzerei anzuschließen! Ich hoffe, Ihr könnt [FromFrom.GetObjectPronoun] wieder zur Vernunft bringen.\n\nEuer getreuer [GetFromRelation],\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], ¡[FromFrom.GetBestName] acaba de intentar convencerme de que me una a [FromFrom.GetObjectPronoun] en su vil herejía! Espero que puedas convencer[FromFrom.GetObjectPronoun] para que vea con claridad.\n\nTu fiel [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4101;The foul [From.Religion.GetName] heresy is spreading like wildfire in [From.GetName]. As the head of the true [Root.Religion.GetName] faith, I must take action to quell it in the name of [Root.Religion.GetRandomGodName]!;L'infecte hérésie [From.Religion.GetName] se répand comme un feu de paille en [From.GetName]. En tant que chef de la véritable foi, je dois agir au nom [Root.GetHighGodDuDelaDes] !;Die üble [From.Religion.GetName]e Ketzerei breitet sich in [From.GetName] wie ein Flächenbrand aus. Als Oberhaupt des wahren [Root.Religion.GetName]en Glaubens muss ich handeln, um sie im Namen [Root.Religion.GetRandomGodName] auszurotten!!!;;La absurda herejía de [From.Religion.GetName] se está extendiendo como un reguero de pólvora en [From.GetName]. Como cabeza de la verdadera fe [Root.Religion.GetName], ¡debo tomar medidas para acabar con ella en nombre de [Root.Religion.GetRandomGodName]!;;;;;;;;;x
EVTOPTA_SOA_4101;Send in the Inquisition!;Que l'on envoie l'inquisition !;Schickt die Inquisition!;;¡Enviad la Inquisición!;;;;;;;;;x
EVTOPTB_SOA_4101;Send a legate to [From.Holder.TopLiege.GetTitledName];Envoyons un message au [From.Holder.TopLiege.GetTitledName];Schickt [From.Holder.TopLiege.GetTitledName] einen Legaten;;Enviar un legado a [From.Holder.TopLiege.GetTitledName];;;;;;;;;x
EVTOPTC_SOA_4101;Open a dialogue with the heretics;Qu'on ouvre la discussion avec ces hérétiques;Eröffnet einen Dialog mit den Ketzern;;Abrir un diálogo con los herejes;;;;;;;;;x
EVTOPTD_SOA_4101;My hands are tied;J'ai les mains liées...;Meine Hände sind gebunden;;Tengo las manos atadas;;;;;;;;;x
EVTTOOLTIP_SOA_4110;A large group of preachers and armed guards are dispatched;Un important groupe de prêtres et de gardes armés est envoyé;Eine große Gruppe von Predigern mit bewaffneten Begleitern wird losgeschickt;;Se envía un gran grupo de predicadores y guardias armados;;;;;;;;;x
EVTTOOLTIP_SOA_4120;A legate is sent to [This.GetTitledName];Un message est envoyé à [This.GetTitledName];Ein Legat wird zu [This.GetTitledName] geschickt;;Se envía un legado a [This.GetTitledName];;;;;;;;;x
EVTTOOLTIP_SOA_4130;A group of theologians are dispatched;Un groupe de théologiens est envoyé;Ein Gruppe von Theologen wird geschickt;;Se envía un grupo de teólogos;;;;;;;;;x
EVTDESC_SOA_4110;[From.GetTitledFirstName] has sent a large group of priests and armed guards to crush the heretics in [Root.GetName]!;[From.GetTitledFirstName] a envoyé un important groupe de prêtres et de gardes armés afin de mater les hérétiques de [Root.GetName] !;[From.GetTitledFirstName] hat eine große Gruppe von Priestern und bewaffneten Wächtern zur Vernichtung der Ketzer in [Root.GetName] losgeschickt!;;¡[From.GetTitledFirstName] ha enviado un gran grupo de sacerdotes y guardias armados para acabar con los herejes en [Root.GetName]!;;;;;;;;;x
EVTOPTA_SOA_4110;A messy affair...;C'est une sale affaire...;Eine hässliche Angelegenheit...;;Un asunto sucio...;;;;;;;;;x
#EVTDESC_SOA_4111;The inquisitors are returning to [FromFrom.Capital.GetName] after failing to accomplish much in [Root.GetName] - aside from riling up the peasants.;;Die Inquisitoren kehren nach [FromFrom.Capital.GetName] zurück, ohne in [Root.GetName] viel erreicht zu haben - außer die Bauern aufzuwiegeln.;;Los inquisidores vuelven a [FromFrom.Capital.GetName] sin haber conseguido grandes logros en [Root.GetName], aparte de irritar a los campesinos.;;;;;;;;;x
EVTOPTA_SOA_4111;So, now it's my problem;Leur problème devient donc le mien;Also ist es jetzt mein Problem;;Por lo tanto, ahora es problema mío;;;;;;;;;x
EVTDESC_SOA_4112;The Inquisition in [From.GetName] has failed - the heretic sentiments were just too entrenched.;L'inquisition en [From.GetName] a échoué. Les croyances des hérétiques étaient trop profondément enracinées.;Die Inquisition in [From.GetName] ist gescheitert - die ketzerischen Überzeugungen waren zu tief verwurzelt.;;La Inquisición ha fallado en [From.GetName], los sentimientos herejes estaban demasiado arraigados.;;;;;;;;;x
EVTOPTA_SOA_4112;Curse the apostates!;Maudits soient ces apostats !;Verflucht die Abtrünnigen!;;¡Malditos sean los apóstatas!;;;;;;;;;x
#EVTDESC_SOA_4113;After successfully stomping out the heresy in [Root.GetName], the inquisitors are returning to [FromFrom.Capital.GetName].;;Nach der erfolgreichen Ausmerzung der Ketzerei in [Root.GetName] kehren die Inquisitoren nach [FromFrom.Capital.GetName] zurück.;;Después de sofocar la herejía en [Root.GetName], los inquisidores vuelven a [FromFrom.Capital.GetName].;;;;;;;;;x
EVTOPTA_SOA_4113;Well, that is a surprise!;Comme c'est surprenant !;Was für eine schöne Überraschung!;;Bueno, ¡eso es una sorpresa!;;;;;;;;;x
EVTDESC_SOA_4114;The Inquisition in [From.GetName] has succeeded - the local heretics have been effectively suppressed.;L'inquisition en [From.GetName] est une réussite. Les hérétiques locaux ont été efficacement éliminés.;Die Inquisition in [From.GetName] war erfolgreich - die Ketzer wurden wirksam unterdrückt. ;;La Inquisición ha triunfado en [From.GetName], los herejes locales han sido eliminados sin problemas.;;;;;;;;;x
EVTOPTA_SOA_4114;Praise [Root.Religion.GetRandomGodName]!;Gloire à [Root.Religion.GetRandomGodName] ! ;Preist [Root.Religion.GetRandomGodName]!;;¡Alabado sea [Root.Religion.GetRandomGodName]!;;;;;;;;;x
