#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
IS_NOT_LOVER_OF;Is NOT a Lover of §Y$WHO$§!;N'est pas l'amant(e) de §Y$WHO$§!;Ist KEIN Liebhaber von §Y$WHO$§!;;No es un amante de §Y$WHO$§!;;;;;;;;;x
EVTDESC_RoI_3111;Your court guru has come to see you: 'I must speak to you of an important matter, [Root.GetLordLady] [Root.GetFirstName]... We must always seek wisdom and try to walk the righteous path in life. It is not fitting for a noble ruler to be so prone to cruelty.' He bows and looks at you in silence.;Le gourou de votre cour vient vous voir. « Je dois vous entretenir d'un sujet important, M[Root.GetOnA][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain d'être aussi enclin à la cruauté ». Il s'incline et vous dévisage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir müssen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht für einen edlen Herrscher Spaß an Grausamkeiten zu haben." Er verbeugt sich und schaut Euch gelassen an.;; Tu gurú de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabiduría y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble sea tan propenso a la crueldad.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3112;Your court guru has come to see you: 'I must speak to you of an important matter, [Root.GetLordLady] [Root.GetFirstName]... We must always seek wisdom and try to walk the righteous path in life. It is not fitting for a noble ruler to be a duelist and engage in violence for sport.' He bows and looks at you in silence.;Le gourou de votre cour vient vous voir. « Je dois vous entretenir d'un sujet important, M[Root.GetOnA][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain d'être un duelliste et de devenir violent pour se divertir ». Il s'incline et vous dévisage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir müssen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht für einen edlen Herrscher ein Duellant zu sein." Er verbeugt sich und schaut Euch gelassen an.;; Tu gurú de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabiduría y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble sea un duelista y participe en la violencia por deporte.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3113;Your court guru has come to see you: 'I must speak to you of an important matter, [Root.GetLordLady] [Root.GetFirstName]... We must always seek wisdom and try to walk the righteous path in life. It is not fitting for a noble ruler to hunt innocent animals for sport.' He bows and looks at you in silence.;Le gourou de votre cour vient vous voir. « Je dois vous entretenir d'un sujet important, M[Root.GetOnA][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain de chasser des animaux innocents pour se divertir ». Il s'incline et vous dévisage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir müssen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht für einen edlen Herrscher unschuldige Tiere aus Spaß zu jagen." Er verbeugt sich und schaut Euch gelassen an.;; Tu gurú de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabiduría y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble cace animales inocentes por deporte.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3114;Your court guru has come to see you: 'I must speak to you of an important matter, [Root.GetLordLady] [Root.GetFirstName]... We must always seek wisdom and try to walk the righteous path in life. It is not fitting for a noble ruler to show so little trust in those around [Root.GetHerHim].' He bows and looks at you in silence.;Le gourou de votre Cour vient vous voir. « Je dois vous entretenir d'un sujet important, M[Root.GetOnA][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain de montrer si peu de confiance envers ceux qui l'entourent ». Il s'incline et vous dévisage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir müssen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht für einen edlen Herrscher so wenig Vertrauen in die Mitmenschen zu haben." Er verbeugt sich und schaut Euch gelassen an.;; Tu gurú de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabiduría y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble muestre tan poca confianza en los que le rodean a [Root.GetHerHim].' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_410;Priests from a local Hindu temple have approached you, asking for donations. They need to expand the temple with a new building in order to accomodate the growing number of worshipers.;Des prêtres d'un temple hindou local vous approchent afin de solliciter un don. Ils en ont besoin pour ajouter un nouveau bâtiment au temple afin d'accueillir le nombre croissant de fidèles.;Die Priester eines Hindu-Tempels vor Ort nähern sich Euch und bitten um Spenden. Sie müssen den Tempel um ein neues Gebäude erweitern, um die wachsende Zahl der Gläubigen zu beherbergen.;; Sacerdotes de un templo hindú local se te han acercado pidiendo donaciones. Necesitan ampliar el templo con un nuevo edificio para acomodar el creciente número de fieles.;;;;;;;;;x
EVTOPTA_RoI_410;I will help you. Make sure you put in a large Shiva statue.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Shiva.;Ich helfe Euch. Achtet darauf, eine große Shiva-Statue darin aufzustellen.;; Le ayudaré. Asegúrese de poner allí una gran estatua de Shiva.;;;;;;;;;x
EVTOPTB_RoI_410;I will help you. Make sure you put in a large Vishnu statue.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Vishnou.;Ich helfe Euch. Achtet darauf, eine große Vishnu-Statue darin aufzustellen.;; Le ayudaré. Asegúrese de poner allí una gran estatua de Vishnu.;;;;;;;;;x
EVTOPTC_RoI_410;I will help you. Make sure you put in a large Brahma statue.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Brahma.;Ich helfe Euch. Achtet darauf, eine große Brahma-Statue darin aufzustellen.;; Le ayudaré. Asegúrese de poner allí una gran estatua de Brahma.;;;;;;;;;x
EVTOPTD_RoI_410;I will help you. Make sure you put in a large Kali statue.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Kali.;Ich helfe Euch. Achtet darauf, eine große Kali-Statue darin aufzustellen.;; Le ayudaré. Asegúrese de poner allí una gran estatua de Kali.;;;;;;;;;x
EVTOPTE_RoI_410;I will help you. Make sure you put in a large Ganesha statue.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Ganesh.;Ich helfe Euch. Achtet darauf, eine große Ganesha-Statue darin aufzustellen.;; Le ayudaré. Asegúrese de poner allí una gran estatua de Ganesha.;;;;;;;;;x
EVTOPTF_RoI_410;I will help you. Make sure you put in a large Ganga statue.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Ganga.;Ich helfe Euch. Achtet darauf, eine große Ganga-Statue darin aufzustellen.;; Le ayudaré. Asegúrese de poner allí una gran estatua de Ganga.;;;;;;;;;x
EVTOPTG_RoI_410;I will help you with a small donation.;Je vous apporterai une petite contribution.;Ich helfe euch mit einer kleinen Spende.;; Le ayudaré con una pequeña donación.;;;;;;;;;x
EVTOPTH_RoI_410;I'm sorry, I don't have the funds.;Je n'ai malheureusement rien à vous donner.;Leider habe ich kein Geld.;; Lo siento, no tengo fondos.;;;;;;;;;x
EVTDESC_RoI_411;Monks from a local monastery have approached you, asking for donations. They need to accomodate the rising number of worshipers and still have enough provisions to maintain their other work and studies.;Des moines d'un monastère local vous approchent afin de solliciter un don. Ils doivent accueillir le nombre croissant de fidèles tout en conservant assez de provisions pour subvenir à leurs autres œuvres et à leurs études.;Mönche eines Klosters vor Ort nähern sich Euch und bitten um Spenden. Sie müssen die wachsende Zahl der Gläubigen unterbringen und benötigen darüber hinaus noch ausreichend Mittel, um ihre anderen Tätigkeiten und Studien fortzuführen.;; Monjes de un monasterio local se te han acercado pidiendo donaciones. Necesitan acomodar el creciente número de fieles y tener suficientes provisiones para mantener sus otros trabajos y estudios.;;;;;;;;;x
EVTOPTA_RoI_411;Give them gold.;Donnons-leur de l'or.;Gib ihnen Gold.;; Darles oro.;;;;;;;;;x
EVTOPTB_RoI_411;Give them food.;Donnons-leur de la nourriture.;Gib ihnen Lebensmittel.;; Darles comida.;;;;;;;;;x
EVTOPTC_RoI_411;This is none of my concern.;Ce n'est pas mon problème.;Das geht mich nichts an.;; Esto no es de mi incumbencia.;;;;;;;;;x
EVTDESC_RoI_412;There have been increasing complaints from merchants in the nearby town lately. It seems a number of naked Jain ascetics have taken to sit and preach in the main square. The merchants say they understand the need to respect other religions, but the naked ascetics are driving away customers and upsetting people's sensitivities.;Vous avez remarqué un nombre croissant de plaintes de la part des commerçants de la ville voisine ces derniers temps. Il semble que plusieurs ascètes jaïns nus aient décidé de s'installer sur la place du marché pour prêcher. Les commerçants disent comprendre la nécessité de respecter les autres religions, mais les ascètes nus font fuir les clients et heurtent la sensibilité des gens.;Seit kurzem werden die Klagen der Händler der nahegelegenen Stadt immer lauter. Es scheint, dass mehrere unbekleidete jainistische Asketen ständig auf dem Stadtplatz herumsitzen und predigen. Die Händler sagen, dass sie andere Religionen durchaus achten, aber die nackten Asketen vertreiben Kunden und erschüttern die Gefühle anderer.;; últimamente han aumentado las quejas de los comerciantes de la ciudad cercana. Parece que un número de ascetas jainistas desnudos han tomado la plaza principal para sentarse y predicar. Los comerciantes dicen que entienden la necesidad de respetar a las otras religiones, pero los ascetas desnudos están ahuyentando a los clientes e hiriendo la sensibilidad de las personas.;;;;;;;;;x
EVTOPTA_RoI_412;Why do you bother me with this petty nonsense?;Je ne comprends pas pourquoi vous venez m'ennuyer avec cela;Weshalb belästigt ihr mich mit diesem belanglosen Unsinn?;; ÀPor qué me molestas con esta tontería insignificante?;;;;;;;;;x
EVTOPTB_RoI_412;We will ask the ascetics to move to a less prominent location.;Nous demanderons aux ascètes de se trouver un endroit moins fréquenté.;Wir werden die Asketen bitten, an einen weniger zentralen Ort umzuziehen.;; Pediremos a los ascetas que se trasladen a un lugar menos prominente.;;;;;;;;;x
EVTOPTC_RoI_412;My soldiers will throw these heathens out town!;Mes soldats iront expulser ces païens !;Meine Soldaten werden diese Heiden aus der Stadt jagen!;;Mis soldados echarán a estos paganos fuera de la ciudad!;;;;;;;;;x
merchants_unhappy;The merchants are unhappy;Les commerçants sont mécontents;Die Händler sind unzufrieden.;; Los comerciantes no están contentos.;;;;;;;;;x
realm_jains_upset;Jains in your realm are upset.;Les jaïns qui vivent dans votre pays sont en colère.;Die Jainisten in Eurem Reich sind unzufrieden.;; Los jainistas de tu reino están molestos.;;;;;;;;;x
gambler;Gambler;Joueur;Spieler;; Jugador;;;;;;;;;x
opinion_sacrilege;Sacrilegious Acts;Actes sacrilèges;Frevlerische Taten;; Actos sacrílegos;;;;;;;;;x
sacrilege_tooltip;This sacrilege will be widely known.;Tout le monde sera informé de ce sacrilège.;Dieser Frevel wird weithin bekannt werden.;; Este sacrilegio será ampliamente conocido.;;;;;;;;;x
EVTDESC_RoI_163;A priest from the local temple has arrived, asking speak with you: 'My [Root.GetLordLady], the holy elephants at the temple are all sick. However, we have learned that there is a healer in a neighboring province who is famous for healing ailing elephants. He is, however, most expensive...';Un prêtre du temple local vient vous parler : « M[Root.GetOnA][Root.GetLordLady], les éléphants sacrés du temple sont tous malades. Nous avons cependant appris l'existence d'un guérisseur qui vit dans une province voisine et dont les remèdes sont réputés pour soigner les éléphants souffrants. Il est cependant plus cher... ».;Ein Priester aus dem Tempel vor Ort trifft ein und bittet um eine Audienz: "Oh [Root.GetLordLady], die heiligen Elefanten im Tempel sind alle krank. Wir haben jedoch in Erfahrung gebracht, dass es in der Nachbarprovinz einen Heiler gibt, der dafür bekannt ist kranke Elefanten zu heilen. Er ist jedoch am teuersten...;; Un sacerdote del templo local ha llegado, pidiendo hablar contigo: 'Mi [Root.GetLordLady], los elefantes sagrados del templo están todos enfermos. Sin embargo, hemos sabido que hay un sanador en una provincia vecina, que es famoso por la curación de elefantes enfermos. Él es, sin embargo, el más caro... ';;;;;;;;;x
EVTOPTA_RoI_163;How unfortunate for you.;C'est bien triste pour vous.;Wie bedauerlich für euch.;; Qué desgracia para ti,.;;;;;;;;;x
EVTOPTB_RoI_163;I shall pay for it.;Je paierai à votre place.;Ich werde dafür aufkommen.;; Lo pagaré.;;;;;;;;;x
EVTDESC_RoI_164;My [Root.GetLordLady], messengers have arrived from the great [From.GetFullName]. It seems [From.GetSheHe] has decided to honor you with the grandest of all gifts, a white elephant!;M[Root.GetOnA][Root.GetLordLady], des messagers envoyés par [From.GetLeLa] grand[From.GetNoneE] [From.GetFullName] sont arrivés. Il semble qu'[From.GetIlElle] ait décidé de vous faire l'honneur du plus merveilleux des cadeaux, un éléphant blanc !;Oh [Root.GetLordLady], Boten des großen [From.GetFullName] sind eingetroffen. Es scheint, dass [From.GetSheHe] Euch mit dem Größten aller Geschenke ehren möchte, einem weißen Elefanten!;; Mi [Root.GetLordLady], han llegado mensajeros de la gran [From.GetFullName]. Parece que [From.GetSheHe] ha decidido honrarlo con el más grande de todos los obsequios,áun elefante blanco!;;;;;;;;;x
EVTOPTA_RoI_164;I will accept this gracious gift.;J'accepterai ce généreux cadeau.;Ich nehme dieses gnädige Geschenk an.;; Aceptaré este gentil regalo;;;;;;;;;x
EVTOPTB_RoI_164;I will not accept it.;Je ne peux pas l'accepter.;Ich nehme es nicht an.;; No lo aceptaré.;;;;;;;;;x
EVTDESC_RoI_165;You will need to build a proper stable for your white elephant. It is a unique and holy animal and must have an abode fitting its status.;Vous devez construire une écurie appropriée pour votre éléphant blanc. C'est un animal unique et sacré, et sa demeure doit faire honneur à son statut.;Ihr braucht einen angemessenen Stall für Euren weißen Elefanten. Er ist ein einzigartiges und heiliges Tier und benötigt daher eine seinem Status angemessene Wohnstätte.;; Necesitarás construir un establo adecuado para tu elefante blanco. Es un animal único y santo, y debe tener una morada que se ajuste a su estatus.;;;;;;;;;x
EVTOPTA_RoI_165;I shall build it a house of fine woods and gold.;Je construirai une demeure de bois précieux et d'or.;Ich werde ihm ein Haus aus Edelholz und Gold errichten lassen.;; Construiré una casa de madera fina y oro.;;;;;;;;;x
EVTOPTB_RoI_165;A normal elephant pen will do.;Une écurie classique fera l'affaire.;Ein herkömmlicher Elefantenstall reicht aus.;; Haré una jaula de elefante normal.;;;;;;;;;x
EVTDESC_RoI_166;My [Root.GetLordLady], the guards keeping watch over your white elephant report that they have caught some trespassers. It seems they are members of a rather strange local Ganesha cult, and they have been stealing the white elephant's dung for worship.;M[Root.GetOnA][Root.GetLordLady], les gardes qui protègent votre éléphant blanc ont signalé avoir capturé des intrus. Il semble que ce soient des membres d'un étrange culte local voué à Ganesh. Ils ont volé la bouse de l'éléphant blanc pour leurs rites.;Oh [Root.GetLordLady], die Wachposten, die euren weißen Elefanten beschützen, haben berichtet, dass sie ein paar Eindringlinge ertappt haben. Es scheint, als handele es sich dabei um recht merkwürdige Mitglieder eines örtlichen Ganeshakults, die den Dung weißer Elefanten anbeten.;; Mi [Root.GetLordLady], los guardias que vigilan su elefante blanco informan de que han capturado a algunos intrusos. Parece que son miembros de un extraño culto local a Ganesha, y han estado robando el estiércol del elefante blanco para el culto.;;;;;;;;;x
EVTOPTA_RoI_166;Kill the blasphemers!;Tuez ces blasphémateurs !;Tötet die Frevler!;;Mata a los blasfemos!;;;;;;;;;x
EVTOPTB_RoI_166;No harm done, give them the droppings as a gift.;Ils n'ont rien fait de mal, donnez-leur la bouse en cadeau.;Es wurde ja kein Schaden angerichtet, gebt ihnen den Dung als Geschenk.;; No hay problema, dales los excrementos como un regalo;;;;;;;;;x
EVTOPTC_RoI_166;Let them work in the stables. We will pay them with dung.;Ils pourraient travailler à l'écurie... Nous les paierons en bouse.;Lasst sie im Stall arbeiten. Wir werden sie mit Dung bezahlen.;; Házles trabajar en los establos. Les pagaremos con estiércol.;;;;;;;;;x
EVTDESC_RoI_167;Your white elephant has still not gotten used to its new housing, and it seems restless and bored. Last night it got worse, it started kicking around and going on a rampage, almost tearing the whole place apart.;Votre éléphant blanc ne s'est toujours pas habitué à sa nouvelle maison. Il semble agité et morose. Les choses ont empiré la nuit dernière : il a commencé à donner des coups et à tout saccager, le bâtiment a failli s'effondrer.;Euer weißer Elefant hat sich noch nicht an seine neue Wohnstätte gewöhnt. Er ist ruhelos und gelangweilt. Letzte Nacht verschlimmerte sich sein Zustand, er fing an zu treten und zu toben und hätte beinahe den ganzen Stall zerlegt.;; Tu elefante blanco aún no se ha acostumbrado a su nueva vivienda, parece inquieto y aburrido. Anoche se puso peor, comenzó a dar patadas a su alrededor y a desmadrarse, destrozando casi todo el lugar.;;;;;;;;;x
EVTOPTA_RoI_167;Just repair it.;Faites les réparations nécessaires.;Repariert den Stall einfach.;; Simplemente repáralo.;;;;;;;;;x
EVTOPTB_RoI_167;I've had enough, return this cursed gift.;J'en ai vu assez, restituez ce cadeau maudit.;Mir reicht es, bringt dieses verfluchte Geschenk zurück.;; Ya he tenido suficiente, devuelve este maldito regalo.;;;;;;;;;x
EVTOPTC_RoI_167;Sell the damned thing.;Vendez cette sale bête.;Verkauft das verdammte Ding.;; Vende la maldita cosa.;;;;;;;;;x
EVTOPTD_RoI_167;This stupid animal needs to die - now.;Ce stupide animal doit être mis à mort. Tout de suite !;Dieses dumme Tier muss sterben - und zwar sofort.;; Este estúpido animal necesita morir - ahora.;;;;;;;;;x
EVTDESC_RoI_168;My [Root.GetLordLady], there is a problem with your white elephant. Yesterday, it broke out from its stable and ran out into to the nearby fields. Once there, it immediately attempted to mate with several elephants - this desire may actually have been the reason for its escape.;M[Root.GetOnA][Root.GetLordLady], nous avons un problème concernant votre éléphant blanc. Hier, il s'est enfui de son étable et a piétiné les champs alentour. Il a tenté de s'accoupler avec plusieurs éléphantes. Il est possible que ce désir ait été la raison de son escapade.;Oh [Root.GetLordLady], es gibt Schwierigkeiten mit Eurem weißen Elefanten. Gestern ist er aus seinem Stall ausgebrochen und lief in die nahegelegenen Felder. Dort angekommen, versuchte er sich sofort mit mehreren Elefanten zu paaren - solch Begierde war wohl der Grund für seine Flucht.;; Mi [Root.GetLordLady], hay un problema con su elefante blanco. Ayer se escapó de su establo y corrió hacia los campos cercanos. Una vez allí, inmediatamente trató de aparearse con varios elefantes - este deseo en realidad puede haber sido la razón de su huida.;;;;;;;;;x
EVTOPTA_RoI_168;From now on, make sure it gets weekly 'exercise'.;À compter d'aujourd'hui, il pourra « s'exercer » toutes les semaines.;Von nun an achtet darauf, dass der Elefant jede Woche Gelegenheit zu ‚Leibesübungen‘ erhält.;;" De ahora en adelante, asegúrate de que haga ""ejercicio"" semanal";;;;;;;;;x
EVTOPTB_RoI_168;I've had enough, return the lecherous beast.;J'en ai vu assez, restituez cette sale bête.;Mir reicht es, ich gebe diese lüsterne Bestie zurück.;; Ya he tenido bastante, devuelve a la bestia lasciva;;;;;;;;;x
EVTOPTC_RoI_168;Hmm, maybe we could sell it for breeding.;Je pourrais peut-être le vendre comme reproducteur.;Hmm, vielleicht können wir ihn als Zuchtbullen verkaufen.;; Hmm, tal vez podríamos venderlo para la reproducción.;;;;;;;;;x
EVTOPTD_RoI_168;Kill this elephant. Now.;Tuez-moi cet éléphant. Tout de suite.;Tötet diesen Elefanten. Sofort.;; Mata a este elefante. Ahora.;;;;;;;;;x
EVTDESC_RoI_169;If you truly wish to kill the White Elephant, you must decide how to proceed, my [Root.GetLordLady]. Whichever method we employ, we should try to make it look like an accident so as to avoid insulting the person who gave it to us.;Si vous désirez vraiment tuer cet éléphant blanc, M[Root.GetOnA][Root.GetLordLady], vous devez décider comment procéder. Quelle que soit la méthode employée, nous devons tenter de faire passer sa mort pour un accident afin d'éviter que la personne qui vous en a fait cadeau se sente insultée.;Falls Ihr wirklich den Weißen Elefanten töten wollt, müsst ihr entscheiden, wie dies umgesetzt werden soll, oh [Root.GetLordLady]. Egal welche Methode wir benutzen, wir sollten es nach einem Unfall aussehen lassen, um die Person, die uns das Tier schenkte nicht zu beleidigen.;; Si realmente desea matar al elefante blanco, debe decidir cómo proceder, mi [Root.GetLordLady]. Sea cual que sea el método que empleemos, debemos tratar de hacer que parezca un accidente para evitar insultar a la persona que nos lo dio.;;;;;;;;;x
EVTOPTA_RoI_169;Poison it.;Empoisonnez-le.;Vergiftet ihn.;; Envenénalo.;;;;;;;;;x
EVTOPTB_RoI_169;Let's just starve it to death.;Laissez-le mourir de faim.;Lassen wir ihn einfach verhungern.;; Dejemos que muera de hambre.;;;;;;;;;x
EVTOPTC_RoI_169;Push it over a cliff.;Poussez-le du haut d'une falaise.;Werft ihn von einer Klippe.;; Empújalo por un acantilado.;;;;;;;;;x
EVTOPTD_RoI_169;I don't care who's insulted. Send in the soldiers with lances.;Ce qu'on peut en penser ne m'importe pas. Les soldats lui règleront son compte à coup de lance.;Es ist mir egal, ob jemand beleidigt ist. Schickt Soldaten mit Lanzen los.;; No me importa quién sea insultado. Envía a los soldados con lanzas.;;;;;;;;;x
EVTDESC_RoI_170;The caretakers poison the white elephant's drinking water. The elephant soon starts to wail in pain and becomes quite sick. It is a slow poison, and it takes several days for the beast to expire. Everyone is very concerned and very sad at this sudden 'illness'. No one suspects that you had the elephant poisoned.;Les palefreniers empoisonnent l'eau de l'abreuvoir. L'éléphant gémit bientôt de douleur et tombe très malade. C'est un poison lent et la bête met plusieurs jours à mourir. Tous sont très inquiets et très attristés par cette 'maladie' soudaine. Personne ne soupçonne que vous avez empoisonné l'éléphant.;Die Pfleger vergiften das Trinkwasser des weißen Elefanten. Der Elefant fängt bald an, vor Schmerz zu jammern und erkrankt schwer. Es handelt sich um ein langsam wirkendes Gift und es dauert mehrere Tage, bis das Tier verendet. Jeder ist äußerst besorgt und traurig ob dieser "plötzlichen" Erkrankung. Niemand nimmt an Ihr hättet den Elefanten vergiftet.;;" Los cuidadores envenenan el agua de beber del elefante blanco. El elefante pronto comienza a gemir de dolor y se pone muy enfermo. Es un veneno lento, la bestia tardará varios días en morir. Todo el mundo está muy preocupado y muy triste por esta repentina ""enfermedad"". Nadie sospecha que has envenenado al elefante.";;;;;;;;;x
EVTOPTA_RoI_170;Excellent.;Excellent.;Hervorragend.;; Excelente.;;;;;;;;;x
EVTDESC_RoI_171;The caretakers poison the white elephant's drinking water. The elephant soon starts to wail in pain and becomes quite sick, vomiting blood and dying within minutes. Most people think it very strange that such a healthy animal suddenly died so quickly. Rumor quickly spreads that you had it poisoned.;Les palefreniers empoisonnent l'eau de l'abreuvoir. L'éléphant gémit bientôt de douleur et tombe très malade. Il vomit du sang et meurt en quelques minutes. Beaucoup trouvent très étrange qu'un éléphant en aussi bonne santé meure si soudainement. Rapidement la rumeur que c'est vous qui avez empoisonné l'éléphant se répand.;Die Pfleger vergiften das Trinkwasser des weißen Elefanten. Der Elefant fängt bald an, vor Schmerz zu jammern und erkrankt schwer, wobei er Blut erbricht und innerhalb weniger Minuten stirbt. Die meisten Menschen wundern sich sehr, dass ein gesundes Tier so schnell und plötzlich stirbt. Gerüchte machen schnell die Runde Ihr hättet es vergiftet.;; Los cuidadores envenenan el agua de beber del elefante blanco. El elefante pronto comienza a gemir de dolor y se pone muy enfermo, vomitando  sangre y muriendo en cuestión de minutos. La mayoría de la gente piensa que es muy extraño que un animal tan saludable se muera de repente. Los rumores de que lo has envenenado se propagan rápidamente.;;;;;;;;;x
EVTOPTA_RoI_171;Unfortunate.;C'est malheureux.;Bedauerlich.;; Desgraciado;;;;;;;;;x
EVTDESC_RoI_172;You instruct the caretakers to stop feeding the elephant. The animal gets progressively weaker and weaker until one morning it is found dead. You have your servants and medics complain loudly about the animal having been sick and refusing to eat. Everyone is sad, but no one suspects foul play.;Vous demandez aux palefreniers de ne plus nourrir l'éléphant. L'animal faiblit progressivement et un beau matin, on le retrouve mort. Vous demandez à vos serviteurs et à vos physiciens de parler avec ostentation du fait que l'animal était malade et refusait de manger. Tout le monde est triste, mais personne suspecte quelque chose d'irrégulier.;Ihr weist die Pfleger an, den Elefanten nicht mehr zu füttern. Das Tier wird immer schwächer, bis es eines Morgens tot aufgefunden wird. Ihr befehlt euren Dienern und Ärzten, lautstark darüber zu klagen, dass das Tier krank gewesen sei und die Nahrung verweigerte. Jederman ist traurig, doch niemand vermutet übles Spiel dahinter.;; Instruyes a los cuidadores para que dejen de alimentar al elefante. El animal se hace cada vez más débil hasta que una mañana es encontrado muerto. Tienes a tus siervos y médicos quejándose en voz alta de que el animal se puso enfermo y se negaba a comer. Todo el mundo está triste, pero nadie sospecha del juego sucio.;;;;;;;;;x
EVTOPTA_RoI_172;Excellent.;Excellent.;Hervorragend.;; Excelente.;;;;;;;;;x
EVTDESC_RoI_173;You instruct the caretakers to stop feeding the elephant. The animal gets progressively weaker and weaker until one morning it is found dead. Word gets out, however, that your servants had stopped delivering food to the stable and soon it is common knowledge that you starved the elephant to death.;Vous demandez aux palefreniers de ne plus nourrir l'éléphant. L'animal faiblit progressivement et un beau matin, on le retrouve mort. Cependant, le bruit se répand : vos serviteurs auraient arrêté de nourrir l'éléphant. Bientôt, tout le monde sait que vous avez mené l'épéphant à la mort.;Ihr weist die Pfleger an, den Elefanten nicht mehr zu füttern. Das Tier wird immer schwächer, bis es eines Morgens tot aufgefunden wird. Es wird jedoch bekannt, dass Eure Diener keine Nahrung mehr zum Stall gebracht haben und bald wissen alle, dass Ihr den Elefanten verhungern habt lassen.;; Instruyes a los cuidadores para que dejen de alimentar al elefante. El animal se hace cada vez más débil hasta que una mañana es encontrado muerto. Sin embargo, corre la voz de que tus sirvientes habían dejado de llevar comida al establo y pronto se sabe que dejaste morir de hambre al elefante.;;;;;;;;;x
EVTOPTA_RoI_173;Unfortunate.;C'est malheureux.;Bedauerlich.;; Desgraciado. ;;;;;;;;;x
EVTDESC_RoI_174;You arrange to bring the white elephant on an official procession very near some high cliffs. At the right moment, the guards prod the elephant with spears and drive it over the cliff, and it falls to its death. You swiftly have the guards spread the news of the terrible accident. Everyone is shocked, but no one suspects your involvement.;Vous faites en sorte que l'éléphant participe à une procession officielle qui passe près d'une haute falaise. Au moment opportun, les gardes piquent l'éléphant de leurs lances et le font chuter de la falaise. Il trouve la mort dans la chute. Vous demandez aux gardes de répandre la nouvelle du terrible accident. Tout le monde est choqué, mais personne soupçonne votre participation.;Ihr lasst den weißen Elefanten im Rahmen einer offiziellen Prozession ganz in die Nähe einiger hoher Klippen bringen. Im richtigen Moment stoßen die Wächter mit ihren Speeren zu, treiben den Elefanten über die Klippe und er stürzt zu Tode. Ihr befehlt den Wachen schleunigst die Nachricht vom fürchterlichen Unfall zu verbreiten. Alle sind schockiert, doch niemand vermutet Euch dahinter.;; Lo gestionas para llevar al elefante blanco en una procesión oficial muy cerca de algunos acantilados altos. En el momento adecuado, los guardias pinchan al elefante con lanzas y lo conducen hacia el acantilado, y cae a su muerte. Rápidamente tienes a los guardias difundiendo la noticia del terrible accidente. Todo el mundo se sorprende, pero nadie sospecha de tu participación.;;;;;;;;;x
EVTOPTA_RoI_174;Excellent.;Excellent.;Hervorragend.;; Excelente;;;;;;;;;x
