#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ADD_AMBITION_EFFECT;$CHAR$ gains the ambition §Y$OBJECTIVE$§!\n;$CHAR$ acquiert l'ambition : §Y$OBJECTIVE$§!\n;$CHAR$ erhält die Ambition §Y$OBJECTIVE$§!\n;;$CHAR$ gana la ambición §Y$OBJECTIVE$§!\n;;;;;;;;;x
MIN_RETINUE;Minimum Retinue for all landed characters: $MIN_RET$;Escorte minimale pour tous les personnages terriens : $MIN_RET$;Minimales Gefolge für alle Landbesitzenden Charaktere: $MIN_RET$;;Séquito mínimo para todos los personajes terrestres: $MIN_RET$;;;;;;;;;;;x
BUY_RETINUE;Create a §Y$NAME$§! retinue, this will start out almost empty but reinforce up to the specified size.;Créer une escorte de type '§Y$NAME$§!'. Au départ, elle ne comportera que quelques hommes mais se renforcera jusqu'à la taille spécifiée.;Erstellt ein §Y$NAME$§!-Gefolge, anfangs wird dies zwar fast leer sein, doch dann bis zu einer bestimmten Größe verstärkt.;;Crea un séquito §Y$NAME$§!, que comenzará casi vacío pero se reforzará hasta el tamaño especificado.;;;;;;;;;;;x
RETTYPE_INF1;Shock;Choc;Schock;;Choque;;;;;;;;;;;x
RETTYPE_INF2;Defence;Défense;Verteidigung;;Defensa;;;;;;;;;;;x
RETTYPE_CAV1;Cavalry;Cavalerie;Kavallerie;;Caballería;;;;;;;;;;;x
RETTYPE_SKIR1;Skirmish;Escarmouche;Gefecht;;Escaramuza;;;;;;;;;;;x
LEVY_UPKEEP;Levy Upkeep;Frais militaire;Aufgebotsunterhalt;;Mantenimiento de leva;;;;;;;;;;;x
RETINUE_UPKEEP;Retinue Upkeep;Frais d'escorte;Gefolgeunterhalt;;Mantenimiento del séquito;;;;;;;;;;;x
LIEGE_LEVY_OF;Liege Levy of $VASSAL$;Armée de $VASSAL$;Lehnsherrenaufgebot von $VASSAL$;;Leva señorial de $VASSAL$;;;;;;;;;;;x
LIEGE_LEVY_DESC_COULD_SUPPLY;§Y$VASSAL$§! could provide at most §Y$NUM$§! $TYPE$\n;§Y$VASSAL$§! peut fournir au maximum §Y$NUM$§! $TYPE$\n;§Y$VASSAL$§! Kann höchstens §Y$NUM$§! $TYPE$ bereitstellen\n;;§Y$VASSAL$§! podrían proporcionar como máximo §Y$NUM$§! $TYPE$\n;;;;;;;;;;;x
LIEGE_LEVY_DESC_LIEGE_TOTAL;Of this you are able to raise $PERC$ ( §Y$NUM$§! ) due to:\n;Sur le nombre total de troupes, vous pouvez en lever $PERC$ ( §Y$NUM$§! ) en raison de : \n;Davon könnt Ihr $PERC$ ( §Y$NUM$§! ) ausheben, aufgrund von:\n;;De los cuales puedes reclutar $PERC$ ( §Y$NUM$§! ) gracias a:\n;;;;;;;;;;;x
LIEGE_LEVY_DESC_TAXLIEGE;   $VASSAL$ being loyal to $TAX_LIEGE$: $VALUE$;  $VASSAL$ étant fidèle à son $TAX_LIEGE$ : $VALUE$;$VASSAL$ ist loyal zu $TAX_LIEGE$: $VALUE$;;   $VASSAL$ leales a $TAX_LIEGE$: $VALUE$;;;;;;;;;;;x
#LIEGE_LEVY_DESC_OP;   Opinion: $VALUE$\n;;Meinung: $VALUE$\n;;   Opinión: $VALUE$\n;;;;;;;;;;;x
#LIEGE_LEVY_DESC_LAWS;      Laws: $VALUE$;;Gesetze: $VALUE$;;      Leyes: $VALUE$;;;;;;;;;;;x
LIEGE_LEVY_DESC_CROWN;   Crown Law setting the minimum to: $VALUE$;  La loi de la Couronne fixe le minimum à $VALUE$;Krongesetz setzt das Minimum auf: $VALUE$;;   Ley de la Corona estableciendo el mínimo a: $VALUE$;;;;;;;;;;;x
LIEGE_LEVY_DESC_DEPLETION;Currently only §Y$NUM$§! $TYPE$ can be raised due to the levy being depleted;Actuellement, il n'est possible de recruter que §Y$NUM$§! $TYPE$ en raison de la diminution de l'armée.;Derzeit können nur §Y$NUM$§! $TYPE$ ausgehoben werden, weil das Aufgebot in Mitleidenschaft gezogen wurde;;Actualmente solo pueden reclutarse §Y$NUM$§! $TYPE$ debido a que la leva está agotada;;;;;;;;;;;x
TROOPS;Troops;troupes;Truppen;;Tropas;;;;;;;;;;;x
LIEGE_COSTS;Liege Levy Maintenance: §Y$LEVY$§!\nLiege Tax: §Y$TAX$§!;Maintien des troupes levées pour le seigneur lige : §Y$LEVY$§!\nImpôt féodal : §Y$TAX$§! ;Lehnsherren-Aufgebot-Unterhalt: §Y$LEVY$§!\nLehnsherren-Steuer: §Y$TAX$§!;;Mantenimiento de la leva señorial: §Y$LEVY$§!\nTasa señorial: §Y$TAX$§!;;;;;;;;;;;x
LIEGE_EXPENSE;Liege;Seigneur;Lehnsherr;;Señor;;;;;;;;;;;x
CONFIRM_DISBAND_NO_RET;\nNo Retinues will be disbanded.;\nAucune escorte ne sera dissoute.;\nEs wird kein Gefolge aufgelöst.;;\nNo se disolverá ningún séquito.;;;;;;;;;;;x
CONFIRM_DISBAND_RET;\n§RAll Retinue troops will be disbanded!§!;\nToutes les troupes d'escorte seront retirées.;\n§RAlle Gefolge-Truppen werden aufgelöst!§!;;\nTodas las tropas de los séquitos se retirarán.;;;;;;;;;;;x
obj_improve_martial_title;Improve Martial Ability;Améliorer la compétence martiale;Kampffähigkeit verbessern;;Mejorar habilidad marcial;;;;;;;;;x
obj_improve_martial_desc;[This.GetTitledFirstName] wants to improve [This.GetHerHis] Martial ability, since it is poor (lower than §Y8§!).;[This.GetTitledFirstName] souhaite améliorer ses aptitudes martiales trop médiocres (valeur inférieure à §R8§!)..;[This.GetTitledFirstName] möchte [This.GetHerHis]e Kampffähigkeit verbessern, denn ihr Wert ist niedriger als 8.;;[This.GetTitledFirstName] quiere mejorar su habilidad marcial, dado que su valor es inferior a 8.;;;;;;;;;x
improve_martial_quit;You look for some other way to improve your martial ability.;Vous cherchez d'autres moyens d'améliorer votre aptitude militaire.;Ihr sucht nach einem anderen Weg, Eure Kampffähigkeit zu verbessern.;;Buscas otra manera de mejorar tu habilidad marcial.;;;;;;;;;x
EVTDESC94000;The art of leading men into battle has always fascinated you. To study this critical science, you have ordered the construction of a miniature army in wood. Dear [Root.Spouse.GetFirstName] scoffs at you for playing with "toys," but truly, what do womenfolk know of war?;L'art de mener les hommes au combat vous a toujours fasciné. Pour étudier cette science pointue, vous avez ordonné la construction d'une armée miniature en bois. Votre ch[Root.GetErEre] [Root.Spouse.GetFirstName] se moque de vous et de vos jouets mais, après tout, qu'est-ce que les femmes comprennent à l'art de la guerre ?;"Die Kunst, Männer in die Schlacht zu führen, hat Euch schon immer fasziniert. Um diese entscheidende Wissenschaft zu studieren, habt Ihr den Bau einer hölzernen Miniatur-Armee befohlen. Die liebe [Root.Spouse.GetFirstName] spottet über Euch, weil Ihr mit "Spielzeug" spielt. Doch was weiß Weibsvolk schon von Krieg?";;El arte de dirigir a los hombres en la batalla siempre te ha fascinado. Para estudiar esta ciencia, has ordenado construir un ejército de madera en miniatura. Tu querida [Root.Spouse.GetFirstName] se burla de ti por jugar con "juguetes" pero, ¿qué sabrán ;;;;;;;;;x
EVTOPTA94000;Forward, men! We shall fight to the last!;En avant, soldats ! Nous nous battrons jusqu'à notre dernier souffle !;Vorwärts, Männer! Wir kämpfen bis zum letzten Mann!;;¡Adelante, soldados! ¡Lucharemos hasta el final!;;;;;;;;;x
EVTDESC94001;You have learned of other enthusiasts in [Root.Location.GetName] who share your interest in miniature armies and pitting them against each other in glorious battle. They will soon be holding a tournament to establish once and for all who the greatest general is. Perhaps you should grace them with your presence?;Vous avez entendu dire que d'autres personnes vivant à [Root.Location.GetName] partagent votre passion des armées miniatures et organisent régulièrement des batailles glorieuses entre eux. D'ailleurs, un tournoi est prévu pour bientôt, dont l'issue déterminera le meilleur général. Peut-être que vous devriez les honorer de votre présence ?;Ihr habt von anderen Enthusiasten in [Root.Location.GetName] erfahren, die Euer Interesse an Miniatur-Armeen teilen, die sie gegeneinander in glorreiche Kämpfe schicken. Sie werden bald mit einem Turnier ein für alle Mal entscheiden, wer der größte General ist. Vielleicht solltet Ihr sie mit eurer Anwesenheit beehren?;;Te has enterado de que existen otros entusiastas en [Root.Location.GetName] que comparten tu interés por los ejércitos en miniatura y se enfrentan entre sí en batallas gloriosas. Pronto celebrarán un torneo para determinar de una vez por todas quién es el;;;;;;;;;x
EVTOPTA94001;Yes! My armies will crush all opposition!;Oui ! Mon armée ne fera qu'une bouchée des adversaires !;Ja! Meine Armee wird alle Gegner zerquetschen!;;¡Sí! ¡Mis ejércitos acabarán con cualquier oponente!;;;;;;;;;x
EVTOPTB94001;No, I have no time to waste on silly games.;Non, je n'ai pas de temps à perdre dans ces jeux idiots.;Nein, ich habe keine Zeit, die ich mit närrischen Spielen verschwenden kann.;;No, no tengo tiempo para perder en bobadas.;;;;;;;;;x
EVTTOOLTIP94002;You seek out these kindred spirits.;Vous allez à la rencontre de vos frères d'âmes.;Ihr sucht diese Gleichgesinnten.;;Sales en búsqueda de estas almas gemelas.;;;;;;;;;x
EVTDESC94002;You make your way to the small hovel where the gaming enthusiasts have gathered. Your bodyguards kick open the shack's ramshackle door and announce your presence to the bewildered peasant teenagers inside. They are already sitting around a table, in the midst of a battle with their own painted little armies.;Vous vous rendez dans la petite masure où les amateurs de jeu se sont réunis. Vos gardes du corps ouvrent d'un coup de pied la porte branlante de la cahute et annoncent votre arrivée aux rustres adolescents effarés à l'intérieur. Ils sont déjà assis autour d'une table, au milieu d'une bataille avec leurs propres petites armées peintes.;Ihr macht Euch auf den Weg zur kleinen Hütte, wo sich die Spielliebhaber versammelt haben. Eure Leibwächter treten die wackelige Tür auf und verkündigen den verwirrten Bauernkindern Eure Gegenwart. Sie sitzen bereits um einen Tisch, inmitten einer Schlacht mit ihren eigenen kleinen bemalten Armeen.;;Consigues llegar al pequeño caserón en el que se han reunido los entusiastas jugadores. Tus guardaespaldas abren la puerta de una patada y anuncian tu presencia a los desconcertados adolescentes de su interior. Están sentados alrededor de una mesa, en mit;;;;;;;;;x
EVTOPTA94002;Right then. Who will face me first?;Parfait. Qui veut m'affronter en premier ?;So. Wer tritt als Erster gegen mich an?;;Está bien. ¿Quién será el primero?;;;;;;;;;x
EVTTOOLTIP94003;your great army meeting defeat on the battlefield.;La défaite de votre grande armée sur le champ de bataille.;Eure große Armee wird auf dem Schlachtfeld geschlagen.;;tu gran ejército se encuentra con la derrota en el campo de batalla.;;;;;;;;;x
EVTDESC94003;As your armored guards stand at silent attention along the walls of the hut, you do battle with your wooden army. The dice do not roll your way, but at least you have gained several valuable tactical insights. With his miniature cavalry surrounding the last of your army, one of the trembling teenagers asks in a meek voice:\n "D-do you y-yield, m'lord?";Tandis que vos gardes en armure sont silencieusement adossés aux murs de la cabane, vous entrez en guerre avec votre armée en bois. Les dés n'ont pas joué en votre faveur mais au moins, vous avez appris beaucoup de chose en matière de stratégie. Cernant le reste de votre armée avec sa cavalerie miniature, l'un des adolescents angoissé demande d'une voix tremblante : \n«V-voulez-v-vous ca-pituler, Mon Seigneur ?»;Während Eure Wachen entlang der Wände der Hütte stillstehen, kämpft Ihr mit Eurer hölzernen Armee. Die Würfel rollen nicht wie gewünscht, aber zumindest habt Ihr einige wertvolle taktische Erkenntnisse gewonnen. Als einer der zitternden Jugendlichen mit seiner Miniaturkavallerie die letzten Eurer Armee einkesselt und Euch mit kleinlauter stimme fragt:\n "E-ergebt ihr Euch, m-mein Herr?";;Mientras tus guardas armados permanecen observan en silencio junto a las paredes del caserón, combates con tu ejército de madera. Los dados no juegan a tu favor, pero al menos has aprendido varias ideas tácticas. Con su caballería rodeando al último miemb;;;;;;;;;x
EVTOPTA94003;Yield? YIELD?! Guards, take this wretch to the dungeons!;Abandonner ? ABANDONNER ?! Gardes ! Mettez ce misérable au cachot !;Sich ergeben? ERGEBEN?! Wache, werft diesen Schuft in den Kerker!;;¿RENDIRME? Guardas, ¡llevad a este mocoso a las mazmorras!;;;;;;;;;x
EVTOPTB94003;I yield. Well fought, boy!;Je capitule. Bien joué, jeune homme !;Ich ergebe mich. Gut gespielt, Junge!;;Me rindo. Bien luchado, muchacho.;;;;;;;;;x
EVTTOOLTIP94004;your wooden soldiers carrying the day.;Vos soldats en bois l'emportent.;Eure hölzernen Soldaten tragen den Sieg davon.;;tus soldados de madera salen victoriosos.;;;;;;;;;x
EVTDESC94004;As your armored guards stand at silent attention along the walls of the hut, you do battle with your wooden army. The dice roll your way and soon your army is the last to remain standing on the table. The frightened striplings watch in silence as you gather up your wooden soldiers and turn to leave with your bodyguard.;Tandis que vos gardes en armure sont silencieusement adossés aux murs de la cabane, vous entrez en guerre avec votre armée en bois. Les dés jouent en votre faveur et, très vite, il ne reste que vos soldats sur la table. Les jouvenceaux apeurés regardent en silence que vous finissiez de rassembler vos soldats de bois et vous repartez avec vos gardes du corps.;Während Eure gepanzerten Wachen entlang der Wände der Hütte stillstehen, kämpft Ihr mit Eurer hölzernen Armee. Die Würfel rollen wie gewünscht und bald ist Eure Armee die letzte, die auf dem Tisch stehenbleibt. Die verängstigten Bürschchen sehen schweigend zu, wie Ihr Eure hölzernen Soldaten einsammelt und mit Eurem Leibwächter geht.;;Mientras tus guardas observan en silencio junto a las paredes del caserón, combates con tu ejército de madera. Los dados juegan a tu favor y en poco tiempo tu ejército es el único en pie sobre el tablero. Los asustados mozalbetes observan en silencio como;;;;;;;;;x
EVTOPTA94004;We shall have to do this again some time!;J'espère remettre ça très bientôt !;Wir sollten das mal wiederholen!;;¡Tendremos que repetir esto en otra ocasión!;;;;;;;;;x
EVTDESC94005;As you make your way home late one night escorted by your bodyguard, you run into several drunken peasants having a fistfight in the middle of the street. Your guards attempt to steer you away, but you have an idea. Would this not be a perfect sparring opportunity in which to improve your martial ability?;Tandis que vous rentrez chez vous escorté par vos gardes du corps, vous passez à côté d'une bande de paysans très enivrés qui se battent au milieu de la rue. Vos gardes tentent de vous éloigner mais vous avez une idée. N'est-ce pas là une formidable occasion de se battre réellement pour améliorer vos capacités ?;Als Ihr spät in der Nacht in der Begleitung Eurer Leibwache nach Hause geht, begegnet Ihr mehreren betrunkenen Bauern, die Mitten auf der Straße in eine Schlägerei verwickelt sind. Eure Wachen versuchen Euch wegzuführen, doch Ihr habt eine Idee. Wäre dies nicht eine perfekte Trainingsmöglichkeit, um eure Kriegskunst zu verbessern?;;Al regresar a casa una noche a altas horas, escoltado por tus guardaespaldas, te encuentras con varios campesinos borrachos peleándose en mitad de la calle. Tus guardas tratan de alejarte, pero tú tienes una idea. ¿No es esta una oportunidad perfecta para;;;;;;;;;x
EVTOPTA94005;Put 'em up!;Je veux combattre !;Kämpft!;;¡Vamos!;;;;;;;;;x
EVTOPTB94005;No, these peasants are beneath me.;Non, ces paysans sont trop indigne de moi.;Nein, diese Bauern sind unter meiner Würde.;;No, estos campesinos están por debajo de mí.;;;;;;;;;x
EVTTOOLTIP94006;suffering a beating.;Roué de coups.;steckt Niederlage ein.;;sufriendo una derrota.;;;;;;;;;x
EVTDESC94006;After ordering your guards back, you join the wild melee. You get several blows in before the ruffians react to your presence, but things go poorly when you fight one of them on even terms. Soon you lie bruised in the mud, with the taste of blood in your mouth. Your smiling opponent offers his hand to help you up.;Après avoir ordonné à vos gardes de s'éloigner, vous foncez dans le tas. Vous assenez plusieurs coups avant que les ruffians ne réagissent à votre présence. Alors que vous combattez l'un d'eux à la régulière, la situation tourne mal. Très vite, vous vous retrouvez meurtri dans la boue, avec le goût du sang dans la bouche. Votre adversaire sourit et offre sa main pour vous aider à vous relever.;Nachdem Ihr Eurer Wache befohlen habt, sich zurückzuziehen, tretet Ihr dem wilden Nahkampf bei. Ihr steckt einige Schläge ein, bevor die Raufbolde auf Eure Anwesenheit reagieren, aber die Dinge laufen schlecht, als Ihr mit einem von ihnen auf Augenhöhe kämpft. Bald liegt Ihr blau geschlagen im Matsch und habt den Geschmack von Blut im Mund. Euer lächelnder Gegner bietet seine Hand an, um Euch aufzuhelfen.;;Ordenas a tus guardas retirarse y te unes a la refriega. Repartes varios golpes antes de que los rufianes noten tu presencia, pero las cosas van mal cuando te enfrentas a uno mano a mano. Pronto yaces en el barro, con el sabor de la sangre en tu boca. Tu ;;;;;;;;;x
EVTOPTA94006;Guards, deal with them! No survivors.;Gardes ! Occupez-vous d'eux ! Je ne veux aucun survivant.;Wache, schnappt sie euch! Keine Überlebenden.;;Guardas, ¡encargaos de ellos! ¡Sin supervivientes!;;;;;;;;;x
EVTOPTB94006;Thank you for the lesson, friend.;Merci pour cet entraînement, mon ami.;Danke für die Lektion, mein Freund.;;Gracias por la lección, amigo.;;;;;;;;;x
EVTTOOLTIP94007;administering a beating.;La raclée.;schlägt zu.;;derrotando a los oponentes.;;;;;;;;;x
EVTDESC94007;After ordering your guards back, you join the wild melee. As the ruffians become aware of your presence they gang up on you, but you are still able to hold your own. You dodge their blows and land several of your own. Soon the peasants are lying unconscious at your feet in the mud.;Après avoir ordonné à vos gardes de s'éloigner, vous foncez dans le tas. Les ruffians se rendent compte de votre présence et se liguent contre vous, mais vous continuez à les dominer. Vous esquivez leurs coups et leur en assenez un certain nombre. Très vite, les paysans sont tous à terre, groggy à vos pieds dans la boue.;Nachdem Ihr Eurer Wache befohlen habt, sich zurückzuziehen, tretet Ihr dem wilden Nahkampf bei. Als die Raufbolde Eure Anwesenheit bemerken, rotten sie sich gegen Euch zusammen, doch Ihr haltet wacker stand. Ihr weicht einigen Schlägen aus und schlagt zurück. Bald liegen die Bauern bewusstlos zu Euren Füßen im Matsch.;;Ordenas a tus guardas retirarse y te unes a la pelea salvaje. En cuanto los rufianes advierten tu presencia, se unen en tu contra, pero aún así consigues aguantar el envite. Esquivas sus golpes y repartes varios de los tuyos. Pronto los campesinos caen in;;;;;;;;;x
EVTOPTA94007;Thank you for this dance, gentlemen, but I must be off.;Merci pour ce petit échauffement, messieurs, mais je dois vous quitter.;Ich bedanke mich für diesen Tanz, aber ich muss fort.;;Gracias por este baile, caballeros, pero debo marchar.;;;;;;;;;x
EVTDESC94010;It is rumored that a great warrior from the distant east is currently passing through [Root.Location.GetName]. He is said to have taken part in a hundred battles or more, and his legendary fighting skills are supposedly without peer. Perhaps he could be persuaded to pass on some of his knowledge to you...;La rumeur court qu'un grand guerrier originaire de contrées lointaines d'Orient se trouve actuellement dans les environs de [Root.Location.GetName]. On dit qu'il a pris part à des centaines de combat et qu'il est un guerrier sans égal. Peut-être quelqu'il pourrait accepter de vous transmettre son savoir ?;Es wird gemunkelt, dass ein großer Krieger aus dem fernen Osten derzeit durch [Root.Location.GetName] zieht. Er soll an Hunderten von Schlachten teilgenommen haben und seine legendären Kampffähigkeiten sind angeblich unübertroffen. Vielleicht kann man ihn überzeugen, einen Teil seines Wissens an Euch weiterzugeben...;;Se rumorea que un gran guerrero del lejano Este está atravesando [Root.Location.GetName]. Dicen que ha participado en cientos de batallas o  más y que sus legendarias habilidades de lucha no tienen parangón. Tal vez podrías persuadirlo para que te transmi;;;;;;;;;x
EVTOPTA94010;This man must be found!;Qu'on me ramène cet homme !;Dieser Mann muss gefunden werden!;;¡Hay que encontrar a este hombre!;;;;;;;;;x
EVTDESC94011;After a long search you find the fabled warrior you had been looking for at a local inn. Reeking of spirits, the old man is soundly asleep under a table. His sword is of an unfamiliar make and the man's appearance certainly betrays his eastern origins, but could this really be the legendary fighter you seek? The innkeeper will not let him leave until someone pays his bill.;Après de longues recherches, vous trouvez le guerrier légendaire dans une auberge du coin. Empestant l'alcool, le vieil homme ronfle bruyamment sous une table. Son épée est d'une facture inhabituelle et l'apparence de l'homme trahit ses origines orientale, mais cela est-il vraiment le glorieux combattant légendaire que vous cherchez ? L'aubergiste ne le laissera jamais partir tant que son ardoise n'aura pas été réglé.;Nach langer Suche findet Ihr den Krieger in einem örtlichen Gasthof. Der alte Mann riecht nach Alkohol und schläft unter einem Tisch. Sein Schwert ist von unbekannter Machart und das Erscheinungsbild des Mannes verrät seine östliche Herkunft, aber kann das wirklich der Krieger sein, den Ihr sucht? Der Gastwirt will ihn nicht gehen lassen, bis jemand seine Rechnung begleicht.;;Tras una larga búsqueda, localizas al legendario guerrero en una posada local. Está profundamente dormido bajo una mesa y desprende un intenso olor a alcohol. Su espada es de una marca poco familiar y su aspecto ciertamente contradice sus orígenes orienta;;;;;;;;;x
EVTOPTA94011;Just another drunken fool.;Encore un ivrogne ravagé par l'alcool.;Nur ein betrunkener Narr.;;No es más que otro tonto borracho.;;;;;;;;;x
EVTOPTB94011;I will pay...;Je vais payer pour lui...;Ich zahle...;;Pagaré...;;;;;;;;;x
EVTTOOLTIP94012;You pay the old man's tab.;Vous payez l'ardoise du vieil homme.;Ihr zahlt die Rechnung des alten Mannes.;;Pagas la cuenta del guerrero.;;;;;;;;;x
EVTDESC94012;As the old man struggles to recover from his hangover, you explain, in a quiet voice, your quest to improve your martial ability. You ask if he would teach you. He breaks into laughter and winces from the headache this produces. Then it dawns on him that you aren't joking. "Very well, [Root.GetFirstName]-san. I promise teach, you promise learn. I say, you do, no questions.";Alors que le vieil homme peine à se remettre de sa gueule de bois, vous lui expliquez doucement que vous souhaitez améliorer votre technique de combat et lui demandez s'il peut vous enseigner son art. L'homme éclate de rire en grimaçant de la migraine ainsi provoqué. Puis il se lève une fois sûr que vous ne plaisantez pas. «Très bien, [Root.GetFirstName]-san. Je promets enseigner, vous engagez apprendre. Je dis, vous faites, sans questions.»;Als der alte Mann versucht, sich von seinem Kater zu erholen, fragt ihr ihn, ob er Euch lehren würde. Er bricht in Gelächter aus und zuckt wegen seiner Kopfschmerzen zusammen. Dann dämmert es ihm, dass Ihr nicht scherzt. "Nun gut, [Root.GetFirstName]-san. Ich verspreche lehren, Ihr versprechen lernen. Ich sage, Ihr macht, keine Fragen.";;Mientras el anciano se esfuerza por recuperarse de la resaca, le explicas con voz tranquila tu deseo de mejorar tu habilidad marcial. Le preguntas si te enseñaría. Él rompe a reír y se estremece del dolor que le produce la risa. Entonces se da cuenta de q;;;;;;;;;x
EVTOPTA94012;You have a deal.;Marché conclu !;Abgemacht.;;Trato hecho.;;;;;;;;;x
EVTOPTB94012;No way, old man!;Hors de question, vieillard !;Keineswegs, alter Mann!;;¡De ninguna manera, hombre!;;;;;;;;;x
EVTTOOLTIP94013;Your training begins.;Votre entraînement débute.;Euer Training beginnt.;;Comienza tu entrenamiento.;;;;;;;;;x
EVTDESC94013;The old warrior from the east has settled down in your castle, and your training is proceeding well. One day as you walk into his room, you see the man trying to catch a fly with the pair of small wooden sticks he insists on using whenever he eats. You inquire why, and he explains: "Man who catch fly with chopstick accomplish anything.";Le vieux guerrier oriental s'est installé dans votre château et votre entraînement se déroule bien. Un jour, vous vous rendez dans sa chambre et vous voyez l'homme essayer d'attraper une mouche avec des petites baguettes en bois dont il se sert bizarrement pour manger au lieu des mains. Vous lui demandez ce qu'il fait, et il vous explique : «L'homme capable attraper mouche avec baguettes, capable accomplir n'importe quoi.»;Der alte Krieger aus dem Osten hat sich in Eurer Burg niedergelassen und Euer Training kommt gut voran. Eines Tages, als Ihr in sein Zimmer kommt, seht Ihr, wie er versucht, eine Fliege mit zwei kleinen Holzstäbchen zu fangen, auf die er beim Essen zurückgreift. Ihr erkundigt Euch bei ihm danach. Er antwortet: "Mann der Fliege fangen mit Essstäbchen, kann vollbringen alles.";;El viejo guerrero oriental se ha establecido en tu castillo y tu entrenamiento marcha bien. Un día, al entrar en su alcoba, le sorprendes tratando de atrapar una mosca con los palillos de madera que se empeña en utilizar para comer. Le preguntas el motivo;;;;;;;;;x
EVTOPTA94013;What?;Hein ?;Was?;;¿Qué?;;;;;;;;;x
EVTTOOLTIP94014;Your training continues...;Votre entraînement continue...;Euer Training geht weiter...;;Tu entrenamiento continúa...;;;;;;;;;x
EVTDESC94014;You take a boat trip with your old warrior teacher on a nearby lake. As he fishes, you stand up in the boat and practise the moves he has taught you. "When am I going to learn how to punch?" you ask. The man rocks the boat and you lose your footing, falling into the water. You resurface to his roaring laughter. "Learn how punch, after you learn how keep dry! You all wet behind ear!";Vous allez faire un tour de bateau sur un lac voisin en compagnie du vieux guerrier. Pendant que ce dernier pêche, vous vous tenez debout et pratiquez les exercices qu'il vous a enseignés. «Quand vais-je apprendre à frapper mes ennemis ?», demandez-vous. L'homme frappe l'esquif et vous perdez votre équilibre, tombant dans l'eau. Vous ressurgissez sous ses éclats de rire. «Apprenez comment frapper après avoir appris comment se garder au sec ! Vous tout mouillé derrière l'oreille !»;Ihr unternehmt mit Eurem Lehrer eine Bootsfahrt. Während er angelt, steht Ihr im Boot und übt die Bewegungen, die er Euch gelehrt hat. "Und wann lerne ich endlich, wie man schlägt?", fragt Ihr. Er schaukelt das Boot hin und her, wobei Ihr ins Wasser fallt. "Lernen wie man schlägt, nachdem gelernt, wie bleiben trocken! Ihr ganz nass hinter Ohr!", spricht er bei Eurem Auftauchen.;;Das un paseo en barca con tu viejo maestro en un lago cercano. Mientras él pesca, tú estás de pie en la barca y practicas los movimientos que te ha enseñado. "¿Cuándo voy a aprender a dar puñetazos?", preguntas. El profesor balancea la barca,  pierdes el ;;;;;;;;;x
EVTOPTA94014;That's it, old man! I've had it with you! We're done!;Ça suffit, pépé ! J'en ai assez de vous et de vos méthodes !;Das war's, alter Mann! Ich hab' die Nase voll! Das reicht!;;¡Hasta aquí hemos llegado, anciano! ¡Ya estoy harto! ¡Hemos terminado!;;;;;;;;;x
EVTOPTB94014;Sigh...;Soupir...;Seufz...;;Ay...;;;;;;;;;x
EVTDESC94015;As dusk falls after an intense day of sparring, you watch the setting sun from the castle ramparts together with your warrior mentor. "I teach you many things, [Root.GetFirstName]-san," your mentor says, "but most important lesson in fight... is no get hit." The next morning, your training concluded, the old warrior has departed your castle. No one saw him leave.;Une nouvelle journée d'intense d'entraînement se termine et vous observez le coucher du soleil depuis les remparts du château avec votre mentor. « Je vous ai appris beaucoup de choses, [Root.GetFirstName]-san, mais, en matière de combat, le plus important dans la lutte ... est de ne pas se faire frapper. » vous dit-il. Le lendemain matin, votre formation est terminée, le vieux guerrier a quitté le château. Personne ne l'a vu repartir.;Als nach schweißtreibendem Kampftraining die Abenddämmerung hereinbricht, beobachtet Ihr zusammen mit Eurem Mentor die untergehende Sonne. "Ich lehren Euch viele Dinge, [Root.GetFirstName]-san", sagt Euer Mentor, "aber wichtigste Lektion in Kampf... ist nicht getroffen werden." Am nächsten Morgen war Euer Training abgeschlossen - der Krieger war spurlos verschwunden.;;Cuando cae la tarde tras un intenso día de práctica, contemplas la puesta de sol desde las murallas del castillo junto con tu mentor. "Yo enseñar muchas cosas, [Root.GetFirstName]-san," dice, "pero lección de lucha más importante ser... no recibir golpe".;;;;;;;;;x
EVTOPTA94015;Well, I suppose I learned something.;Je suppose que j'ai appris quelque chose.;Ich glaube, ich habe etwas gelernt.;;Bueno, supongo que algo he aprendido.;;;;;;;;;x
obj_improve_stewardship_title;Improve Stewardship;Améliorer la compétence en intendance;Verwaltung verbessern;;Mejorar la administración;;;;;;;;;x
obj_improve_stewardship_desc;[This.GetTitledFirstName] wants to improve [This.GetHerHis] Stewardship, since it is poor (lower than §Y8§!).;[This.GetTitledFirstName] souhaite améliorer ses aptitudes trop médiocres en intendance (valeur inférieure à §R8§!).;[This.GetTitledFirstName] möchte [This.GetHerHis]e Verwaltung verbessern, weil ihr Wert niedriger als 8 ist.;;[This.GetTitledFirstName] desea mejorar [This.GetHerHis]  administración, dado que su valor es inferior a 8.;;;;;;;;;x
improve_stewardship_quit;You look for some other way to improve your stewardship.;Vous cherchez d'autres moyens d'améliorer vos compétences en matière d'intendance.;Ihr sucht einen anderen Weg, Eure Verwaltung zu verbessern.;;Buscas otra manera de mejorar tu administración.;;;;;;;;;x
