#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_ALL_HELP_IS_APPRECIATED;All help is appreciated;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
EVTOPTA100005;Tease the shy child;Taquiner l'enfant timide;Hänselt das schüchterne Kind;;Burlarse del niñotímido;;;;;;;;;x
EVTTOOLTIP100006;[This.GetFirstName] is teased by [Root.GetFirstName];[Root.GetFirstName] embête [This.GetFirstName].;[This.GetFirstName] wird von [Root.GetFirstName] gehänselt;;[This.GetFirstName] es objeto de las burlas de [Root.GetFirstName];;;;;;;;;x
EVTOPTB100005;I ask if the child would like to borrow my toy sword;J'ai proposé à l'enfant de lui prêter mon épée en bois.;Ich frage das Kind, ob es gerne mein Spielzeugschwert ausleihen möchte;;Me pregunto si el niño quiere tomar prestada mi espada de juguete;;;;;;;;;x
EVTTOOLTIP100007;[Root.GetFirstName] talks to [This.GetFirstName];[Root.GetFirstName] parle à [This.GetFirstName].;[Root.GetFirstName] spricht mit [This.GetFirstName];;[Root.GetFirstName] habla con [This.GetFirstName];;;;;;;;;x
EVTOPTC100005;Leave the child alone;Laisser l'enfant tranquille.;Lasst das Kind in Frieden;;Dejar al niño tranquilo;;;;;;;;;x
EVTDESC100006;I was reading under the big tree, listening to the other children's laughter and screams, not noticing [From.GetFirstName] until [From.GetSheHe] stood before me and grabbed the book, flinging it away.\n\n'So, nose-in-books, what are you going to about it?';J'étais en train de lire sous un arbre, écoutant les rires et les cris des autres enfants. Je n'ai pas remarqué [From.GetFirstName] avant qu'[From.GetIlElle] n'arrive à mon niveau et envoie valdinguer mon livre.\n\n« Alors, le rat de bibliothèque, qu'est-ce que tu vas faire, maintenant ? »;Ich saß friedlich unter einem Baum, in mein Buch versunken, und lauschte dem Gelächter und Geschrei der anderen Kinder. Ich bemerkte [From.GetFirstName] nicht, bis [From.GetSheHe] vor mir stand und mir das Buch entriss und es wegwarf.\n\n"Na, du Bücherwurm, was machst du nun?";;Estaba leyendo bajo un árbol, escuchando las risas y gritos de los otros niños, sin fijarme en [From.GetFirstName] hasta que [From.GetSheHe] se puso ante mí y me agarró el libro, tirándolo al suelo. \n\n'Así que, ¿qué vas a hacer al respecto rata de biblioteca? ';;;;;;;;;x
EVTOPTA100006;You will hurt so much your grandchildren will be born crying!;Tu vas tellement souffrir que tes petits-enfants viendront au monde en pleurant !;Du wirst solche Schmerzen erleiden, dass selbst deine Enkelkinder weinend geboren werden!;;¡Te va a doler tanto que tus nietos nacerán llorando!;;;;;;;;;x
EVTTOOLTIP100008;[Root.GetFirstName] punches [This.GetFirstName];[Root.GetFirstName] frappe [This.GetFirstName].;[Root.GetFirstName] schlägt [This.GetFirstName];;[Root.GetFirstName] golpea a [This.GetFirstName];;;;;;;;;x
EVTOPTB100006;N-nothing...;Euh... Rien.;N...nichts ...;;N-nada ...;;;;;;;;;x
EVTDESC100007;I was enjoying my latest find in the library, listening to the other children's laughter to make sure they wouldn't show up and drop another frog down my shirt or on the fragile pages of the book when [From.GetFirstName] sneaked up on me, asked me a bunch of questions about the book and then offered to let me borrow [From.GetHerHis] toy sword.;J'étais en train de savourer ma dernière trouvaille littéraire, écoutant les rires des autres enfants pour m'assurer qu'aucun d'eux n'arrivait pour me lancer une grenouille au visage ou sur mon livre fragile, quand [From.GetFirstName] s'est approché de moi sans bruit et m'a posé tout un tas de questions sur mon livre avant de me proposer de jouer avec son épée en bois.;Ich genoss meinen neuesten Fund aus der Bibliothek und lauschte dem Gelächter der anderen, um sicherzugehen, dass sie nicht auf die Idee kämen, wieder einen Frosch in meinen Kragen zu stecken oder sogar auf die empfindlichen Seiten des kostbaren Buches zu schleudern, als [From.GetFirstName] sich an mich anschlich, mir eine Menge Fragen über das Buch stellte und mir dann anbot, [From.GetHerHis] Spielzeugschwert auszuleihen.;;Disfrutaba mi última visita a la biblioteca, prestando atención a las risas de los otros niños para asegurarme de que no se presentaba alguno y soltaba otra rana en mi camisa o en las frágiles páginas del libro, cuando [From.GetFirstName] se acercó furtivamente a mí , me hizo un montón de preguntas acerca del libro y luego me ofreció prestada [From.GetHerHis] espada de juguete.;;;;;;;;;x
EVTOPTA100007;I'd love to!;J'adorerais !;Gerne!;;¡Me encantaría!;;;;;;;;;x
EVTTOOLTIP100012;[Root.GetTitledFirstName] and [This.GetTitledFirstName] plays together and becomes friends;[Root.GetTitledFirstName] et [This.GetTitledFirstName] jouent ensemble et se lient d'amitié.;[Root.GetTitledFirstName] und [This.GetTitledFirstName] spielen miteinander und werden zu Freunden;;[Root.GetTitledFirstName] y [This.GetTitledFirstName] juegan juntos y se convierten en amigos;;;;;;;;;x
EVTOPTB100007;I'm afraid of swords...;J'ai peur des épées...;Ich habe Angst vor Schwertern ...;;Tengo miedo a las espadas ...;;;;;;;;;x
EVTDESC100008;I did not even see [From.GetFirstName] throw the punch that made me fall head-first into the mud puddle!;Je n'ai même pas vu partir le coup de [From.GetFirstName] qui m'a fait tomber tête la première dans la flaque de boue.;Ich habe den Hieb von [From.GetFirstName] nicht mal kommen sehen, da lag ich auch schon mit der Nase im Matsch!;;¡Ni tan siquiera vi a [From.GetFirstName] lanzar el golpe que me tiró de cabeza al charco de barro!;;;;;;;;;x
EVTOPTA100008;I'm gonna kill you!;Je vais te tuer !;Ich werde dich umbringen!;;¡Te voy a matar!;;;;;;;;;x
EVTTOOLTIP100010;The teased [This.GetFirstName] and [Root.GetFirstName] becomes fierce rivals;[This.GetFirstName], dont tout le monde se moque, et [Root.GetFirstName] deviennent des ennemis jurés.;[This.GetFirstName] und [Root.GetFirstName] werden zu erbitterten Rivalen;;La burla entre [This.GetFirstName] y [Root.GetFirstName] los convierte en feroces rivales;;;;;;;;;x
EVTOPTB100008;Woah, that was a fantastic punch! Show me how you did that!;Waouh, ça, c'était un vrai coup de poing ! Montre-moi comment tu as fait ça !;Holla, was für ein fantastischer Schlag. Zeig mir, wie du das gemacht hast!;;¡Guau, qué golpe más bueno! ¡Enseñame a hacerlo!;;;;;;;;;x
EVTTOOLTIP100009;[This.GetFirstName] and [Root.GetFirstName] becomes friends;[Root.GetTitledFirstName] et [This.GetTitledFirstName] se lient d'amitié.;[This.GetFirstName] und [Root.GetFirstName] werden zu Freunden;;[This.GetFirstName] y [Root.GetFirstName] se convierten en amigos;;;;;;;;;x
EVTDESC100009;I watched nervously as [From.GetFirstName] slowly got up from the mud puddle [From.GetSheHe] fell into when I punched [From.GetHerHim], ready to run away if [From.GetFirstName] would want revenge. [From.GetSheHeCap] did not even try to grab me, [From.GetFirstName] apologised for throwing my book away and asked if I could show [From.GetHerHim] how to punch like that.;J'ai attendu anxieusement que [From.GetFirstName] se relève doucement de la flaque de boue dans laquelle je l'avais poussé, prêt à m'enfuir en courant si [From.GetFirstName] décidait de se venger. Mais [From.GetIlElle] n'a même pas essayé de m'attraper, [From.GetFirstName] s'est excusé d'avoir jeté mon livre et m'a demandé de lui donner le secret d'un coup de poing réussi.;Ich beobachtete nervös, wie [From.GetFirstName] sich aus dem Schlammloch erhob, in den [From.GetSheHe] gefallen ist, nachdem ich [From.GetHerHim] niedergeschlagen habe, und war bereit die Flucht anzutreten, falls [From.GetFirstName] auf Rache sann. [From.GetSheHeCap] versuchte nicht einmal, mich zu ergreifen, und [From.GetFirstName] entschuldigte sich dafür, mein Buch weggeworfen zu haben, und fragte, ob ich [From.Getihmihr] zeigen könnte, wie man so zuschlagen kann.;;Observé nerviosamente como [From.GetFirstName] se levantaba lentamente del charco de barro al que cayó en cuando le golpeé [From.GetHerHim], listo para salir corriendo si [From.GetFirstName] quería venganza. [From.GetSheHeCap] ni siquiera trató de agarrarme, [From.GetFirstName] se disculpó por lanzar mi libro a un lado y me preguntó si podía mostrarle cómo golpear de esa manera.;;;;;;;;;x
EVTOPTA100009;Promise you are not angry?;Tu jures que tu n'es pas en colère ?;Nichts für ungut, versprochen?;;¿Me prometes que no estás enfadado?;;;;;;;;;x
EVTDESC100010;I had barely time to pick up the book and then run for my life when [From.GetFirstName] roared like a mad bull and came charging after me, face full of mud and seeking revenge for me punching [From.GetHerHim]. I fled and hid in the kitchen, only to hear [From.GetFirstName] swear [From.GetSheHe] would get [From.GetHerHis] revenge on me, if it would take [From.GetHerHis] whole life so be it so.;À peine avais-je eu le temps de ramasser mon livre et de m'enfuir en courant que j'ai entendu [From.GetFirstName] pousser un hurlement de colère, avant de se lancer à ma poursuite, le visage recouvert de boue, bien décidé à se venger. Je me suis caché dans la cuisine, et j'ai entendu [From.GetFirstName] jurer solennellement que je paierai pour ce que je lui avais fait.;Ich konnte gerade noch mein Buch aufheben und losrennen, als [From.GetFirstName] wie ein verwundeter Stier aufbrüllte und mir nachjagte, das Gesicht voller Dreck und auf Rache sinnend, weil ich [From.GetHerHim] geschlagen hatte. Ich floh und versteckte mich in der Küche, und hörte [From.GetFirstName] Schwüre ausstoßen, dass [From.GetSheHe] schon noch [From.GetHerHis]e Chance auf Rache bekommen würde, und wenn es [From.GetHerHis] ganzes Leben dauern sollte.;;Apenas tuve tiempo de coger el libro y correr por mi vida mientras [From.GetFirstName] rugía como un toro furioso y corría detrás de mí, la cara llena de barro en busca de venganza por haberle golpeado. Huí y me escondí en la cocina, sólo para escuchar como [From.GetFirstName] juraba que [From.GetSheHe] se vengaría de mí, aunque le llevara toda la vida.;;;;;;;;;x
EVTOPTA100010;We will never be friends now...;On ne deviendra jamais amis...;Aus uns werden wohl nie Freunde werden ...;;Ahora nunca seremos amigos...;;;;;;;;;x
EVTDESC100015;Once again, [Root.Guardian.GetTitledFirstName] found out that I tried to dodge my chores but before I broke down and admitted I had done just that, someone else took the blame for it.;Encore une fois, [Root.Guardian.GetTitledFirstName] a découvert que j'avais essayé d'échapper à mes corvées, mais au moment où j'allais me confesser, quelqu'un s'est accusé à ma place.;Und wieder einmal hatte [Root.Guardian.GetTitledFirstName] entdeckt, wie ich mich vor meinen Aufgaben zu drücken versuchte, aber bevor ich klein beigeben und alles zugeben konnte, nahm jemand anderes die Schuld auf sich.;;Una vez más, [Root.Guardian.GetTitledFirstName] descubrió que intenté librarme de mis tareas, pero antes de que me derrumbara y admitiera mi culpa, otra persona se echó las culpas en mi lugar.;;;;;;;;;x
EVTOPTA100015;Thank him profusely when out of earshot;Le remercier chaleureusement une fois seul.;Dankt Eurem Helfer überschwänglich, sobald Ihr nicht mehr in Hör-Reichweite seid;;Agradecérselo cuando nadie nos oiga;;;;;;;;;x
EVTTOOLTIPA100016;[This.GetFirstName] is glad to help a friend;[This.GetFirstName] est heureu[This.GetXSe] d'avoir aidé un ami.;[This.GetFirstName] ist froh, einem Freund helfen zu können;;[This.GetFirstName] está feliz de ayudar a un amigo;;;;;;;;;x
EVTOPTB100015;Why did you interfere? I had it under control!;Pourquoi êtes-vous intervenu ? J'avais la situation bien en main !;Was mischt Ihr Euch ein? Ich hatte alles unter Kontrolle!;;¿Por qué interfieres? ¡Lo tenía todo bajo control!;;;;;;;;;x
EVTTOOLTIPB100016;[This.GetFirstName] just wanted to help;[This.GetFirstName] voulait seulement m'aider.;[This.GetFirstName] wollte nur helfen;;[This.GetFirstName] sólo quería ayudar;;;;;;;;;x
EVTOPTC100015;Tell your guardian [Root.Guardian.GetTitledFirstName] the truth;Dire la vérité à votre tut[Root.Guardian.GetEurRice] [Root.Guardian.GetTitledFirstName].;Sagt Eurem Vormund [Root.Guardian.GetTitledFirstName] die Wahrheit;;Decir a tu tutor [Root.Guardian.GetTitledFirstName] la verdad;;;;;;;;;x
EVTDESC100016;[From.GetFirstName] was in trouble, again. [Root.Guardian.GetTitledFirstName] was scolding [From.GetFirstName] about [From.GetHerHis] slothfulness and failure to do [From.GetHerHis] chores. I interfered and made it sound as if it was my fault [From.GetFirstName] hadn't been able to do [From.GetHerHis] chores...;[From.GetFirstName] a encore eu des ennuis. [Root.Guardian.GetTitledFirstName] était en train de réprimander [From.GetFirstName] pour sa paresse et pour n'avoir pas effectué ses corvées. J'ai volé à son secours et prétendu que c'était de ma faute [From.GetSilSielle] n'avait pas fait ses corvées...;[From.GetFirstName] steckte wieder einmal in der Klemme. [Root.Guardian.GetTitledFirstName] schimpfte mit [From.GetFirstName] über [From.GetHerHis]e Faulheit und die Unfähigkeit, [From.GetHerHis]e Aufgaben zu erledigen. Ich trat dazwischen und nahm die Schuld auf mich, dass [From.GetFirstName] [From.GetHerHis]e Aufgaben meinetwegen nicht erfüllen konnte ...;;[From.GetFirstName] tenía problemas, una vez más. [Root.Guardian.GetTitledFirstName] estaba regañando a [From.GetFirstName] por [From.GetHerHis] pereza e incapacidad de realizar [From.GetHerHis] tareas. Intervine e hice parecer que era culpa mia que [From.GetFirstName] no hubiera sido capaz de hacer  [From.GetHerHis] tareas ...;;;;;;;;;x
EVTOPTA100016;[From.GetFirstName] thanked me profusely and we became fast friends;[From.GetFirstName] m'a remercié chaleureusement et nous sommes devenus amis.;[From.GetFirstName] dankte mir überschwänglich und wir wurden schnell Freunde;;[From.GetFirstName] me dio las gracias efusivamente y nos hicimos amigos rápidamente;;;;;;;;;x
EVTOPTB100016;[From.GetFirstName] made it clear [From.GetSheHe] did not want my help;[From.GetFirstName] a déclaré qu'[From.GetIlElle] n'avait pas besoin de mon aide.;[From.GetFirstName] machte es sehr deutlich, dass [From.GetSheHe] meine Hilfe nicht wollte;;[From.GetFirstName] me dejó claro que no [From.GetSheHe] quería mi ayuda;;;;;;;;;x
EVTTOOLTIP100017;Then [This.GetFirstName] won't care if I tell [Root.Guardian.GetTitledFirstName] the truth;Dans ce cas, [From.GetFirstName] ne verra pas d'inconvénient à ce que je révèle la vérité à [Root.Guardian.GetTitledFirstName].;Dann wird es [This.GetFirstName] sicher nicht stören, wenn ich [Root.Guardian.GetTitledFirstName] die Wahrheit erzähle;;Entonces a [This.GetFirstName] no le importará si le digo a [Root.Guardian.GetTitledFirstName] la verdad;;;;;;;;;x
EVTOPTC100016;Next time, I won't help [From.GetFirstName];La prochaine fois, je laisserai [From.GetFirstName] se débrouiller.;Das nächste Mal werde ich [From.GetFirstName] nicht helfen;;La próxima vez, no voy a ayudar a [From.GetFirstName];;;;;;;;;x
EVTOPTD100016;I learnt my lesson: never help someone in need...;J'ai appris une leçon : ne jamais aider quelqu'un dans le besoin...;Ich habe meine Lektion gelernt: hilf niemals jemandem in Not ...;;He aprendido la lección: nunca ayudar a quién lo necesita...;;;;;;;;;x
EVTDESC100017;Ever since [From.GetFirstName] tried to save me from getting scolded by [Root.Guardian.GetTitledFirstName] for not doing my chores and me refusing to thank [From.GetHerHim] for it, [From.GetFirstName] has been a regular thorn in my side. I believe [From.GetSheHe] is determined to make me [From.GetHerHis] rival.;Depuis que [From.GetFirstName] a essayé de m'éviter une réprimande de la part de [Root.Guardian.GetTitledFirstName] pour n'avoir pas effectué mes corvées et que j'ai refusé de [From.GetLeLa] remercier, [From.GetFirstName] est une vraie plaie. Je crois qu'[From.GetIlElle] m'entraîne dans une relation de rivalité.;Seit [From.GetFirstName] versuchte, mich vor den Schimpftiraden von [Root.Guardian.GetTitledFirstName] für meine Faulheit in meinen Aufgaben in Schutz zu nehmen und ich mich dafür nicht bei [From.Getihmihr] bedankt habe, nervt mich [From.GetFirstName] andauernd. Ich glaube, [From.GetSheHe] ist dazu entschlossen, mich zu [From.GetHerHis]em Rivalen zu machen.;;Desde que [From.GetFirstName] trató de salvarme de ser regañado por [Root.Guardian.GetTitledFirstName] por no hacer mis tareas y me negara a darle las gracias a [From.GetHerHim], [From.GetFirstName] ha sido constantemente una piedra en mi zapato. Creo que [From.GetSheHe] ha decidido convertirme en [From.GetHerHis] rival.;;;;;;;;;x
EVTOPTA100017;If that's what [From.GetSheHe] wants, then so be it!;Si c'est ce qu'[From.GetIlElle] veut, alors qu'il en soit ainsi !;Wenn [From.GetSheHe] das so will, dann soll es so sein!;;¡Si eso es lo que [From.GetSheHe] quiere, que así sea!;;;;;;;;;x
EVTDESC100020;I watched and winced in sympathy as yet another lady rejected the poor man. It was clear to me that he lacked even the ability to talk to women but why he persisted I could not understand. Never had I had the same problem, maybe it was time for me to take a student?;J'ai assisté à la scène et été pris de compassion quand une autre demoiselle a rejeté ce pauvre homme. Pour moi, il était évident qu'il ne savait pas parler aux femmes et sa persévérance était étonnante. N'ayant jamais rencontré ce problème, je me suis dit qu'il était peut-être temps de prendre un élève sous mon aile.;Ich beobachtete und litt mit ihm, als eine weitere Dame den armen Mann zurückwies. Es war offensichtlich, dass er es nicht verstand, mit Frauen umzugehen, und ich verstand nicht, warum er es dennoch weiterhin versuchte. Ich hatte nie dieses Problem, vielleicht sollte ich ihn unter meine Fittiche nehmen?;;Ví con pesar como otra mujer rechazaba al pobre hombre. No tenía dudas de que carecía de toda habilidad para hablar con las mujeres pero ¿por qué insistía? No podía comprenderlo. Nunca he tenido el mismo problema, ¿tal vez va siendo hora de que coja un aprendiz?;;;;;;;;;x
EVTOPTA100020;I should offer him help;Je devrais lui proposer mon aide.;Ich sollte ihm meine Hilfe anbieten;;Debería ofrecerle ayuda;;;;;;;;;x
EVTTOOLTIP100021;[Root.GetFirstName] offers to help [This.GetFirstName];[Root.GetFirstName] propose son aide à [This.GetFirstName].;[Root.GetFirstName] bietet [This.GetFirstName] an, zu helfen;;[Root.GetFirstName] se ofrece a ayudar a [This.GetFirstName];;;;;;;;;x
EVTOPTB100020;I fear the competition...;J'ai peur de la compétition...;Ich brauche keine Konkurrenz ...;;Temo la competencia...;;;;;;;;;x
EVTDESC100021;I have never had any luck with women, no matter what subject I try to talk about they just seem to leave as soon as I utters the first word. [From.GetFirstName] interrupted my self-loathing thoughts and offered to help me charm or at least be able to talk to women without them leaving in the middle of a sentence.;Je n'ai jamais eu de chance avec les femmes, quel que soit le sujet que j'aborde, elles partent dès que je prononce le premier mot. [From.GetFirstName] a interrompu mes pensées noires et m'a offert son aide pour devenir plus charmeur et m'apprendre à parler aux femmes sans les faire fuir.;Ich hatte noch nie viel Glück bei Frauen, ganz egal, worüber ich versuche mit ihnen ins Gespräch zu kommen, sie wenden sich ab, sobald ich das erste Wort hervorbringe. [From.GetFirstName] unterbrach mich in meinen selbstmitleidigen Gedanken und bot mir an, mir dabei zu helfen, Frauen zu umschwärmen oder zumindest mit ihnen ins Gespräch zu kommen, ohne dass sie mich mitten im Satz stehen lassen.;;Nunca he tenido suerte con las mujeres, no importa de qué intente hablar desaparecen tan pronto balbuceo la primera palabra. [From.GetFirstName] interrumpió mis lamentaciones y se ofreció a ayudarme a encantar o por lo menos a ser capaz de hablar con las mujeres sin que me dejen con la frase colgando.;;;;;;;;;x
EVTOPTA100021;Of course I accept [From.GetHerHis] help!;Bien sûr que j'accepte son aide !;Natürlich nehme ich [From.GetHerHis]e Hilfe an!;;¡Por supuesto que acepto [From.GetHerHis] ayuda!;;;;;;;;;x
EVTTOOLTIP100022;[Root.GetFirstName] accepted [This.GetTitledFirstName] offer to help;[Root.GetFirstName] a accepté l'aide de [This.GetTitledFirstName].;[Root.GetFirstName] nimmt das Hilfsangebot von [This.GetTitledFirstName] an;;[Root.GetFirstName] aceptó la oferta de ayuda de [This.GetTitledFirstName];;;;;;;;;x
EVTOPTB100021;I can do it on my own!;Je peux me débrouiller seul !;Ich kann das alleine!;;¡Puedo hacerlo yo mismo!;;;;;;;;;x
EVTTOOLTIP100023;[Root.GetTitledFirstName] rejected [This.GetTitledFirstName] offer to help;[Root.GetFirstName] a refusé l'aide de [This.GetTitledFirstName].;[Root.GetTitledFirstName] lehnt die Hilfe von [This.GetTitledFirstName] ab;;[Root.GetTitledFirstName] rechazó la oferta de ayuda de [This.GetTitledFirstName];;;;;;;;;x
EVTOPTC100021;I am happy as I am, thank you!;Je suis très heureux comme ça, merci !;Ich bin so wie ich bin glücklich, vielen Dank!;;Soy feliz como soy, ¡gracias!;;;;;;;;;x
EVTDESC100022;[From.GetFirstName] was willing to learn but had no idea how [From.GetFirstName] should talk to women or what subject would interest them. We started small, I let [From.GetHerHim] talk to the cook who were more than happy to talk about her cooking. Then it got harder and harder until [From.GetFirstName] finally was able to talk to every woman in the castle and charm her nearly as well as I can.;[From.GetFirstName] était désireux d'apprendre mais il n'avait aucune idée de la façon de parler aux femmes ou des sujets susceptibles de les intéresser. Nous avons commencé doucement, je l'ai envoyé discuter avec la cuisinière qui était plus qu'enchantée de parler de son savoir-faire ! Nous avons continué jusqu'à ce que [From.GetFirstName] soit capable de parler à toutes les femmes du château et de les charmer presque aussi bien que moi.;[From.GetFirstName] war begierig zu lernen, hatte aber keine Idee, wie [From.GetSheHe] mit Frauen sprechen sollte oder was sie interessiert. Wir begannen klein, ich ließ [From.GetHerHim] mit der Köchin sprechen, die sich sehr gerne über ihre Kochkünste unterhielt. Dann wurde es schwerer und schwerer, bis [From.GetFirstName] endlich mit jeder Frau bei Hofe reden und sie fast so gut um den Finger wickeln konnte wie ich.;;[From.GetFirstName] estaba dispuesto a aprender, pero no tenía idea de cómo [From.GetFirstName] debía hablar con las mujeres o qué temas les interesan. Comenzamos poco a poco, le dejé hablar con la cocinera, más que dispuesta a hablar de su cocina. Luego lo fui poniendo más y más difícil hasta que [From.GetFirstName] finalmente era capaz de hablar con todas las mujeres del castillo y encantarlas casi tanto como yo puedo hacerlo.;;;;;;;;;x
EVTOPTA100022;During that time, we became friends;Pendant ce laps de temps, nous sommes devenus amis.;In dieser Zeit wurden wir Freunde;;Durante ese tiempo, nos hicimos amigos;;;;;;;;;x
EVTDESC100023;I had honestly thought [From.GetFirstName] would enthusiastically accept my help or at least show some interest in learning some of what I knew about women and how to charm them.;J'ai réellement pensé que [From.GetFirstName] accepterait mon aide avec plaisir ou qu'il se montrerait intéressé pour apprendre quelques-unes de mes astuces pour séduire les femmes.;Ich hatte wirklich erwartet, dass [From.GetFirstName] meine Hilfe begeistert annehmen würde oder zumindest Interesse zeigen würde, an meiner Frauenkenntnis teilzuhaben und wie man sie um den Finger wickeln kann.;;Había pensado honestamente que [From.GetFirstName] aceptaría mi ayuda con entusiasmo, o que al menos mostraría algo de interés en aprender lo que sabía acerca de las mujeres y cómo encantarlas.;;;;;;;;;x
EVTOPTA100023;[From.GetFirstName] rejected my offer brusquely;[From.GetFirstName] a fermement rejeté ma proposition.;[From.GetFirstName] hat mein Angebot schroff abgewiesen;;[From.GetFirstName] rechazó mi oferta con brusquedad ;;;;;;;;;x
EVTOPTB100023;[From.GetFirstName] politely told me [From.GetSheHe] needed no help;[From.GetFirstName] m'a poliment dit qu'[From.GetIlElle] n'avait pas besoin de mon aide.;[From.GetFirstName] erklärte mir höflich, dass [From.GetSheHe] keine Hilfe brauchte;;[From.GetFirstName] educadamente me dijo que no necesitaba la ayuda;;;;;;;;;x
EVTDESC100025;Charming, pleasant and amusing is not words people would describe me with, but the man talking to the small group of women is all that and perhaps more. I wish I could be as charming and be able to talk to women without stuttering or inadvertently insulting them...;Charmant, agréable et amusant sont autant d'adjectifs que jamais personne n'utilise pour me décrire, contrairement à l'homme en pleine conversation avec ce petit groupe de femmes. J'aimerais tant être aussi séduisant et capable de discuter avec des femmes sans bégayer ou les froisser par inadvertance...;Charmant, angenehm und unterhaltend, das sind keine Eigenschaften, mit denen die Leute mich beschreiben würden, aber der Mann bei der Gruppe von Frauen hat all diese Eigenschaften und sicherlich noch mehr. Ich wünschte, ich wäre so charmant und fähig, ohne Stottern und ohne sie unabsichtlich zu beleidigen, mit Frauen reden zu können ...;;Encantador, agradable y divertido, no son palabras con las que la gente me defina, pero el hombre que hablaba con el pequeño grupo de mujeres era todo eso y tal vez más. Ojalá pudiera ser tan encantador y ser capaz de hablar con las mujeres sin tartamudear o insultarlas sin darme cuenta ...;;;;;;;;;x
EVTOPTA100025;Will he help me if I ask nicely?;M'aidera-t-il si je le lui demande gentiment ?;Vielleicht hilft er mir, wenn ich ihn höflich darum bitte?;;¿Me ayudará si lo pido de buenos modos?;;;;;;;;;x
EVTTOOLTIP100026;is asked by [Root.GetTitledFirstName] to help [Root.GetHerHim] conquer [Root.GetHerHis] fear of women;est accosté par [Root.GetTitledFirstName] qui lui demande de l'aider à vaincre sa peur des femmes.;wird von [Root.GetTitledFirstName] gebeten, [Root.Getihmihr] dabei zu helfen, [Root.GetHerHis]e Furcht vor Frauen zu überwinden;;[Root.GetTitledFirstName] le pide que le ayude [Root.GetHerHim] a vencer [Root.GetHerHis] miedo a las mujeres;;;;;;;;;x
EVTOPTB100025;He can have whatever he wants if only he helps me!;Je lui donnerai tout ce qu'il me demande s'il accepte de m'aider !;Er kann haben, was immer er will, wenn er mir nur helfen wird!;;¡Puede tener lo que quiera si me ayuda!;;;;;;;;;x
EVTTOOLTIP100030;is bribed by [Root.GetTitledFirstName] to help [Root.GetHerHim] conquer [Root.GetHerHis] fear of women;est soudoyé par [Root.GetTitledFirstName] pour l'aider à vaincre sa peur des femmes.;wird von [Root.GetTitledFirstName] bestochen, [Root.Getihmihr] dabei zu helfen, [Root.GetHerHis] Furcht vor Frauen zu überwinden;;es sobornado por [Root.GetTitledFirstName] para ayudarle a [Root.GetHerHim] a dominar [Root.GetHerHis] miedo a las mujeres;;;;;;;;;x
EVTOPTC100025;Forget it, I'm a nobody and women knows it;Oubliez ça, je suis un moins que rien et les femmes le savent bien.;Vergesst es, ich bin ein Niemand und Frauen wissen das;;Olvídalo, soy un don nadie y las mujeres lo saben;;;;;;;;;x
EVTDESC100026;At first I found it unsettling that [From.GetFirstName] asked me to help [From.GetHerHim] conquer [From.GetHerHis] shyness and teach [From.GetHerHim] to be able to at least talk to a woman without unintentionally insulting her. [From.GetFirstName] said [From.GetSheHe] wanted be as charming and pleasant as I am.;Au début, j'ai trouvé ça perturbant que [From.GetFirstName] me demande de l'aider à vaincre sa timidité et de lui apprendre à discuter avec des femmes sans les froisser involontairement. [From.GetFirstName] dit qu'[From.GetIlElle] voudrait être une personne aussi charmante et agréable que moi.;Zuerst war ich nicht begeistert, dass [From.GetFirstName] mich bat zu helfen, [From.GetHerHis]e Schüchternheit zu überwinden und [From.GetHerHim] beizubringen, wie man mit Frauen reden kann, ohne sie unabsichtlich zu beleidigen. [From.GetFirstName] sagte, [From.GetSheHe] wäre gerne so charmant und freundlich, wie ich es bin.;;Al principio me pareció inquietante que [From.GetFirstName] me pidiera ayuda para vencer [From.GetHerHis] timidez y enseñarle [From.GetHerHim] para poder al menos hablar con una mujer sin insultarla. [From.GetFirstName] dijo que quería ser tan encantador y agradable como yo.;;;;;;;;;x
EVTOPTA100026;I'll help you, but it's gonna cost you;Je vais vous aider, mais ça vous coûtera cher.;Ich werde helfen, aber das hat seinen Preis;;Te ayudaré, pero te va a costar;;;;;;;;;x
EVTTOOLTIP100027;[Root.GetTitledFirstName] agrees to help [This.GetTitledFirstName], but for a prize...;[Root.GetTitledFirstName] accepte d'aider [This.GetTitledFirstName], mais à un certain prix...;[Root.GetTitledFirstName] stimmt zu, [This.GetTitledFirstName] zu helfen, aber das hat seinen Preis ...;;[Root.GetTitledFirstName] se compromete a ayudar a [This.GetTitledFirstName], pero por un precio ...;;;;;;;;;x
EVTOPTB100026;I would be glad to!;J'en serais ravi !;Gerne!;;¡Estaría encantado!;;;;;;;;;x
EVTTOOLTIP100028;Under [Root.GetTitledFirstName] watchful eye, [This.GetTitledFirstName] learns how to talk to women;Sous l'œil attentif de [Root.GetTitledFirstName], [This.GetTitledFirstName] apprend à discuter avec la gent féminine.;Unter Anleitung von [Root.GetTitledFirstName] lernt [This.GetTitledFirstName], wie man mit Frauen spricht;;Bajo la atenta mirada de [Root.GetTitledFirstName], [This.GetTitledFirstName] aprende a hablar con las mujeres;;;;;;;;;x
