#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
haughty;Haughty;Enfant au caractère hautain;Überheblich;;altanero/a;;;;;;;;;x
EVTOPTB_ZE_13094;Now, don't be hasty, [From.GetLordLady] [From.GetFirstName].;Allons, allons, pas de précipitation, [From.GetFirstName].;Nur keine Hast, [From.GetLordLady] [From.GetFirstName].;;No tengáis prisa, [From.GetLordLady] [From.GetFirstName].;;;;;;;;;x
EVTOPTC_ZE_13094;But gold is so pretty!;Mais l'or est tellement beau !;Aber Gold glänzt doch so schön!;;¡Pero el oro es tan bonito!;;;;;;;;;x
EVTOPTD_ZE_13094;But they hate me!;Mais ils me détestent !;Aber sie hassen mich!;;¡Pero me odian!;;;;;;;;;x
EVTDESCA_ZE_13101;Thinking about things, I have concluded that everything in the world is not as the priests say it is.;En parlant de ça, j'ai conclu que le monde ne correspond pas exactement à ce que les prêtres racontent.;Ich habe lange nachgedacht und muss sagen, dass rein gar nichts in der Welt so ist, wie die Priester immer behaupten.;;Al pensar en las cosas, he concluido que todo en el mundo no es como dicen los sacerdotes.;;;;;;;;;x
EVTDESCB_ZE_13101;There are people I know that follow different traditions than those of the [Root.Religion.GetName] faith. I have spoken to them and asked them about it, and now it doesn't seem so strange to me.;Il existe des gens qui suivent des traditions différentes de celles de la religion [Root.Religion.GetName]. J'ai discuté avec eux et leur ai posé des questions à ce sujet. Ça ne me parait plus si étrange dorénavant.;Es gibt Völker, die einem anderen als dem [Root.Religion.GetName]en Glauben folgen. Ich habe mit ihnen darüber gesprochen und nun kommt es mir nicht mehr ganz so unverständlich vor.;;Hay personas que conozco que siguen tradiciones diferentes que las de la fe [Root.Religion.GetName]. He hablado con ellos y les he preguntado al respecto y ahora no me parece tan extraño.;;;;;;;;;x
EVTDESCC_ZE_13101;I spend a lot of time exploring and thinking about how things work..;Je consacre énormément de temps à l'exploration et à réfléchir à la façon dont fonctionnent les choses.;Ich habe viel Zeit damit verbracht, mich zu fragen, warum alles so ist, wie es ist ...;;Paso mucho tiempo explorando y pensando cómo funcionan las cosas...;;;;;;;;;x
EVTOPTA_ZE_13101;They are all liars!;Ce sont tous des menteurs !;Alles Lügner!;;¡Son todos unos mentirosos!;;;;;;;;;x
EVTOPTB_ZE_13101;We are all the same, I guess.;Nous sommes tous pareils, je suppose.;Wir sind eben doch nicht so verschieden, vermutlich.;;Todos somos iguales, supongo.;;;;;;;;;x
EVTOPTC_ZE_13101;It feels great to learn!;J'adore apprendre !;Es fühlt sich toll an, etwas zu lernen!;;¡Es maravilloso aprender!;;;;;;;;;x
EVTDESCA_ZE_13102;Young [From.GetFirstName] seems to have a lot of independent opinions and refuses to listen to the priests.;[From.GetFirstName] semble avoir ses propres opinions et refuse d'écouter les prêtres.;Klein [From.GetFirstName] hat offenbar eine Menge eigener Ansichten und weigert sich, den Priestern zuzuhören.;;El/la joven [From.GetFirstName] parece tener un montón de opiniones independientes y se niega a escuchar a los sacerdotes.;;;;;;;;;x
EVTDESCB_ZE_13102;Young [From.GetFirstName] seems to be taking a curious interest in other traditions than the [From.Religion.GetName] ones.;[From.GetFirstName] semble avoir un curieux intérêt pour les traditions différentes de celles de la religion [From.Religion.GetName].;Klein [From.GetFirstName] interessiert sich mehr für andere Lehren als für den [From.Religion.GetName]en Glauben.;;El/la joven [From.GetFirstName] parece tener curioso interés por otras tradiciones aparte de las del [From.Religion.GetName].;;;;;;;;;x
EVTDESCC_ZE_13102;Young [From.GetFirstName] seems to be a real explorer and experimenter, constantly finding new ideas and topics that fascinate [From.GetHerHim].;[From.GetFirstName] semble adorer partir à l'aventure et expérimenter, trouvant constamment de nouvelles idées et sujets captivants.;Klein [From.GetFirstName] ist ein geborener Entdecker und liebt es, Dinge auszuprobieren. Immerzu gibt es etwas Neues, was ausprobiert werden muss.;;El/la joven [From.GetFirstName] parece ser un/a verdadero/a explorador/a y experimentador/a, encontrando  constantemente nuevas ideas y temas que [From.GetHerHim] fascinen.;;;;;;;;;x
EVTOPTA_ZE_13102;I should try to stop these tendencies..;Je devrais essayer de mettre un terme à ces tendances.;Ich muss dieser Entwicklung einen Riegel vorschieben.;;Debo intentar detener estas tendencias...;;;;;;;;;x
#EVTOPTB_ZE_13102;[From.GetBoyGirl]s will be [From.GetBoyGirl]s.;;Kinder sind nun einmal Kinder.;;Los/as [From.GetBoyGirl]s siempre son así.;;;;;;;;;x
curious_may_become_patient;Chance of [From.GetFirstName] becoming Patient.;Chance pour [From.GetFirstName] de faire preuve de patience.;Chance, dass [From.GetFirstName] die Eigenschaft Geduldig erhält.;;Posibilidad de que [From.GetFirstName] se vuelva Paciente.;;;;;;;;;x
EVTDESCA_ZE_13104;[From.GetTitledFirstName] thinks I should be less quick to question the words of the priests.;[From.GetTitledFirstName] pense que je devrais moins remettre en question les enseignements des prêtres.;[From.GetTitledFirstName] meint, ich solle die Priester nicht so oft hinterfragen.;;[From.GetTitledFirstName] piensa que debería ser menos rápido/a en poner en duda las palabras de los sacerdotes.;;;;;;;;;x
EVTDESCB_ZE_13104;I love studying foreign customs, but [From.GetTitledFirstName] thinks I should look to my own virtues instead.;J'adore étudier les coutumes étrangères, mais [From.GetTitledFirstName] pense que je devrais me concentrer sur mes propres qualités.;Ich interessiere mich für die Bräuche fremder Völker, aber [From.GetTitledFirstName] glaubt, ich solle mich auf unsere Tugenden besinnen.;;Me encanta estudiar costumbres extranjeras, pero [From.GetTitledFirstName] piensa que más bien debo buscar mis propias virtudes.;;;;;;;;;x
EVTDESCC_ZE_13104;[From.GetTitledFirstName] seems to think I'm too clever for my own good, or so [From.GetSheHe] said.;[From.GetTitledFirstName] semble penser que je suis trop fébrile pour mon propre bien, en tout cas c'est ce qu'[From.GetIlElle] a dit.;[From.GetTitledFirstName] glaubt offenbar, ich sei schlauer, als mir guttut. Das hat [From.GetSheHe] jedenfalls gesagt.;;[From.GetTitledFirstName] parece creer que soy demasiado inteligente para mi propio bien, o eso es lo que [From.GetSheHe] dijo.;;;;;;;;;x
EVTOPTA_ZE_13104;[From.GetSheHe] is right, I should calm down.;[From.GetIlElleCap] a raison, je devrais me calmer.;[From.GetSheHeCap] hat recht. Ich muss ruhiger werden.;;[From.GetSheHe] tiene razón, debo calmarme.;;;;;;;;;x
EVTOPTB_ZE_13104;But they are fools!;Mais ce sont des idiots !;Was für Dummköpfe!;;¡Pero son estúpidos!;;;;;;;;;x
EVTOPTC_ZE_13104;Is [From.GetSheHe] not interested in the world at all?;[From.GetIlElleCap] ne s'intéresse pas au monde du tout ?;Hat [From.GetSheHe] denn gar kein Interesse an der Welt?;;¿Es que a [From.GetSheHe] no le interesa el mundo para nada?;;;;;;;;;x
EVTOPTD_ZE_13104;Too clever for [From.GetHerHim], maybe.;Trop fébrile pour [From.GetLuiElle], peut-être.;Schlauer als [From.GetSheHe] ganz bestimmt.;;Demasiado inteligente para [From.GetHerHim], tal vez.;;;;;;;;;x
EVTDESCA_ZE_13111;As I grow older, I increasingly find that my faith is a true fountain of strength.;Avec l'âge, je réalise que ma foi est une véritable source de force.;Je älter ich werde, desto mehr erkenne ich, dass der Glaube der Quell meiner Kraft ist.;;Según crezco, voy descubriendo que mi fe es una auténtica fuente de fuerza.;;;;;;;;;x
EVTDESCB_ZE_13111;The more I hear of the words of the wise [Root.GetMenWomen] of old, the more I want to be like them.;Plus j'écoute les propos des personnes âgées, plus je veux leur ressembler.;Je mehr ich von der Weisheit früherer [Root.GetMenWomen] erfahre, desto mehr wünsche ich mir, so zu sein wie sie.;;Cuanto más escucho las palabras de los sabios [Root.GetMenWomen] de la antigüedad, más quiero ser como ellos.;;;;;;;;;x
EVTDESCC_ZE_13111;It gives me great joy to admire the achievements of others. Especially as I am so weak myself.;Admirer les accomplissements des autres me procure une grande joie, notamment parce que je suis si faible.;Es macht mir Spaß, die Leistungen anderer zu bewundern. Wo ich selbst doch so schwach bin ...;;Me da la gran alegría admirar los logros de otros. Especialmente siendo tan débil como soy.;;;;;;;;;x
EVTOPTA_ZE_13111;And I praise [Root.Religion.GetRandomGodName]!;Louons [Root.Religion.GetRandomGodName] !;Und ich preise [Root.Religion.GetRandomGodName]!;;¡Alabo a [Root.Religion.GetRandomGodName]!;;;;;;;;;x
EVTOPTB_ZE_13111;Only from knowledge comes true strength.;La véritable force ne peut provenir que de la connaissance.;Nur Wissen bringt wahre Stärke hervor.;;La auténtica fuerza provienen del conocimiento.;;;;;;;;;x
EVTOPTC_ZE_13111;They strike me with awe.;Ils m'émerveillent.;Sie erfüllen mich mit Ehrfurcht.;;Me golpean con asombro.;;;;;;;;;x
EVTDESCA_ZE_13112;Young [From.GetFirstName] seems to be developing very strong religious sentiments.;[From.GetFirstName] semble développer un véritable sentiment religieux.;Klein [From.GetFirstName] entwickelt offenbar eine starke religiöse Ader.;;El/la joven [From.GetFirstName] parece estar desarrollando sentimientos religiosos muy fuertes.;;;;;;;;;x
EVTDESCB_ZE_13112;Young [From.GetFirstName] often speaks in reverence of the wise [From.GetMenWomen] of old, saying [From.GetSheHe] wants to be like them.;[From.GetFirstName] parle souvent des anciens sages en termes élogieux, affirmant vouloir devenir comme eux.;Klein [From.GetFirstName] spricht oft von der Weisheit der [From.GetMenWomen] vergangener Tage und meint, [From.GetSheHe] wolle ihnen nacheifern.;;El/la joven [From.GetFirstName] habla a menudo con reverencia de los/as [From.GetMenWomen] sabios/as, diciendo que [From.GetSheHe] quiere ser como ellos/as.;;;;;;;;;x
EVTDESCC_ZE_13112;Young [From.GetFirstName] seems to be quick to praise the deeds of others around [From.GetHerHim], while neglecting [From.GetHerHis] own physical activity and development.;[From.GetFirstName] semble être en adoration face aux actions de ceux qui l'entourent, négligeant sa propre activité physique et son développement.;Klein [From.GetFirstName] gerät leicht in Entzückung angesichts der Taten anderer und vernachlässigt dabei die eigene gesunde Entwicklung.;;El/la joven [From.GetFirstName]parece adorar fácilmente las obras de otros que [From.GetHerHim] rodean, mientras descuida [From.GetHerHis] propia actividad y desarrollo físico.;;;;;;;;;x
EVTOPTA_ZE_13112;[From.GetSheHeCap] should focus on helping others instead.;[From.GetIlElleCap] devrait plutôt passer son temps à aider les autres.;[From.GetSheHeCap] sollte sich besser darauf konzentrieren, anderen zu helfen.;;[From.GetSheHe] debe centrarse en ayudar a otros en su lugar.;;;;;;;;;x
EVTOPTB_ZE_13112;What a lovely child!;Que[From.GetLLle] adorable enfant !;Was für ein nettes Kind!;;¡Qué niño/a tan encantador/a!;;;;;;;;;x
idolizer_may_become_kind;Chance of [From.GetFirstName] becoming Kind.;Chance pour [From.GetFirstName] de faire preuve de gentillesse.;Chance, dass [From.GetFirstName] die Eigenschaft Gütig erhält.;;Posibilidad de que [From.GetFirstName] se vuelva Amable.;;;;;;;;;x
EVTDESCA_ZE_13114;[From.GetTitledFirstName] seems to think that I should replace my reverence for [Root.Religion.GetRandomGodName] with love for my fellow man.;[From.GetTitledFirstName] semble penser que je devrais remplacer ma vénération pour [Root.Religion.GetRandomGodName] par l'amour de mes semblables.;[From.GetTitledFirstName] glaubt offenbar, es sei besser, wenn ich weniger [Root.Religion.GetRandomGodName] als vielmehr den eigenen Göttern huldige.;;[From.GetTitledFirstName] parece pensar que debo sustituir mi reverencia hacia [Root.Religion.GetRandomGodName] con amor hacia el prójimo. ;;;;;;;;;x
EVTDESCB_ZE_13114;I worship the memory of the wise [From.GetMenWomen] of old, but [From.GetTitledFirstName] thinks that I should focus on loving the living around me instead.;Je vénère la mémoire des anciens sages, mais [From.GetTitledFirstName] pense que je devrais plutôt accorder mon amour aux êtres vivants autour de moi.;Ich verehre die weisen [From.GetMenWomen] der Vorzeit. [From.GetTitledFirstName] hingegen glaubt, ich solle meine Gunst besser den Lebenden in meinem Umfeld schenken.;;Adoro a la memoria los/as [From.GetMenWomen] sabios/as de la antigüedad, pero [From.GetTitledFirstName] cree que debo centrarme en amar a los vivos que me rodean.;;;;;;;;;x
EVTDESCC_ZE_13114;I easily adore the virtues of others, but [From.GetTitledFirstName] thinks I'm too passive and should should focus more on helping people, lest I grow weak.;J'admire facilement les qualités des autres, mais [From.GetTitledFirstName] pense que je me manque d'initiative et que je devrais aider davantage les autres, au cas où je deviendrais faible.;Ich bin von den Vorzügen meiner Mitmenschen leicht zu beeindrucken, doch [From.GetTitledFirstName] glaubt, ich sei zu passiv und solle mich deshalb mehr um andere kümmern, damit ich nicht schwach werde.;;Es fácil adorar las virtudes de los demás, pero [From.GetTitledFirstName] cree que soy demasiado pasivo y que debería centrarme más en ayudar a la gente, para no ser débil.;;;;;;;;;x
EVTOPTA_ZE_13114;[From.GetSheHeCap] is right.;[From.GetIlElleCap] a raison.;[From.GetSheHeCap] hat recht.;;[From.GetSheHeCap] tiene razón.;;;;;;;;;x
EVTOPTB_ZE_13114;No, [Root.Religion.GetRandomGodName] is the greatest!;Non, [Root.Religion.GetRandomGodName] est le plus grand !;Nein, niemand ist größer als [Root.Religion.GetRandomGodName]!;;¡No, [Root.Religion.GetRandomGodName] es grande!;;;;;;;;;x
EVTOPTC_ZE_13114;I shall love them when they have something interesting to say.;Je les aimerai une fois qu'ils auront quelque chose d'intéressant à dire.;Ich werde ihnen dann meine Gunst schenken, wenn sie etwas Erhellendes beizutragen haben.;;Los amaré cuando tengan algo interesante que decir.;;;;;;;;;x
EVTOPTD_ZE_13114;I'm fine.;Tout va bien !;Mit mir ist alles in Ordnung.;;Me encuentro bien.;;;;;;;;;x
EVTDESCA_ZE_14100;I have finished my education in diplomacy. I found the lessons rather tedious.;J'ai terminé ma formation en diplomatie. J'ai trouvé les leçons vraiment pénibles.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Es hatte durchaus seine Längen.;;He terminado mis estudios de diplomacia. Encontré las lecciones algo tediosas.;;;;;;;;;x
EVTDESCB_ZE_14100;I have finished my education in diplomacy. It is a fascinating subject.;J'ai terminé ma formation en diplomatie. C'est vraiment un domaine fascinant.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Was für ein faszinierendes Gebiet.;;He terminado mis estudios de diplomacia. Es un tema fascinante.;;;;;;;;;x
EVTDESCC_ZE_14100;I have finished my education in diplomacy. I find that I have some talent for it.;J'ai terminé ma formation en diplomatie. Je trouve que j'ai un certain talent pour ça.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Ich glaube, ich habe Talent.;;He terminado mis estudios de diplomacia. Me parece que tengo un poco de talento.;;;;;;;;;x
EVTDESCD_ZE_14100;I have finished my education in diplomacy. I feel that I have truly found my calling.;J'ai terminé ma formation en diplomatie. J'ai véritablement l'impression d'avoir trouvé ma vocation.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Dort liegt meine Berufung.;;He terminado mis estudios de diplomacia. Siento que realmente he encontrado mi vocación.;;;;;;;;;x
EVTOPTA_ZE_14100;Speak frankly and all will love you.;Parle avec franchise, et tout le monde t'aimera.;Wer offen spricht, den werden alle lieben.;;Habla con franqueza y todos te querrán.;;;;;;;;;x
EVTOPTB_ZE_14100;Never hate your enemies. It affects your judgment.;Ne ressens jamais de haine pour tes ennemis. Ton jugement s'en trouverait faussé.;Hasse deine Feinde nicht, denn Hass ist ein schlechter Ratgeber.;;No odies a tus enemigos. Afecta tu juicio.;;;;;;;;;x
EVTOPTC_ZE_14100;Speak softly and carry a big stick.;Parle avec douceur et porte un gros bâton.;Sei sanft in deinen Worten und dulde keinen Widerspruch.;;Habla suavemente y lleva un gran palo.;;;;;;;;;x
EVTOPTD_ZE_14100;The best way to keep one's word is to not give it.;La meilleure façon de tenir parole est de ne jamais promettre quoi que ce soit.;Wer niemals sein Wort gibt, kann es nie brechen.;;La mejor manera de mantener la palabra dada es no darla.;;;;;;;;;x
EVTDESCA_ZE_14110;Young [From.GetFirstName] has finished [From.GetHerHis] education in diplomacy. It turned out less well than expected.;[From.GetFirstName] a terminé sa formation en diplomatie. Ça s'est moins bien passé que prévu.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Die Ergebnisse sind nicht so gut wie erhofft.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. Resultó menos bien de lo esperado.;;;;;;;;;x
EVTDESCB_ZE_14110;Young [From.GetFirstName] has finished [From.GetHerHis] education in diplomacy. It seems [From.GetSheHe] has learned all the basic skills required.;[From.GetFirstName] a terminé sa formation en diplomatie. On dirait qu'[From.GetIlElle] a appris toutes les techniques de base requises.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Es scheint, [From.GetSheHe] hat die grundlegenden Kenntnisse erworben.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. Al parecer [From.GetSheHe] ha aprendido todas las habilidades básicas requeridas.;;;;;;;;;x
EVTDESCC_ZE_14110;Young [From.GetFirstName] has finished [From.GetHerHis] education in diplomacy. It is evident that [From.GetSheHe] has excelled in [From.GetHerHis] studies.;[From.GetFirstName] a terminé sa formation en diplomatie. Il est indéniable qu'[From.GetIlElle] y a excellé.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen, und das mit ausgezeichneten Resultaten.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. S evidente que ha destacado en [From.GetHerHis] estudios.;;;;;;;;;x
EVTDESCD_ZE_14110;Young [From.GetFirstName] has finished [From.GetHerHis] education in diplomacy. I notice with pride that [From.GetSheHe] has attained nothing less than a masterful level of knowledge.;[From.GetFirstName] a terminé ses études en diplomatie. Je remarque avec fierté qu'[From.GetIlElle] a atteint un remarquable niveau de connaissance.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Voller Stolz stelle ich fest, dass [From.GetSheHe] ein wahrhaft meisterhaftes Niveau erreicht hat.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. Veo con orgullo que [From.GetSheHe] ha alcanzado nada menos que un nivel magistral de conocimiento.;;;;;;;;;x
EVTOPTA_ZE_14110;Oh well.;C'est la vie.;Ach, was soll's.;;Oh, vaya.;;;;;;;;;x
EVTOPTB_ZE_14110;Very good.;Très bien.;Sehr gut.;;¡Muy bien!;;;;;;;;;x
EVTOPTC_ZE_14110;This pleases me.;Voilà qui me ravit.;Das freut mich.;;Eso me place.;;;;;;;;;x
EVTDESCA_ZE_14200;I have finished my education in the ways of war. I found the lessons rather tedious.;J'ai terminé ma formation en stratégie militaire. J'ai trouvé les leçons vraiment pénibles.;Ich habe meine militärische Lehrzeit abgeschlossen. Es hatte durchaus seine Längen.;;He terminado mi educación en los asuntos bélicos. Encontré las lecciones algo tediosas.;;;;;;;;;x
EVTDESCB_ZE_14200;I have finished my education in the ways of war. It is a fascinating subject.;J'ai terminé ma formation en stratégie militaire. C'est vraiment un domaine fascinant.;Ich habe meine militärische Lehrzeit abgeschlossen. Was für ein faszinierendes Gebiet.;;He terminado mi educación en los asuntos bélicos. Es un tema fascinante.;;;;;;;;;x
EVTDESCC_ZE_14200;I have finished my education in the ways of war. I find that I have some talent for it.;J'ai terminé ma formation en stratégie militaire. Je trouve que j'ai un certain talent pour ça.;Ich habe meine militärische Lehrzeit abgeschlossen. Ich glaube, ich habe Talent.;;He terminado mi educación en los asuntos bélicos. Me parece que tengo un poco de talento.;;;;;;;;;x
EVTDESCD_ZE_14200;I have finished my education in the ways of war. I feel that I have truly found my calling.;J'ai terminé ma formation en diplomatie. J'ai véritablement l'impression d'avoir trouvé ma vocation.;Ich habe meine militärische Lehrzeit abgeschlossen. Dort liegt meine Berufung.;;He terminado mi educación en los asuntos bélicos. Siento que realmente he encontrado mi vocación.;;;;;;;;;x
EVTOPTA_ZE_14200;Courage is all a soldier needs.;Le courage est tout ce dont a besoin un soldat.;Mut ist das Einzige, worauf es ankommt bei einem Soldaten.;;Lo único que necesita un soldado es valor.;;;;;;;;;x
EVTOPTB_ZE_14200;Know your enemy.;Connaissez votre ennemi.;Kenne deinen Feind.;;Conoce a tu enemigo ;;;;;;;;;x
EVTOPTC_ZE_14200;It is wise to attack the enemy's strategy.;Il est sage de s'en prendre à la stratégie de l'ennemi.;Es ist klug, der Strategie des Feindes aggressiv entgegenzuwirken.;;Es sabio atacar la estrategia del enemigo.;;;;;;;;;x
EVTOPTD_ZE_14200;War is a continuation of politics.;La guerre est une extension de la politique.;Krieg ist die Fortsetzung der Politik.;;La guerra es una continuación de la política.;;;;;;;;;x
EVTDESCA_ZE_14210;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of war. It turned out less well than expected.;[From.GetFirstName] a terminé sa formation en stratégie militaire. Ça s'est moins bien passé que prévu.;Die militärische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Die Ergebnisse sind nicht so gut wie erhofft.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios en los asuntos bélicos. Resultó menos bien de lo esperado.;;;;;;;;;x
EVTDESCB_ZE_14210;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of war. It seems [From.GetSheHe] has learned all the basic skills required.;[From.GetFirstName] a terminé sa formation en stratégie militaire. On dirait qu'[From.GetIlElle] a appris toutes les techniques de base requises.;Die militärische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Es scheint, [From.GetSheHe] hat die grundlegenden Kenntnisse erworben.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios en los asuntos bélicos. Al parecer [From.GetSheHe] ha aprendido todas las habilidades básicas requeridas.;;;;;;;;;x
EVTDESCC_ZE_14210;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of war. It is evident that [From.GetSheHe] has excelled in [From.GetHerHis] studies.;[From.GetFirstName] a terminé sa formation en stratégie militaire. Il est indéniable qu'[From.GetIlElle] y a excellé.;Die militärische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen, und das mit ausgezeichneten Resultaten.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios en los asuntos bélicos. Es evidente que ha destacado en [From.GetHerHis] estudios.;;;;;;;;;x
EVTDESCD_ZE_14210;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of war. I notice with pride that [From.GetSheHe] has attained nothing less than a masterful level of knowledge.;[From.GetFirstName] a terminé sa formation en stratégie militaire. Je remarque avec fierté qu'[From.GetIlElle] a atteint un remarquable niveau de connaissance.;Die militärische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Voller Stolz stelle ich fest, dass [From.GetSheHe] ein wahrhaft meisterhaftes Niveau erreicht hat.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios en los asuntos bélicos. Veo con orgullo que [From.GetSheHe] ha alcanzado nada menos que un nivel magistral de conocimiento.;;;;;;;;;x
EVTDESCA_ZE_14300;I have finished my education in stewardship. I found the lessons rather tedious.;J'ai terminé ma formation en intendance. J'ai trouvé les leçons vraiment pénibles.;Ich habe meine verwalterische Lehrzeit abgeschlossen. Es hatte durchaus seine Längen.;;He terminado mis estudios de administración. Encontré las lecciones algo tediosas.;;;;;;;;;x
EVTDESCB_ZE_14300;I have finished my education in stewardship. It is a fascinating subject.;J'ai terminé ma formation en intendance. C'est vraiment un domaine fascinant.;Ich habe meine verwalterische Lehrzeit abgeschlossen. Was für ein faszinierendes Gebiet.;;He terminado mis estudios de administración. Es un tema fascinante.;;;;;;;;;x
EVTDESCC_ZE_14300;I have finished my education in stewardship. I find that I have some talent for it.;J'ai terminé ma formation en intendance. Je trouve que j'ai un certain talent pour ça.;Ich habe meine verwalterische Lehrzeit abgeschlossen. Ich glaube, ich habe Talent.;; He terminado mis estudios de administración. Me parece que tengo un poco de talento.;;;;;;;;;x
EVTDESCD_ZE_14300;I have finished my education in stewardship. I feel that I have truly found my calling.;J'ai terminé ma formation en intendance. J'ai véritablement l'impression d'avoir trouvé ma vocation.;Ich habe meine verwalterische Lehrzeit abgeschlossen. Dort liegt meine Berufung.;;He terminado mis estudios de administración. Siento que he encontrado realmente mi vocación.;;;;;;;;;x
EVTOPTA_ZE_14300;How hard can it be?;Est-ce vraiment si difficile ?;Kann das denn wirklich so schwer sein?;;¿Cuán difícil puede ser?;;;;;;;;;x
EVTOPTB_ZE_14300;A coin saved is a coin earned.;Une pièce économisée est une pièce de gagnée.;Was man gespart hat, das hat man verdient.;;Dinero ahorrado es dinero ganado.;;;;;;;;;x
EVTOPTC_ZE_14300;Accumulate! Accumulate!;Accumuler ! Accumuler !;Münzen, Pfründe, Barren, Scheine!;;¡Acumúlar! ¡Acumúlar!;;;;;;;;;x
EVTOPTD_ZE_14300;Wealth is the slave of a wise man, and the master of a fool.;La fortune est l'esclave du sage et le maître de l'idiot.;Dem Weisen ist sein Reichtum ein Knecht, der sich beim Toren zur Herrschaft aufschwingt.;;La riqueza es el esclavo de un hombre sabio y el amo del tonto.;;;;;;;;;x
EVTDESCA_ZE_14310;Young [From.GetFirstName] has finished [From.GetHerHis] education in stewardship. It turned out less well than expected.;[From.GetFirstName] a terminé sa formation en intendance. Ça s'est moins bien passé que prévu.;Die verwalterische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Die Ergebnisse sind nicht so gut wie erhofft.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de administración. Resultó menos bien de lo esperado.;;;;;;;;;x
EVTDESCB_ZE_14310;Young [From.GetFirstName] has finished [From.GetHerHis] education in stewardship. It seems [From.GetSheHe] has learned all the basic skills required.;[From.GetFirstName] a terminé sa formation en intendance. On dirait qu'[From.GetIlElle] a appris toutes les techniques de base requises.;Die verwalterische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Es scheint, [From.GetSheHe] hat die grundlegenden Kenntnisse erworben.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios en estudios de administración. Al parecer [From.GetSheHe] ha aprendido todas las habilidades básicas requeridas.;;;;;;;;;x
EVTDESCC_ZE_14310;Young [From.GetFirstName] has finished [From.GetHerHis] education in stewardship. It is evident that [From.GetSheHe] has excelled in [From.GetHerHis] studies.;[From.GetFirstName] a terminé sa formation en intendance. Il est indéniable qu'[From.GetIlElle] y a excellé.;Die verwalterische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen, und das mit ausgezeichneten Resultaten.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de administración. Es evidente que ha destacado en [From.GetHerHis] estudios.;;;;;;;;;x
EVTDESCD_ZE_14310;Young [From.GetFirstName] has finished [From.GetHerHis] education in stewardship. I notice with pride that [From.GetSheHe] has attained nothing less than a masterful level of knowledge.;[From.GetFirstName] a terminé ses études en intendance. Je remarque avec fierté qu'[From.GetIlElle] a atteint un remarquable niveau de connaissance.;Die verwalterische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Voller Stolz stelle ich fest, dass [From.GetSheHe] ein wahrhaft meisterhaftes Niveau erreicht hat.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de administración. Veo con orgullo que [From.GetSheHe] ha alcanzado nada menos que un nivel magistral de conocimiento.;;;;;;;;;x
EVTDESCA_ZE_14400;I have finished my education in the ways of intrigue. I found the lessons rather tedious.;J'ai terminé ma formation en intrigues. J'ai trouvé les leçons vraiment pénibles.;Ich habe meine Lehrzeit im Bereich der Intrige abgeschlossen. Es hatte durchaus seine Längen.;;He terminado mis estudios en los asuntos de intriga. Encontré las lecciones algo tediosas.;;;;;;;;;x
EVTDESCB_ZE_14400;I have finished my education in the ways of intrigue. It is a fascinating subject.;J'ai terminé ma formation en intrigues. C'est vraiment un domaine fascinant.;Ich habe meine Lehrzeit im Bereich der Intrige abgeschlossen. Was für ein faszinierendes Gebiet.;;He terminado mis estudios en los asuntos de intriga. Es un tema fascinante.;;;;;;;;;x
