#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#EVTDESC60013;My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!;;Mein Fürst, der große [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den schiitischen Glauben angenommen!;;¡Mi señor, el gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Chiita!;;;;;;;;;x
EVTOPTA60010;The time has come!;Le temps est venu !;Die Zeit ist gekommen!;;¡Ha llegado la hora!;;;;;;;;;x
EVTOPTB60010;Allah have mercy on us!;Allah ait pitié de nous !;Möge Allah uns gnädig sein!;;¡Que Alá tenga piedad de nosotros!;;;;;;;;;x
EVTOPTC60010;God have mercy on us!;Dieu ait pitié de nous !;Möge Gott uns gnädig sein!;;¡Que Dios tenga piedad de nosotros!;;;;;;;;;x
EVTOPTD60010;May the Gods save us!;Que les Dieux nous viennent en aide !;Mögen die Götter uns gnädig sein!;;¡Que los Dioses nos protejan!;;;;;;;;;x
EVTNAME60020;The Golden Horde Converts;La Horde d'Or se convertit;Die Konvertiten der Goldenen Horde;;La Horda Dorada se convierte;;;;;;;;;x
EVTDESC8720;The Teutonic Order wishes to expand into the Baltics in order to better fight the heathens. To show my support, perhaps I should offer them a county of mine?;L'Ordre Teutonique souhaite s'établir dans la Baltique pour mieux combattre les païens. Afin de montrer mon soutien, je devrais peut-être leur offrir l'un de mes comtés ?;Der Teutonische Orden möchte in den Ostseeraum expandieren, um die Heiden besser bekämpfen zu können. Sollte ich ihnen vielleicht eine meiner Grafschaften anbieten, um ihnen meine Unterstützung zu zeigen? ;;La Orden Teutónica desea expandirse en el territorio Báltico a fin de combatir mejor a los paganos. Para mostrar mi apoyo, ¿debería quizás ofrecerle uno de mis condados?;;;;;;;;;x
EVTOPTA8720;Their precense is most welcome;Leur présence est plus que bienvenue;Ihre Präsenz ist mehr als willkommen;;Su presencia es más que bienvenida;;;;;;;;;x
EVTOPTB8720;I would never give away my land;Je ne donnerai jamais mes terres;Ich würde niemals mein Land weggeben;;Nunca daré una de mis tierras;;;;;;;;;x
EVTDESC8721;My liege,\nI wish to support The Teutonic Order by grating them a county, and seek your approval.\n\nYour humble vassal,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady],\nJe souhaite soutenir l'Ordre teutonique en leur donnant un comté, et je souhaite votre accord.\n\nVotre humble vassal,\n[From.GetTitledName];Mein Fürst,\nich möchte den Teutonischen Orden unterstützen, indem ich ihm eine Grafschaft übergebe, und hoffe auf Eure Zustimmung.\n\nEuer ergebener Vasall\n[From.GetTitledName];;Mi señor,\ndeseo apoyar a la Orden Teutónica otorgándole un condado y solicito vuestra aprobación.\n\nVuestro humilde vasallo,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA8721;I better leave this decision to my liege;Je ferais mieux de laisser cette décision à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige;Ich überlasse diese Entscheidung lieber meinem Lehnsherrn;;Mejor dejo esta decisión a mi señor;;;;;;;;;x
EVTOPTB8721;You have my blessing;Vous avez ma bénédiction;Ihr habt meinen Segen;;Tienes mi bendición;;;;;;;;;x
EVTOPTC8721;No land is to be ceded;Aucune terre ne sera cédée;Kein Land soll abgetreten werden;;Ninguna tierra será cedida;;;;;;;;;x
EVTDESC8722;My liege,\nMy vassal, [FromFrom.GetTitledName] wishes to support The Teutonic Order by grating them a county. I would of course not allow such an important decision without first seeking your approval.\n\nYour humble vassal,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady],\n[FromFrom.GetTitledName], mon vassal, souhaite soutenir l'Ordre teutonique en leur donnant un comté. Il est évident que je ne prendrai pas une décision aussi importante sans venir chercher votre accord.\n\nVotre humble vassal,\n[From.GetTitledName];Mein Fürst,\nmein Vasall [FromFrom.GetTitledName] möchte den Teutonischen Orden unterstützen, indem er ihm eine Grafschaft übergibt. Eine solch wichtige Entscheidung würde ich natürlich nicht gewähren, ohne zuerst Eure Zustimmung einzuholen.\n\nEuer ergebener Vasall\n[From.GetTitledName];;Mi señor,\nMi vasallo [From.GetTitledName] desea apoyar a la Orden Teutónica otorgándole un condado. Por supuesto, jamás permitiría tan importante decisión sin solicitar primero su aprobación.\n\nSu humilde vasallo,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA8722;Excelent proposal!;Excellente proposition !;Hervorragender Vorschlag!;;¡Excelente proposición!;;;;;;;;;x
EVTOPTB8722;I will not permit any ceding of land;Je ne permettrai aucune cession de terre;Ich werde keine Landabtretung gestatten;;No permitiré la cesión de ninguna tierra;;;;;;;;;x
EVTDESC8723;Your generous offer of grating a county to The Teutonic Order has met with my approval.\n[From.GetTitledName];Votre offre généreuse qui vise à donner un comté à l'Ordre Teutonique a ma bénédiction.\n[From.GetTitledName];Euer großzügiges Angebot, an den Teutonischen Orden eine Grafschaft abzutreten, findet meine Billigung.\n[From.GetTitledName];;Vuestra generosa oferta de otorgar un condado a la Orden Teutónica cuenta con mi aprobación.\n[From.GetTitledName] ;;;;;;;;;x
EVTOPTA8723;Then so it shall be!;Qu'il en soit ainsi !;So soll es sein!;;¡Entonces que así sea!;;;;;;;;;x
EVTDESC8724;I will not permit that you cede any territory to The Teutonic Order!\n[From.GetTitledName];Je ne permettrai pas que vous cédiez une terre à l'Ordre Teutonique !\n[From.GetTitledName];Ich werde es nicht gestatten, dass Ihr irgendwelches Land an den Teutonischen Orden abtretet!\n[From.GetTitledName];;¡No permitiré que se ceda ningún territorio a la Orden Teutónica!\n[From.GetTitledName];;;;;;;;;x
EVTOPTA8724;Then I will retract my offer;Je retirerai donc mon offre;Dann werde ich mein Angebot zurückziehen;;Entonces retiro mi oferta;;;;;;;;;x
EVTDESC8725;To the Great [Root.GetTitledFirstName],\nYour bravery is legendary. I wish to support you in your valiant struggle against the heathens, and hereby offer to transfer a County to the order.\n\nSigned,\n[From.GetTitledName];À l'éminent[Root.GetNoneE] [Root.GetTitledFirstName],\nVotre bravoure est légendaire. Je souhaite vous soutenir dans votre valeureuse lutte contre les païens, et vous offre par la présente la cession d'un Comté à l'Ordre.\n\nSigné,\n[From.GetTitledName];An den Großen [Root.GetTitledFirstName],\nEure Tapferkeit ist legendär. Ich möchte Euch in Eurem tapferen Kampf gegen die Heiden unterstützen und biete Eurem Orden hiermit eine Grafschaft an.\n\nGezeichnet,\n[From.GetTitledName];;Al gran [Root.GetTitledFirstName],\nVuestra valentía es legendaria. Deseo apoyaros en vuestra valiente campaña contra los paganos y por la presente os ofrezco un Condado para la orden.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
alert_truce_expiring_instant;§YTruces are Expiring§!;§YDes trêves expirent§!;§YWaffenstillstände laufen aus§!;;§YLas treguas van a expirar§!;;;;;;;;;x
alert_truce_expiring_delayed;The Following Truces are Expiring:$LIST$;Les trêves suivantes expirent : $LIST$;Die folgenden Waffenstillstände laufen aus:$LIST$;;Las siguientes treguas están expirando: $LIST$;;;;;;;;;x
alert_no_ambition_instant;§YPick an Ambition§!;§YChoisissez une ambition§!;§YWählt eine Ambition§!;;§YSelecciona una ambición§!;;;;;;;;;x
TOTAL_BONUS;(Total Bonus);(Bonus total);(Gesamter Bonus);;(Bonus total);;;;;;;;;x
LEVY_MULTIPLIER;Levy Multiplier: $VALUE$;Bonus de levée : $VALUE$;Aufgebot-Multiplikator: $VALUE$;;Multiplicador de reclutas: $VALUE$;;;;;;;;;x
TOTAL_LEVY;Total Levy: §Y$VALUE$§!;Levée totale : §Y$VALUE$§!;Lehnstruppen: §Y$VALUE$§!;;Reclutas totales: §Y$VALUE$§!;;;;;;;;;x
REALM_TREE;Realm Tree;Arbre hiérarchique;Hierarchiebaum des Reiches;;Árbol del Reino;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat the House of Godwin. On January 5th, 1066, Harold Godwinson became King of England. His father had spent much of the reign of King Canute building up the family power base and with the death of Edward the Confessor he was able to assume the throne. However, he wasn’t the only claimant... Harald of Norway and William of Normandy both also claimed the title and invaded. Harald was defeated and killed at the battle of Stamford Bridge, but Harold would later be defeated and killed (along with two of his brothers) by William at the battle of Hastings. With his death, the power of the House of Godwin collapsed and its lands were divided amongst the victorious Norman Lords who followed William.;Votre score est de $SCORE$ et vous pouvez le comparer avec celui de la Maison Godwin. Le 5 janvier 1066, Harold Godwinson devint Roi d'Angleterre. Son père passa l'essentiel du règne du Roi Canute à consolider le pouvoir de la famille. Avec la mort d'Édouard le Confesseur, il parvint à revendiquer le trône. Cependant, il n'était pas le seul prétendant, Harald de Norvège et Guillaume de Normandie prétendaient tous deux au trône et envahirent l'Angleterre. Harald fut vaincu et tué lors de la bataille de Stamford Bridge. Harold fut vaincu et tué plus tard par Guillaume lors de la bataille d'Hastings, ainsi que deux de ses frères. À sa mort, le pouvoir de la Maison Godwin s'effondra et ses terres furent partagées entre les seigneurs normands qui accompagnaient Guillaume.;Mit einer Punktzahl von $SCORE$ seid Ihr dabei $FAILED$, das Haus Godwin zu besiegen. Am 5. Januar 1066 wurde Harold Godwinson zum König von England. Sein Vater hatte den Großteil der Herrschaft König Canutes darauf verwendet, die Machtbasis der Familie aufzubauen, und mit dem Tod von Eduard dem Bekenner war es ihm möglich, den Thron zu besteigen. Er war jedoch nicht der einzige Anwärter, Harald of Norway und William of Normandy beanspruchten beide ebenfalls den Titel und marschierten ein. Harald wurde in der Schlacht von Stamford Bridge besiegt und getötet, Harold jedoch wurde später (zusammen mit zwei seiner Brüder) in der Schlacht von Hastings durch William besiegt und getötet. Mit seinem Tod brach die Macht des Hauses Godwin zusammen und seine Ländereien wurden unter den siegreichen normannischen Lordschaften aufgeteilt, die William gefolgt waren.;;Con un resultado de $SCORE$, has $FAILED$ en tu batalla contra la Casa de Godwin. El 5 de enero de 1066, Harold Godwinson se convirtió en rey de Inglaterra. Su padre había pasado gran parte del reinado del rey Canuto construyendo la base de poder de la familia y a la muerte de Eduardo el Confesor fue capaz de asumir el trono. Sin embargo, no fue el único reclamante, Harald de Noruega y Guillermo de Normandía también anhelaban el título y le invadieron. Harald fue derrotado y asesinado en la batalla de Stamford Bridge, pero Harold luego sería derrotado y asesinado (junto con dos de sus hermanos) por William en la batalla de Hastings. Con su muerte, el poder de la Casa de Godwin se derrumbó y la tierra se dividió entre los victoriosos señores normandos que seguían a William.;;;;;;;;;x
EVTOPTA38020;There are fat bishops, seize them!;Des évêques obèses, arrêtez-les !;Dort sind fette Bischöfe, ergreift sie!;;¡Son unos obispos gordos, sítialos!;;;;;;;;;x
TOURNAMENTTITLE;Grand Tournament;Grand tournoi;Großes Turnier;;Gran Torneo;;;;;;;;;x
EVTDESC70034;[From.GetTitledName] has been crowned the winner of my grand tournament.;[From.GetTitledName] a été couronné Champion du grand tournoi.;[From.GetTitledName] wurde zum Sieger meines großen Turniers gekrönt.;;¡[From.GetTitledName] ha sido coronado como ganador de mi Gran Torneo!;;;;;;;;;x
EVTOPTA70034;[From.GetSheHeCap] truly deserves it!;C'est amplement mérité !;[From.GetSheHeCap] hat es wahrlich verdient!;;¡[From.GetSheHeCap] de verdad se lo merece!;;;;;;;;;x
EVTDESC70035;[From.GetTitledName]'s bravery won [From.GetHerHim] second place in my grand tournament.;La bravoure de [From.GetTitledName] lui a valu la seconde place de mon grand tournoi.;[From.GetTitledName]s Tapferkeit hat [From.Getihmihr] den zweiten Platz im großen Turnier eingebracht.;;La valentía de [From.GetTitledName] le ha hecho ganar el segundo puesto en mi Gran Torneo.;;;;;;;;;x
EVTOPTA70035;A most valiant performance!;Une vaillante performance !;Eine höchst wackere Darbietung!;;¡Una actuación más que valiente!;;;;;;;;;x
EVTDESC70036;[From.GetTitledName] fought [From.GetHerHis] way to the third place in my grand tournament.;[From.GetTitledName] a combattu jusqu'à atteindre la troisième place de mon grand tournoi.;[From.GetTitledName] hat sich [From.GetHerHis]en dritten Platz im großen Turnier erkämpft.;;[From.GetTitledName] se ha abierto camino hasta el tercer puesto en mi Gran torneo;;;;;;;;;x
EVTOPTA70036;And fought hard [From.GetSheHe] did.;Et le combat fut âpre pour en arriver là.;Und wahrlich hart hat [From.GetSheHe] darum gekämpft.;;Y [From.GetSheHe] luchó duramente.;;;;;;;;;x
EVTDESC70037;The grand tournament of [From.GetTitledName] has been cancelled due to war.;Le grand tournoi de [From.GetTitledName] a été annulé à cause de la guerre.;Das große Turnier von [From.GetTitledName] wurde wegen des Krieges abgesagt.;;El Gran Torneo de [From.GetTitledName] se ha cancelado debido a la guerra.;;;;;;;;;x
EVTOPTA70037;Then my bravery will be shown in battle!;Ma bravoure sera donc pour la bataille !;Dann werde ich meine Tapferkeit im Kampf beweisen!;;¡Entonces mi valentía se demostrará en combate!;;;;;;;;;x
EVTDESC70038;My liege! Your guest [From.GetTitledName] has tragically been killed during the tournament!;M[Root.GetOnA][Root.GetLordLady] ! [From.GetTitledName] est mort[From.GetNoneE] tragiquement lors du tournoi !;Mein Fürst! Euer Gast [From.GetTitledName] wurde tragischerweise während des Turniers getötet!;;¡Mi señor! ¡Su huésped [From.GetTitledName] ha sido trágicamente asesinado durante el torneo!;;;;;;;;;x
EVTOPTA70038;Most unfortunate;Quelle malchance;Höchst bedauerlich;;El más desafortunado;;;;;;;;;x
EVTOPTB70038;Don't bother me with such details!;Passez sur les détails futiles !;Langweile mich nicht mit solchen Details!;;¡No me moleste con tales detalles!;;;;;;;;;x
EVTDESC70039;My liege! Your guest [From.GetTitledName] has tragically been maimed during the tournament!;M[Root.GetOnA][Root.GetLordLady] ! [From.GetTitledName] a été gravement blessé[From.GetNoneE] lors du tournoi !;Mein Fürst! Euer Gast [From.GetTitledName] wurde tragischerweise während des Turniers verkrüppelt!;;¡Mi señor! ¡Su huésped [From.GetTitledName] ha sido trágicamente mutilado durante el torneo!;;;;;;;;;x
EVTDESC70040;My liege! Your guest [From.GetTitledName] has tragically been wounded during the tournament!;M[Root.GetOnA][Root.GetLordLady] ! [From.GetTitledName] a été blessé[From.GetNoneE] lors du tournoi !;Mein Fürst! Euer Gast [From.GetTitledName] wurde tragischerweise während des Turniers verwundet!;;¡Mi señor! ¡Su huésped [From.GetTitledName] ha sido trágicamente herido durante el torneo!;;;;;;;;;x
opinion_tournament_participant;Held Grand Tournament;Organisateur du grand tournoi;Hat ein großes Turnier abgehalten;;El Gran Torneo se ha celebrado;;;;;;;;;x
opinion_tournament_winner;Winner of Grand Tournament;Gagnant du grand tournoi ;Gewinner des großen Turniers;;Ganador del Gran Torneo;;;;;;;;;x
opinion_tournament_second_place;Second Place in Grand Tournament;Deuxième du grand tournoi ;Zweiter Platz im großen Turnier;;Segundo puesto en el Gran Torneo;;;;;;;;;x
opinion_tournament_third_place;Third Place in Grand Tournament;Troisième du grand tournoi ;Dritter Platz im großen Turnier;;Tercer puesto en el Gran Torneo;;;;;;;;;x
EVTDESC70012;We advanced forth into the Melee, but then I saw our foes and suddenly my bowels loosened and guts turned to water. My comrades all looked on me in disgust.;Nous nous jetâmes dans la mêlée, mais je vis nos ennemis et mes tripes se retournèrent soudainement. Tous mes camarades me regardèrent avec dégoût.;Wir waren gerade in den Nahkampf eingetreten, aber dann habe ich unsere Gegner gesehen, und plötzlich drehte sich mir der Magen um und ich musste mich übergeben. Meine Kameraden schauten mich alle voller Abscheu an. ;;Avanzamos adelante en el cuerpo a cuerpo, pero entonces vi a nuestros enemigos y de repente me flojearon las piernas y se me hicieron las tripas agua. Todos mis camaradas me miraron disgustados.;;;;;;;;;x
EVTDESC923;During my mission to oversee constructions in [Root.Location.GetName] I happened to meet a Master Builder. He had a vast experience and was more than happy to teach me many things about constructing buildings.;Lors de ma mission consistant à superviser les constructions à [Root.Location.GetName], je rencontrai un maître-bâtisseur. Il avait une grande expérience et fut plus que ravi de m'apprendre moultes choses sur la construction des édifices.;Während der Mission, die Bauarbeiten in [Root.Location.GetName] zu beaufsichtigen, traf ich zufällig einen Meisterarchitekten. Er hatte große Erfahrung und hat mir mit Freude viel Neues über den Gebäudebau beigebracht.;;Durante mi misión para supervisar las construcciones en [Root.Location.GetName] me encontré con un Maestro Constructor. Tenía extensa experiencia y me enseñó con agrado muchas cosas sobre la construcción de edificios.;;;;;;;;;x
EVTOPTA923;This will further my career;Cela propulsera ma carrière.;Dies wird meine Karriere vorantreiben;;Esto mejorará mi carrera;;;;;;;;;x
EVTDESC20230;My liege, the construction work being done in [From.Location.GetName] is coming along well under the meticulous eyes of a Master Builder, who has taken me under his wing and is teaching me all he knows about constructing buildings. This knowledge will greatly help me in my work.\n\nYour humble Steward,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], les constructions à [From.Location.GetName] vont bon train sous le regard avisé d'un maître-bâtisseur qui m'a pris sous son aile, m'apprenant tout ce qu'il sait sur l'art de bâtir. Ses connaissances m'aideront grandement.\n\nVotre humble intendant,\n[From.GetTitledName];Mein Lehnsherr, die Arbeiten in [From.Location.GetName] schreiten unter den Argusaugen eines Meisterarchitekten gut voran, welcher mich unter seine Fittiche genommen hat und mir alles, was er über den Gebäudebau weiß, beibringt. Dieses Wissen wird mir bei meiner Arbeit sehr hilfreich sein.\n\nEuer ergebener Verwalter,\n[From.GetTitledName];;Mi señor, el trabajo de construcción en [From.Location.GetName] se desarrolla sin problemas ante los meticulosos ojos de [From.GetFirstName], maestro de obras, que me ha acogido bajo su manto y me está enseñando todo lo que [Root.GetSheHe] sabe sobre construcción. Este conocimiento será de gran ayuda en mi trabajo.\n\nSu humilde [Root.GetTreasurerName],\n[From.GetTitledName];;;;;;;;;x
EVTDESC80057;Feeling little loyalty to their previous far off ruler, the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!;Se sentant légèrement loyaux envers leur précédent souverain, les paysans rebelles de [FromFrom.GetName] se sont enfuis et ont prêté allégeance à [From.County.Holder.GetTitledName] !;Ohne große Loyalität gegenüber ihrem vorherigen, weit entfernten Herrscher, sind die rebellischen Bauern von [FromFrom.GetName] übergelaufen und haben [From.County.Holder.GetTitledName] ihre Treue geschworen!;;La lealtad al lejano gobernante se ha debilitado. ¡Los rebeldes del ejército de [From.GetName] han desertado y jurado lealtad a [From.County.Holder.GetTitledName]!;;;;;;;;;x
EVTDESC80062;Feeling little loyalty to their previous far off ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!;Se sentant légèrement loyaux envers leur précédent souverain, les paysans rebelles de [Root.GetName] se sont enfuis et ont prêté allégeance à un autre souverain !;Ohne große Loyalität gegenüber ihrem vorherigen, weit entfernten Herrscher, sind die rebellischen Bauern von [Root.GetName] übergelaufen und haben einem anderen Herrscher ihre Treue geschworen!;;La lealtad al lejano gobernante se ha debilitado. ¡Los rebeldes del ejército [FromFrom.GetName] han desertado y jurado lealtad a otro gobernante!;;;;;;;;;x
EVTDESC60020;My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Catholic faith!;Mon seigneur, le grand [Root.GetTitledName] et tous ses vassaux se sont convertis au catholicisme !;Mein Fürst, der große [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den katholischen Glauben angenommen!;;¡Mi señor, el gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Cristiana!;;;;;;;;;x
EVTDESC60021;My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Orthodox faith!;Mon seigneur, le grand [Root.GetTitledName] et tous ses vassaux se sont convertis à l'orthodoxie !;Mein Fürst, der große [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den orthodoxen Glauben angenommen!;;¡Mi señor, el gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Ortodoxa!;;;;;;;;;x
EVTDESC60022;My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Sunni faith!;Mon seigneur, le grand [Root.GetTitledName] et tous ses vassaux se sont convertis au sunnisme !;Mein Fürst, der große [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den sunnitischen Glauben angenommen!;;¡Mi señor, el gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Sunita!;;;;;;;;;x
EVTDESC60023;My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!;Mon seigneur, le grand [Root.GetTitledName] et tous ses vassaux se sont convertis au chiisme !;Mein Fürst, der große [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den schiitischen Glauben angenommen!;;¡Mi señor, el gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Chiita!;;;;;;;;;x
EVTTOOLTIP5025;The apple of [Root.GetTitledFirstName]'s eye;La prunelle des yeux de [Root.GetTitledFirstName];[Root.GetTitledFirstName]s Augapfel;;La niña de los ojos de [Root.GetTitledFirstName];;;;;;;;;x
EVTDESC72086;I was startled when [From.GetTitledName] pulled me aside for a private conversation during the feast. [From.GetTitledName] carefully explained that [From.GetSheHe] felt one of my titles rightfully belonged to [From.GetHerHim].;Je fus surpris lorsque [From.GetTitledName] me pris en aparté pendant la fête. [From.GetTitledName] m'expliqua calmement que l'un de mes titres lui appartenait de droit.;Ich war überrascht, als [From.GetTitledName] mich während des Gelages für ein Privatgespräch zur Seite nahm. [From.GetTitledName] erklärte vorsichtig, dass [From.GetSheHe] der Auffassung sei, einer meiner Titel gehöre rechtmäßig [From.Getihmihr].;;Me sobresalté cuando [From.GetTitledName] me apartó para hablar conmigo en privado durante el banquete. [From.GetTitledName] me explicó cuidadosamente que [From.GetSheHe] sentía que uno de mis títulos le correspondía por derecho.;;;;;;;;;x
EVTTOOLTIP72087;[Root.GetTitledFirstName] grants [This.GetTitledFirstName] the title [This.GetSheHe] wants;[Root.GetTitledFirstName] octroie à [This.GetTitledFirstName] le titre convoité;[Root.GetTitledFirstName] gewährt [This.GetTitledFirstName] den Titel, den [This.GetSheHe] wünscht;;[Root.GetTitledFirstName] otorga a [This.GetTitledFirstName] el título que desea.;;;;;;;;;x
EVTDESC72089;The feast was great, until the guards grabbed me and threw me into [From.GetTitledFirstName]'s dungeon! The greedy [From.GetTitledFirstName] might think I would willingly give [From.GetHerHim] the title [From.GetSheHe] wants for my freedom, but I'll prove [From.GetTitledFirstName] I am stronger than [From.GetSheHe] thinks!;La fête était grandiose, jusqu'à ce que les gardes me saisissent et me jetèrent dans le donjon de [From.GetTitledFirstName] ! L'avide [From.GetTitledFirstName] pensait peut-être que je lui donnerais mon titre contre ma liberté, mais je lui prouverai qu'il ne faut pas me sous-estimer !;Das Gelage war großartig, bis die Wachen mich ergriffen und mich in [From.GetTitledFirstName]s Kerker warfen! Voll Gier scheint [From.GetTitledFirstName] zu glauben, dass ich [From.Getihmihr] willentlich den Titel, den [From.GetSheHe] wünscht, gegen meine Freiheit eintausche, aber ich werde [From.GetTitledFirstName] beweisen, dass ich stärker bin, als [From.GetSheHe] glaubt!;;El banquete era genial ¡hasta que los guardias me agarraron y me metieron en el calabozo de [From.GetTitledFirstName]! El codicioso [From.GetTitledFirstName] pensaría que estoy dispuesto a darle el título que [From.GetSheHe] quiere a cambio mi libertad, ¡pero le demostraré [From.GetTitledFirstName] que soy más fuerte de lo que piensa!;;;;;;;;;x
EVTOPTA72089;The title will never be yours!;Le titre ne sera jamais vôtre !;Dieser Titel wird niemals Euch gehören!;;¡El título jamás será tuyo!;;;;;;;;;x
EVTOPTB72089;Wait... I'll give you the title, just let me out!;Attendez... Je vous donnerai mon titre, mais laissez-moi sortir !;Wartet ... Ich gebe Euch den Titel, lasst mich nur hier raus!;;Espera... Te daré el título, ¡pero déjame marchar!;;;;;;;;;x
EVTOPTA69058;Why does [Root.job_spiritual.GetSheHe] disappoint every time I try to trust [Root.job_spiritual.GetHerHim]?;Pourquoi me déçoit-[Root.job_spiritual.GetIlElle] à chaque fois que j'essaye de lui faire confiance ?;Warum enttäuscht [Root.job_spiritual.GetSheHe] jedes Mal mein Vertrauen?;;¿Por qué [Root.job_spiritual.GetSheHe] me decepciona cada vez que intento confiar en [Root.job_spiritual.GetSheHe]?;;;;;;;;;x
MAPMODE_RELIGION_DESC;This map mode shows the spread of all religions.;Ce mode de carte montre l'influence de toutes les religions;Dieser Kartenmodus zeigt die Ausbreitung aller Religionen.;;Este modo del mapa muestra la expansión de todas las regiones;;;;;;;;;x
#convert_to_parent_religion;Convert to Parent Religion;;Zur übergeordneten Religion konvertieren;;Convertirse a la Religión Primaria;;;;;;;;;x
convert_to_parent_religion_desc;I will rejoin the one true faith.;Je vais rejoindre la seule vraie foi.;Ich werde mich wieder dem einzig wahren Glauben anschließen.;;Un día me reuniré con la única y verdadera fe.;;;;;;;;;x
tut_6a_24;The different outcomes of a war will be discussed in the intermediate war tutorial. Since you haven't won anything yet, demanding they surrender won't work. Offer a white peace or your surrender to end this part.;Les différentes issues d'une guerre seront traitées dans le didacticiel de guerre intermédiaire. Étant donné que vous n'avez rien gagné jusqu'à présent, exiger la reddition ne marchera pas. Proposez une paix blanche ou votre reddition afin de terminer cette partie.;Die verschiedenen Ausgänge eines Krieges werden im fortgeschrittenen Kriegstutorial erörtert. Da Ihr bisher noch nichts gewonnen habt, wird es nicht funktionieren, vom Gegner die Kapitulation zu verlangen. Bietet ihnen ein "Informelles Friedensangebot" oder Eure Kapitulation an, um diesen Teil mit "Senden" zu beenden.;;Los diversos resultados de la guerra se discutirán en el tutorial intermedio de guerra. Como no has ganado nada, exigirles que se rindan no funcionará. Ofrece bandera blanca o ríndete para finalizar esta parte.;;;;;;;;;x
LOST_PLAYER;$NAME$ has dropped...;$NAME$ a abandonné...;$NAME$ hat die Verbindung verloren ...;;$NAME$ ha caído...;;;;;;;;;x
SAFE_RAISE;§GHold §YControl§G when you click to avoid raising levies where there are hostile armies§!;§GMaintenir §YCtrl§G en cliquant pour ne pas mobiliser de troupes dans les provinces où des ennemis sont présents§!;§GHalte §YStrg§G gedrückt, wenn du klickst, um nicht in Provinzen auszuheben, in denen sich Feinde befinden.§!;;Mantén pulsado §YControl§! mientras haces clic para no crecer en provincias con enemigos;;;;;;;;;x
DIPLO_ALREADY_CONSIDERING;§Y$NAME$§! is currently considering a $INTERACTION$ offer from us;§Y$NAME$§! réfléchit actuellement à ce que nous lui avons proposé : $INTERACTION$;§Y$NAME$§! zieht derzeit unser Angebot über §Y$INTERACTION$§! in Betracht;;§Y$NAME$§! está actualmente considerando una oferta de $INTERACTION$ nuestra;;;;;;;;;x
DIPLO_ALREADY_CONSIDERING_DAYS;, we are expecting an answer in §Y$DAYS$§! days;, nous attendons une réponse dans §Y$DAYS$§! Jours;, wir erwarten eine Antwort in §Y$DAYS$§! Tagen;;, esperamos una respuesta en §Y$DAYS$§! días.;;;;;;;;;x
STORE_USERNAME;Username:;Nom d'utilisateur : ;Benutzername: ;;Usuario:;;;;;;;;;x
STORE_PASSWORD;Password:;Mot de passe : ;Passwort:;;Contraseña:;;;;;;;;;x
