#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
SPAWN_UNIT_EFFECT_MAINTENANCE_FREE;Maintenance Free;Entretien gratuit;Unterhaltsfrei;;Sin necesidad de mantenimiento;;;;;;;;;x
SPAWN_UNIT_EFFECT_NON_REINFORCING;Non Reinforcing;Ne se renforce pas;Erhält keine Verstärkung;;Sin refuerzo;;;;;;;;;x
SPAWN_UNIT_EFFECT_FORCED_LOOTING;These troops will always be raiding.;L'unique activité de ces troupes est le pillage.;Diese Truppen befinden sich immer auf Plünderung.;;Estas tropas siempre asaltarán.;;;;;;;;;x
TOGGLE_LOOTER_FAIL_FORCED_LOOT; Unit is not forced to raid;  L'unité n'est pas contrainte de piller;  Einheit ist nicht gezwungen zu plündern.;;Unidad no se ve obligada a atacar;;;;;;;;;x
HorseLordsDLC;Horse Lords;Seigneurs de cavalerie (Horse Lords);Horse Lords;;Jinetes;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_TITLE;Settle Adventurer;Établir un aventurier;Abenteurer ansiedeln;;Instalar aventurero;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_DESC;Grant a landed title and settle the adventurer;Accordez un titre foncier et établissez l'aventurier;Der Person Land und Titel verleihen, damit sie sesshaft wird.;;Conceder un titulo de la propiedad de la tierra e instalarse al aventurero.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_LONG_DESC;Grant one of your landed titles to settle an adventurer. This will significantly improve their opinion of you. Settling an adventurer will stop them from raiding you, and the adventurer will also prevent other raiders from attacking for a long time.;Accordez l'un de vos titres fonciers pour établir un aventurier. Cela augmentera considérablement l'opinion qu'il se fait de vous. Établir un aventurier le contraint à cesser de vous piller et il empêchera aussi les autres pilleurs de vous attaquer pendant un certain temps.;Ihr könnt dem Abenteurer einen Eurer Titel verleihen, wodurch sich seine Meinung in Bezug auf Euch deutlich verbessert. Ein sesshaft gewordener Abenteurer stellt seine Plünderzüge ein und seine Anwesenheit sorgt außerdem dafür, dass Raubzüge anderer Abenteurer lange ausbleiben.;;Conceder uno de tus títulos de propiedad de la tierra para instalar a un aventurero. Esto mejorará significativamente su opinión de ti. Instalar a un aventurero le impedirá asaltarte y el aventurero también evitará que otros asaltantes te ataquen durante mucho tiempo.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_0;Select a title to grant to §Y[Recipient.GetTitledFirstName]§W.;Sélectionnez un titre à accorder à §Y[Recipient.GetTitledFirstName]§W.;Einen Titel für §Y[Recipient.GetTitledFirstName]§W auswählen.;;Selecciona un título para concedérselo a §Y[Recipient.GetTitledFirstName] §W.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_1;Grant the §Y[ThirdPartyTitle.GetFullName]§W to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§W.;Accordez le titre de §Y[ThirdPartyTitle.GetFullName]§W à §Y[Recipient.GetTitledFirstName]§W, ce qui augmentera l'opinion qu'il se fait de vous de §G$OPINION$§W.;§Y[Recipient.GetTitledFirstName]§W den Titel §Y[ThirdPartyTitle.GetFullName]§W verleihen. Dies erhöht [Recipient.GetPossPronoun]e Meinung von Euch um §G$OPINION$§W.;;Concede el título de §Y[ThirdPartyTitle.GetFullName] §W a §Y[Recipient.GetTitledFirstName] §W e incrementa [Recipient.GetPossPronoun] opinión de ti en §G$OPINION$§W.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_2;The capital will change from §Y$CURRENT$§W to §Y$NEW$§W.;La capitale sera transférée de §Y$CURRENT$§W à §Y$NEW$§W.;Die Hauptstadt wechselt von §Y$CURRENT$§W nach §Y$NEW$§W.;;La capital pasará de ser §Y$CURRENT$§W a §Y$NEW$§W.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_3;Vassals going with the grant: ;Vassaux inclus avec le titre :  ;Von der Vergabe betroffene Vasallen: ;;Vasallos incluidos en la concesión:;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_4;[Player.Religion.GetPietyName] from temple grant: §G$PIETY$§!.;[Player.Religion.GetPietyName] de concession de temple : §G$PIETY$§!.;[Player.Religion.GetPietyName] durch Tempelvergabe: §G$PIETY$§!.;;[Player.Religion.GetPietyName] por concesión de templo: §G$PIETY$§!.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_5;§RMaking [Recipient.GetObjectPronoun] a $TITLE$ will disqualify [Recipient.GetObjectPronoun] from the succession!§!;§RLui accorder à un titre de $TITLE$ l'évincera de la succession !§!;§RDie Ernennung von [Recipient.GetObjectPronoun] zum $TITLE$ wird [Recipient.GetObjectPronoun] von der Erbfolge ausschließen!§!;;§R¡Concediendo a [Recipient.GetObjectPronoun] un título de $TITLE$, lo dejarás fuera de la sucesión!§!;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_ACCEPT_SETUP;Offer to Settle Adventurer Accepted;Offre d'établissement d'un aventurier acceptée;Das Angebot, sich niederzulassen, wurde akzeptiert;;Oferta de instalar al aventurero aceptada;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W settled the adventurer §Y[Recipient.GetBestName]§W by giving [Recipient.GetHerHim] the [ThirdPartyTitle.GetFullName].;§Y[Actor.GetBestName]§W a établi l'aventurier §Y[Recipient.GetBestName]§W en lui donnant le titre de [ThirdPartyTitle.GetFullName].;Der Abenteurer §Y[Recipient.GetBestName]§W erhielt von §Y[Actor.GetBestName]§W den Titel [ThirdPartyTitle.GetFullName] und ist nun sesshaft geworden.;;§Y[Actor.GetBestName] §W instaló al aventurero §Y[Recipient.GetBestName] §W dando[Recipient.GetHerHim] el [ThirdPartyTitle.GetFullName] .;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_6;Grant the §Y[ThirdPartyTitle.GetFullName]§W and all titles under it to §Y[Recipient.GetTitledFirstName]§W, increasing [Recipient.GetPossPronoun] opinion of you by §G$OPINION$§W.;Octroie le titre de §Y[ThirdPartyTitle.GetFullName]§W et tous les titres inférieurs à §Y[Recipient.GetTitledFirstName]§W, augmente son opinion envers vous de §G$OPINION$§W.;Der Titel §Y[ThirdPartyTitle.GetFullName]§W und alle damit verbundenen Titel werden §Y[Recipient.GetTitledFirstName]§W gewährt, was [Recipient.GetPossPronoun]e Meinung von Euch um §G$OPINION$§W verbessert.;;Conceder el §Y[ThirdPartyTitle.GetFullName] §W y todos los títulos por debajo a §Y[Recipient.GetTitledFirstName] §W. Esto incrementará [Recipient.GetPossPronoun] opinión acerca de ti en §G$OPINION$§W.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_7;Decadence lost from grant to dynasty member: §G$DECADENCE$%§! (the effect is relative to the dynasty's current Decadence.);Décadence perdue due aux terres accordées aux membres de ma dynastie : §G$DECADENCE$%§! (l'effet est relatif à la décadence actuelle de la dynastie);Dekadenzreduzierung durch Titelverleihung an Dynastiemitglied: §G$DECADENCE$%§! (der Effekt ist relativ zur aktuellen Dekadenz der Dynastie).;;Perdida de Decadencia por conceder un título a un familiar: §G$DECADENCE$%§! (el efecto es relativo a la Decadencia actual de la dinastía);;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_9;Settling an adventurer will significantly reduce the risk of further raid attempts against you for a long time.;Établir un aventurier réduira considérablement le risque de tentative de pillage contre vous pour un certain temps.;Durch einen sesshaft gewordenen Abenteurer lässt sich das Risiko weiterer Plünderzüge gegen Euch deutlich und langfristig verringern.;;Instalar a un aventurero reducirá significativamente el riesgo de más intentos de ataque contra ti durante mucho tiempo.;;;;;;;;;x
IS_ALLOWED_TO_LOOT;Is allowed to raid;A le droit de piller;Darf plündern;;Se le permite asaltar;;;;;;;;;x
CANNOT_DESTROY_DURING_WAR;Cannot destroy contested title during war;Impossible de détruire le titre contesté pendant la guerre;Solange ein Krieg um den Titel geführt wird, kann er nicht zerstört werden.;;No se puede destruir un título impugnado durante la guerra;;;;;;;;;x
NOT_IS_ALLOWED_TO_LOOT;Is NOT allowed to raid;N'a pas le droit de piller;Darf NICHT plündern;;NO se permite asaltar;;;;;;;;;x
settled_adventurer;Settled Adventurer;Aventurier établi;Sesshafter Abenteurer;;Aventurero instalado;;;;;;;;;x
#desc_settled_adventurer;This county have been settled by a raiding adventurer and can not be raided.;Un aventurier s'est établi dans ce comté, il ne peut donc pas être pillé.;In dieser Provinz hat sich ein Plündererabenteurer angesiedelt. Sie kann nicht geplündert werden.;;Esta provincia ha sido habitada por un aventurero asaltante y no puede ser atacada.;;;;;;;;;x
LOOTING_SETTLED_ADVENTURER;This county has recently been settled by a raider adventurer.;Un aventurier pilleur s'est récemment établi dans ce comté.;Diese Provinz wurde kürzlich von einem Plündererabenteurer besiedelt.;;Esta provincia ha sido recientemente habitada por un aventurero asaltante.;;;;;;;;;x
TOGGLE_LOOTER_FAIL_FORCED_NOT_LOOT; Unit is allowed to raid;  Cette unité est autorisée à piller.;  Einheit darf plündern;;Unidad autorizada a asaltar;;;;;;;;;x
SPAWN_UNIT_EFFECT_FORCED_NOT_LOOTING;These troops cannot raid.;Ces troupes ne peuvent pas piller.;Diese Truppen können nicht plündern.;;Estas tropas no pueden asaltar.;;;;;;;;;x
SPAWN_UNIT_EFFECT_LOOTING;These troops will start off as raiders.;Ces troupes débuteront leur activité par le pillage.;Diese Truppen starten als Plünderer.;;Estas tropas comenzarán como invasores.;;;;;;;;;x
tut_0a_6;Click the portrait. All characters have a view like this. This is the King of Scotland, and here you can see that his parents and grandparents are dead. He has three children and three siblings.;Cliquez sur le portrait. Tous les personnages ont un écran comme celui-ci. Vous avez devant vous le roi d'Écosse et cet écran vous indique que ses parents et ses grands-parents sont morts. Il a trois enfants et trois frères.;Klickt auf das Porträt. Jeder Charakter hat einen Bildschirm wie diesen. Dies ist der König von Schottland und wie Ihr hier seht, sind seine Eltern und seine Großeltern tot. Er hat drei Kinder und drei Geschwister.;;Haz clic en el retrato. Todos los personajes tienen una vista como esta. Este es el Rey de Escocia, y aquí se puede ver que sus padres y abuelos están muertos. Tiene tres hijos y tres hermanos.;;;;;;;;;;
REALM_LEVY_DIFF_LOWER_THAN;Current realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence d'impôt du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Aktuelle Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! geringer als §Y$VAL$§!;;Reclutamiento actual del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§! Menor que §Y$VAL$§!;;;;;;;;;x
REALM_LEVY_DIFF_AT_LEAST;Current realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence d'impôt du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est au moins de §Y$VAL$§!;Aktuelle Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! mindestens §Y$VAL$§!;;Reclutamiento actual del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§! por lo menos §Y$VAL$§!;;;;;;;;;x
MAX_REALM_LEVY_DIFF_LOWER_THAN;Maximum realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence d'impôt maximale du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Maximale Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! geringer als §Y$VAL$§!;;Reclutamiento máximo del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§! por lo menos §Y$VAL$§!;;;;;;;;;x
MAX_REALM_LEVY_DIFF_AT_LEAST;Maximum realm levy difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence d'impôt maximale du royaume entre §Y$FIRST$§! et §Y$SECOND$§! est au moins de §Y$VAL$§!;Maximale Differenz der Lehnstruppen zwischen §Y$FIRST$§! und §Y$SECOND$§! mindestens §Y$VAL$§!;;Reclutamiento máximo del reino, diferencia entre §Y$FIRST$§! y §Y$SECOND$§!por lo menos §Y$VAL$§!;;;;;;;;;x
REALM_LEVY_LESS;Current realm levies less than ?$VAL$?;Nombre actuel de levées de troupes dans le pays inférieur à §Y$VAL$§!;Aktuelle Zahl der Lehnstruppen des Reichs geringer als ?$VAL$?;;Reclutamiento actual del reino menos de ?$VAL$?;;;;;;;;;x
REALM_LEVY_LEAST;Current realm levies at least ?$VAL$?;Nombre actuel de levées de troupes dans le pays égal ou supérieur à §Y$VAL$§!;Aktuelle Zahl der Lehnstruppen des Reichs mindestens ?$VAL$?;;Reclutamiento actual del reino por lo menos ?$VAL$?;;;;;;;;;x
MAX_TROOP_STRENGTH_LESS;Maximum realm levies less than ?$VAL$?;Nombre actuel de levées de troupes dans le pays inférieur à §Y$VAL$§!;Maximum der Lehnstruppen des Reichs geringer als ?$VAL$?;;Reclutamiento máximo del reino menos que ?$VAL$?;;;;;;;;;x
MAX_TROOP_STRENGTH_LEAST;Maximum realm levies at least ?$VAL$?;Nombre actuel de levées de troupes dans le pays égal ou supérieur à §Y$VAL$§!;Maximum der Lehnstruppen des Reichs mindestens ?$VAL$?;;Reclutamiento máximo del reino por lo menos ?$VAL$?;;;;;;;;;x
ANY_UNIT;Any Unit;N'importe quelle unité;Beliebige Einheit;;Cualquier unidad;;;;;;;;;x
ALL_UNITS;All Units;Toutes les unités;Alle Einheiten;;Todas las unidades;;;;;;;;;x
IS_SEAFARER;Is seafarer;Est un marin;Ist Seefahrer;;Es navegante;;;;;;;;;x
NOT_IS_SEAFARER;Is NOT seafarer;N'est pas un marin;Ist KEIN Seefahrer;; No es navegante;;;;;;;;;x
IS_ISLAND;Is an island;Est une île;Ist eine Insel;;Es una isla;;;;;;;;;x
NOT_IS_ISLAND;Is NOT an island;N'est pas une île;Ist KEINE Insel;; No es una isla;;;;;;;;;x
DYNAMIC_MERCENARY_COMPANY;[Root.GetFirstName]'s [Root.Culture.GetName] Band;Bande [Root.Culture.GetName] de [Root.GetFirstName];[Root.Culture.GetName]er Trupp von [Root.GetFirstName];;Compañía de [Root.GetFirstName] el/la [Root.Culture.GetName] ;;;;;;;;;x
create_mercenary_company;Send Away as Mercenary;Envoyer en tant que mercenaire;Als Söldner fortschicken;;Envía como mercenario;;;;;;;;;x
create_mercenary_company_desc;Send §Y[Root.GetFirstName]§! away to seek experience, fame and fortune as a mercenary, taking some soldiers from your current levy with [Root.GetHerHim] as a starting force. You will be able to recall [Root.GetHerHim] to §Y[From.Capital.GetName]§! at any time, and hopefully by then [Root.GetSheHe] will have brought honor to your dynasty by amassing a suitably impressive amount of gold and prestige.;Envoyez §Y[Root.GetFirstName]§! en mission pour gagner expérience, gloire et fortune en tant que mercenaire, plus quelques soldats de vos troupes avec [Root.GetLuiElle] comme force de base. Vous pourrez [Root.GetLeLa] rappeler à §Y[From.Capital.GetName]§! à n'importe quel moment. Espérons qu'alors, [Root.GetIlElle] aura honoré votre dynastie en amassant une somme impressionnante d'or et de prestige.;Mit einigen Soldaten Eurer Lehnstruppen wird [Root.GetFirstName] fortgeschickt, um sich als Söldner zu verdingen und zu Ruhm, Erfahrung und Reichtum zu gelangen. Ihr könnt [Root.GetHerHim] jederzeit zurück nach [From.Capital.GetName] beordern und im Idealfall wird [Root.GetSheHe] bei der Rückkehr eine stattliche Menge an Gold und Prestige nach Hause bringen, die Eurer Dynastie zur Ehre gereichen werden.;;Manda a §Y[Root.GetFirstName]§! a buscar experiencia, fama y fortuna como mercenario, dejando que [Root.GetHerHim] se lleve algunos soldados de tu leva actual como fuerza inicial. Serás capaz de llamar[Root.GetHerHim] a §Y[From.Capital.GetName]§! en cualquier mom;;;;;;;;;x
maintaining_mercenary_band;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;;;;;;;;;x
desc_maintaining_mercenary_band;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;;;;;;;;;x
ANY_MERCENARY_BAND_STARTS;Any mercenary band;N'importe quelle bande de mercenaires;Beliebiger Söldnertrupp;;Cualquier compañía mercenaria;;;;;;;;;x
TRIGGER_BAND_CREATOR;Band creator;Créateur d'une bande de mercenaires;Truppgründer;;Creador de la compañía;;;;;;;;;x
DEMESNE_GARRISON_MORE_THAN;Garrison of entire demesne is more or equal to ;La garnison du domaine est supérieure ou égale à  ;Garnison des gesamten Herrschaftsgebiets mindestens ;;La guarnición de todo el ducado es más o igual a;;;;;;;;;x
DEMESNE_GARRISON_LESS_THAN;Garrison of entire demesne is less than ;La garnison du domaine est inférieure à  ;Garnison des gesamten Herrschaftsgebiets weniger als ;;La guarnición de todo el ducado es menos que;;;;;;;;;x
AIREASON_NOT_DUCHY;Desires a duchy;Souhaite un duché;Möchte ein Herzogtum;;Deseas un ducado;;;;;;;;;x
AIREASON_NO_PORT;Desires coastal counties;Souhaite des comtés côtiers;Möchte Küstenprovinzen;;Deseas provincias costeras;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_LETTER;We offer you the landed title of [ThirdPartyTitle.GetFullName] in exchange for your protection against future raids in this area.;Nous vous offrons le titre foncier de [ThirdPartyTitle.GetFullName] en échange de votre protection contre de futurs pillages dans cette région.;Wir bieten Euch dafür, dass Ihr Uns vor zukünftigen Plünderzügen in dieser Gegend schützt, den Titel [ThirdPartyTitle.GetFullName] an.;;Le ofrecemos el título de propiedad de la tierra de [ThirdPartyTitle.GetFullName] a cambio de su protección contra futuros ataques en esta área.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_OFFER;[Actor.GetBestName] wants to offer us the landed title of [ThirdPartyTitle.GetFullName] in exchange for our protection.;[Actor.GetBestName] souhaite nous offrir le titre foncier de [ThirdPartyTitle.GetFullName] en échange de notre protection.;[Actor.GetBestName] bietet Uns im Austausch für Unseren Schutz den Titel [ThirdPartyTitle.GetFullName] an.;;[Actor.GetBestName] quiere ofrecernos el título de propiedad de la tierra de [ThirdPartyTitle.GetFullName] a cambio de nuestra protección.;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_DECLINE_SETUP;Offer to Settle Adventurer Declined;Offre d'établissement d'un aventurier refusée;Das Angebot, sich niederzulassen, wurde abgelehnt;;Oferta de instalar al aventurero rechazada;;;;;;;;;x
SETTLE_ADVENTURER_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W refused §Y[Actor.GetBestName]§W's offer to settle in [Actor.GetHerHis] lands.;§Y[Recipient.GetBestName]§W a refusé l'offre de §Y[Actor.GetBestName]§W de s'établir sur ses terres.;§Y[Recipient.GetBestName]§W schlug das Angebot von §Y[Actor.GetBestName]§W aus und möchte sich nicht dort niederlassen.;;§Y[Recipient.GetBestName] §W rechazó la oferta de §Y[Actor.GetBestName]§W de instalarse en las tierras de [Actor.GetHerHis].;;;;;;;;;x
dissolve_mercenary_company;Recall to Court;Rappel à la cour;Zum Hof zurückrufen;;Llamada a la corte;;;;;;;;;x
dissolve_mercenary_company_desc;Order [Root.GetFirstName] to disband [Root.GetHerHis] mercenary band and return home.;Ordonner à [Root.GetFirstName] de dissoudre sa bande de mercenaires et de rentrer.;Befehlt [Root.GetFirstName], die Söldnerschar aufzulösen und nach Hause zurückzukehren.;;Manda a [Root.GetFirstName] disolver [Root.GetHerHis] compañía mercenaria y que vuelva a casa.;;;;;;;;;x
is_mercenary_leader_YEAR;Has been leading the company for five years\n;Est le chef de la compagnie depuis cinq années\n;Hat den Trupp fünf Jahre befehligt\n;;Ha liderado la compañía durante cinco años\n;;;;;;;;;x
HAS_NOT_RAISED_STANDING_TROOPS;Has not raised standing troops;N'a pas levé de troupes permanentes;Hat kein stehendes Heer aufgestellt;;No ha reclutado tropas permanentes;;;;;;;;;x
HAS_RAISED_STANDING_TROOPS;Has raised standing troops;A levé des troupes permanentes;Hat ein stehendes Heer aufgestellt;;Ha reclutado tropas permanentes;;;;;;;;;x
EVTDESC288;I accept your offer of settling down.;J'accepte votre offre d'établissement.;Ich nehme Euer Angebot, sesshaft zu werden, an.;;Acepto tu ofrecimiento de establecerme.;;;;;;;;;x
EVTDESC289;I refuse to accept your offer of settling down.;Je refuse votre offre d'établissement.;Ich weigere mich, Euer Angebot anzunehmen und sesshaft zu werden.;;Rechazo tu ofrecimiento de establecerme.;;;;;;;;;x
INTERACTION_REQUIRES_NO_ACTOR_MERCENARY_TITLE;§Y[Actor.GetTitledFirstName]§! must not be a Mercenary;§Y[Actor.GetTitledFirstName]§! ne doit pas être un mercenaire;§Y[Actor.GetTitledFirstName]§! darf kein Söldner sein;;§Y[Actor.GetTitledFirstName]§! no debe ser mercenario;;;;;;;;;x
INTERACTION_REQUIRES_NO_RECIPIENT_MERCENARY_TITLE;§Y[Recipient.GetTitledFirstName]§! must not be a Mercenary;§Y[Recipient.GetTitledFirstName]§! ne doit pas être un mercenaire;§Y[Recipient.GetTitledFirstName]§! darf kein Söldner sein;;§Y[Recipient.GetTitledFirstName]§! no debe ser mercenario;;;;;;;;;x
started_mercenary_company;Started Mercenary Company;A créé une compagnie de mercenaires;Gründete Söldnertrupp;;Comenzó su compañía mercenaria.;;;;;;;;;x
IS_ADVENTURER;Is adventurer;Est un aventurier;Ist Abenteurer;;Es aventurero;;;;;;;;;x
IS_NOT_ADVENTURER;Is not adventurer;N'est pas un aventurier;Ist KEIN Abenteurer;;No es aventurero;;;;;;;;;x,;
TRIGGER_MOST_PART_CRUSADER;Most Contributing Crusader;Croisé le plus contributif;Kreuzritter mit dem größten Beitrag;;El cruzado que más contribuye.;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_FEUDAL;§Y[Recipient.GetTitledFirstName]§! is feudal.;§Y[Recipient.GetTitledFirstName]§! a un gouvernement féodal;§Y[Recipient.GetTitledFirstName]§! ist feudal;;§Y[Recipient.GetTitledFirstName]§! es feudal.;;;;;;;;;x
CHRONICLE_DIVORCED;[New.GetTitledFirstName] announced the formal annulment of [From.GetTitledFirstName]s marriage with [Root.GetTitledName].;[New.GetTitledFirstName] a formellement annoncé l'annulation de son mariage avec [Root.GetTitledName].;[New.GetTitledFirstName] gab bekannt, dass die Ehe von [From.GetTitledFirstName] und [Root.GetTitledName] annulliert ist.;;[New.GetTitledFirstName] anunció la anulación formal del matrimonio de [From.GetTitledFirstName] con [Root.GetTitledName] .;;;;;;;;;x
CHRONICLE_DIVORCED_NO_HEAD;[From.GetTitledFirstName] divorced [Root.GetTitledName].;[From.GetTitledFirstName] a divorcé de [Root.GetTitledName].;[From.GetTitledFirstName] ließ sich von [Root.GetTitledName] scheiden.;;[From.GetTitledFirstName] se divorcia de [Root.GetTitledName] .;;;;;;;;;x
LAW_ALLOWED;Can enact §Y$LAW$§! law;Peut promulguer la loi §Y$LAW$§!;Kann das Gesetz §Y$LAW$§! erlassen;;Puede decretar ley de §Y$LAW$§!;;;;;;;;;x
LAW_NOT_ALLOWED;Can NOT enact §Y$LAW$§! law;Ne peut pas promulguer la loi §Y$LAW$§!;Kann das Gesetz §Y$LAW$§! NICHT erlassen;;No puede decretar ley de §Y$LAW$§!;;;;;;;;;x
LAW_POTENTIAL;Eligible to enact §Y$LAW$§! law;Est en droit de promulguer la loi §Y$LAW$§!;Berechtigt, das Gesetz §Y$LAW$§! zu erlassen;;Capaz de decretar ley de §Y$LAW$§!;;;;;;;;;x
LAW_NOT_POTENTIAL;NOT eligible to enact §Y$LAW$§! law;N'est pas en droit de promulguer la loi §Y$LAW$§!;NICHT berechtigt, das Gesetz §Y$LAW$§! zu erlassen;;Incapaz de decretar ley de §Y$LAW$§!;;;;;;;;;x
GOVERNMENT_ALLOWED;Can enact §Y$GOVERNMENT$§! government;Peut promulguer le gouvernement §Y$GOVERNMENT$§!;Kann die Regierungsform §Y$GOVERNMENT$§! einführen;;Puede promulgar un gobierno §Y$GOVERNMENT$§!;;;;;;;;;x
GOVERNMENT_NOT_ALLOWED;Can NOT enact §Y$GOVERNMENT$§! government;Ne peut pas promulguer le gouvernement §Y$GOVERNMENT$§!;Kann die Regierungsform §Y$GOVERNMENT$§! NICHT einführen;;No puede promulgar un gobierno §Y$GOVERNMENT$§!;;;;;;;;;x
GOVERNMENT_POTENTIAL;Eligible to enact §Y$GOVERNMENT$§! government;Est en droit de promulguer le gouvernement §Y$GOVERNMENT$§!;Berechtigt, die Regierungsform §Y$GOVERNMENT$§! einzuführen;;Capaz de promulgar un gobierno §Y$GOVERNMENT$§!;;;;;;;;;x
GOVERNMENT_NOT_POTENTIAL;NOT eligible to enact §Y$GOVERNMENT$§! government;N'est pas en droit de promulguer le gouvernement §Y$GOVERNMENT$§!;NICHT berechtigt, die Regierungsform §Y$GOVERNMENT$§! einzuführen;;Incapaz de promulgar un gobierno §Y$GOVERNMENT$§!;;;;;;;;;x
DECISION_ALLOWED;Can take §Y$DECISION$§! decision;Peut prendre la décision de §Y$DECISION$§!;Kann den Beschluss §Y$DECISION$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§!;;;;;;;;;x
DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision;Ne peut pas prendre la décision de §Y$DECISION$§!;Kann NICHT den Beschluss §Y$DECISION$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§!;;;;;;;;;x
DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision;Est en droit de prendre la décision de §Y$DECISION$§!;Berechtigt, den Beschluss §Y$DECISION$§! durchzusetzen;;Capaz de tomar decisión §Y$DECISION$§!;;;;;;;;;x
DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision;N'est pas en droit de prendre la décision de §Y$DECISION$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§!;;;;;;;;;x
TARGETTED_DECISION_ALLOWED;Can take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Peut prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Kann den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TARGETTED_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Ne peut pas prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Kann NICHT den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TARGETTED_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Est en droit de prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Berechtigt, den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchzusetzen;;Capaz de tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
TARGETTED_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision against §Y$CHARACTER$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;;;;;;;;;x
