#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LEDGER_SORT_DELAYED;§GClick to sort using this column§W;§GCliquez pour trier cette colonne§W;§GZum Sortieren nach dieser Spalte hier klicken§W;;§GClic para ordenar usando esta columna§W;;;;;;;;;x
EVTOPTA3140;Insult one of them.;Insulter l'un d'eux.;Beleidigt einen von ihnen. ;;Insultar a uno de ellos.;;;;;;;;;x
EVTOPTB3140;Befriend one of them.;Se lier d'amitié avec l'un d'eux.;Freundet Euch mit einem von ihnen an.;;Entablar amistad con uno de ellos.;;;;;;;;;x
EVTOPTC3140;Attempt to emulate them.;Tenter de les imiter.;Versucht, ihnen nachzueifern. ;;Intentar emularlos.;;;;;;;;;x
EVTDESC3141;Those that talk to sweetly at court are great at diplomacy. I begrudge them their ability, and I covet it for myself.;Ceux qui parlent trop doucement à la Cour sont de grands diplomates. Je réprouve leur habilité, et la convoite également.;Die, die am Hofe lieblich sprechen, sind gut in der Diplomatie. Ich beneide sie um ihre Fähigkeiten und begehre diese für mich selbst.;;Aquellos que hablan con dulzura en la son diestros en diplomacia. Envidio su capacidad, que anhelo para mí.;;;;;;;;;x
EVTOPTA3141;Insult one of them.;Insulter l'un d'eux.;Beleidigt einen von ihnen.;;Insultar a uno de ellos.;;;;;;;;;x
EVTOPTB3141;Befriend one of them.;Se lier d'amitié avec l'un d'eux.;Freundet Euch mit einem von ihnen an.;;Entablar amistad con uno de ellos.;;;;;;;;;x
EVTOPTC3141;Attempt to emulate them.;Tenter de les imiter.;Versucht, ihnen nachzueifern. ;;Intentar emularlos.;;;;;;;;;x
EVTDESC3142;I covet the stewardship ability of some of the people at court. I deserve to be better at managing my economy.;Je convoite la capacité d'intendance de certaines des personnes de la Cour. Je me dois de mieux gérer mon économie.;Ich begehre die Fähigkeiten von einigen Hofleuten, ein Kämmerer zu sein. Ich verdiene es, das Wirtschaften besser zu verstehen.;;Envidio la capacidad de gestión de algunos miembros de la corte. Merezco ser mejor en la gestión de mis finanzas.;;;;;;;;;x
EVTOPTA3142;Insult one of them.;Insulter l'un d'eux.;Beleidigt einen von ihnen.;;Insultar a uno de ellos.;;;;;;;;;x
EVTOPTB3142;Befriend one of them.;Se lier d'amitié avec l'un d'eux.;Freundet Euch mit einem von ihnen an.;;Entablar amistad con uno de ellos.;;;;;;;;;x
EVTOPTC3142;Attempt to emulate them.;Tenter de les imiter.;Versucht, ihnen nachzueifern.;;Intentar emularlos.;;;;;;;;;x
EVTDESC3143;There are so many great manipulators in the court, and I almost admire their skills if it weren't for the fact that I wish I had what they have.;Il y a tant de grands manipulateurs dans la Cour, j'admirerais presque leurs compétences si ce n'était pas de la pure jalousie.;Es gibt so viele großartige Manipulatoren am Hofe, und ich würde sie beinahe für ihre Fertigkeiten bewundern, wenn ich sie nicht selbst gern haben würde.;;Hay tantos grandes manipuladores en la corte. Admiraría sus habilidades si no fuera por el hecho de que me gustaría contar con ellas.;;;;;;;;;x
EVTOPTA3143;Insult one of them.;Insulter l'un d'eux.;Beleidigt einen von ihnen.;;Insultar a uno de ellos.;;;;;;;;;x
EVTOPTB3143;Befriend one of them.;Se lier d'amitié avec l'un d'eux.;Freundet Euch mit einem von ihnen an.;;Entablar amistad con uno de ellos.;;;;;;;;;x
EVTOPTC3143;Attempt to emulate them.;Tenter de les imiter.;Versucht, ihnen nachzueifern.;;Intentar emularlos.;;;;;;;;;x
EVTDESC3144;There are people in the court that are so dedicated to learning. I wish I was more like them, and it vexes me that I am not.;Il y a des gens à la Cour qui se passionnent pour l'apprentissage. Ça me vexe de ne pas être comme eux.;Es gibt Leute am Hofe, die sich vollkommen dem Lernen verschrieben haben. Ich wünschte, ich wäre ein wenig mehr wie sie und es ärgert mich, dass ich es nicht bin.;;Hay miembros de la corte tan dedicados al estudio. Me gustaría ser como ellos y me irrita no serlo.;;;;;;;;;x
EVTOPTA3144;Insult one of them.;Insulter l'un d'eux.;Beleidigt einen von ihnen.;;Insultar a uno de ellos.;;;;;;;;;x
EVTOPTB3144;Befriend one of them.;Se lier d'amitié avec l'un d'eux.;Freundet Euch mit einem von ihnen an.;;Entablar amistad con uno de ellos.;;;;;;;;;x
EVTOPTC3144;Attempt to emulate them.;Tenter de les imiter.;Versucht, ihnen nachzueifern.;;Intentar emularlos.;;;;;;;;;x
EVTDESC3145;I am still childless, and there are women at court with children who are younger than me. I should be the one with a young and healthy son in my arms.;Je n'ai toujours pas d'enfants alors que certaines femmes de la Cour plus jeunes que moi en ont déjà. Ce serait à moi de tenir un jeune fils dans mes bras.;Ich bin noch immer kinderlos, während es am Hofe gleichzeitig Frauen gibt, die jünger sind als ich, aber bereits Kinder haben. Ich sollte diejenige mit einem jungen und gesunden Sohn in meinen Armen sein.;;Sigo sin tener hijos, aunque hay mujeres con hijos en la corte más jóvenes que yo. Debería ser yo quien tuviera un niño joven y sano entre mis brazos. ;;;;;;;;;x
EVTOPTA3145;Tell one of them how fat she is!;Dire à l'une d'elles combien elle est grosse !;Erklärt einer von ihnen, wie fett sie sei!;;¡Decir a una de ellas lo gorda que está!;;;;;;;;;x
EVTOPTB3145;Befriend one of them;Se lier d'amitié avec l'une d'elles;Freundet Euch mit einer von ihnen an.;;Entablar amistad con una de ellas.;;;;;;;;;x
EVTOPTC3145;Try to look more attractive to my man;Essayer d'être plus attirant aux yeux de mon homme;Versucht, attraktiver für meinen Mann zu sein;;Tratar de resultar más atractiva a mi hombre;;;;;;;;;x
EVTDESC3115;One of the priests seems to have noticed that I fell asleep during his sermons this Sunday. I simply can't understand why slothfulness is not considered to be a virtue..;Un des prêtres semble avoir remarqué que j'ai dormi pendant son sermon dimanche dernier. Je ne comprends vraiment pas pourquoi la paresse n'est pas considérée comme une vertu...;Einer der Priester hat offenbar bemerkt, dass ich während seiner Predigt am Sonntag eingeschlafen bin. Ich kann einfach nicht verstehen, dass man Faulheit nicht als Tugend in Erwägung zieht ...;;Uno de los sacerdotes parece haberse dado cuenta de que me quedé dormido durante su sermón este domingo. No alcanzo a entender por qué la pereza no es considerada una virtud...;;;;;;;;;x
EVTOPTA3115;I don't think [From.Religion.GetRandomGodName] minds...;Je doute fort que [From.Religion.GetRandomGodName] s'en préoccupe...;Ich denke nicht, dass [From.Religion.GetRandomGodName] sich darum kümmert ...;;No creo que [From.Religion.GetRandomGodName] importe…;;;;;;;;;x
EVTTOOLTIP3116;[This.GetTitledFirstName] is upset;[This.GetTitledFirstName] est en colère.;[This.GetTitledFirstName] ist aufgebracht;;[This.GetTitledFirstName] está disgustado;;;;;;;;;x
EVTDESC3116;I was greatly upset when the slothful [From.GetTitledFirstName] fell asleep during my sermon!;Cela m'a profondément déçu de voir [From.GetTitledFirstName] dormir pendant mon sermon ! Quelle paresse !;Ich war sehr verärgert, als diese[From.GetrMale] faule [From.GetTitledFirstName] während meiner Predigt einschlief!;;¡Me molestó enormemente que el perezoso  [From.GetTitledFirstName] se durmiera durante mi sermón!;;;;;;;;;x
EVTOPTA3116;[From.GetSheHeCap] will burn in everlasting hellfire...;[From.GetIlElleCap] brûlera dans les feux de l'enfer pour l'éternité...;[From.GetSheHeCap] soll im ewigen Höllenfeuer brennen ...;;[From.GetSheHeCap] arderá en el infierno eternamente...;;;;;;;;;x
EVTTOOLTIP3117;will hear my scolding!;entendra ma colère !;wird mein Schimpfen noch zu hören kriegen!;;oirá mi reprimenda!;;;;;;;;;x
EVTDESC3117;It seems that [From.GetTitledFirstName] is upset about me falling asleep during [From.GetHerHis] sermon. Now [From.GetSheHe] is giving me a long lecture about dedication to the Church.;[From.GetTitledFirstName] est déçu que je me sois endormi pendant son sermon. [From.GetIlElleCap] me sermonne maintenant sur le dévouement à l'Église.;Es scheint, als wäre [From.GetTitledFirstName] verärgert, weil ich während [From.GetHerHis]er Predigt eingeschlafen bin. Nun hält [From.GetSheHe] mir einen langen Vortrag über die Hingabe zur Kirche.;;Parece que [From.GetTitledFirstName] está disgustado porque me dormí durante su sermón. Ahora me está dando una larga charla sobre la dedicación a la Iglesia.;;;;;;;;;x
EVTOPTA3117;Ignore [From.GetHerHim]....;Ignorons-[From.GetLeLa]....;Ignoriere [From.GetHerHim] ...;;Ignorarle ...;;;;;;;;;x
EVTOPTB3110;Make an effort;Faire un effort;Gib Dir Mühe;;Hacer un esfuerzo;;;;;;;;;x
EVTOPTB3100;I don't even have time for church.;Je n'ai même pas le temps d'aller à l'église.;Ich habe nicht einmal Zeit für die Kirche.;;Ni siquiera tengo tiempo para ir a la iglesia.;;;;;;;;;x
EVTDESC3280;There is just so many sinners at court. I am just too honest a person to keep quiet when I see someone with a vice.;Il y a tant de pécheurs à la Cour. Je suis simplement trop honnête pour me taire lorsque je vois quelqu'un s'adonnant au vice.;Es gibt einfach so viele Sünder am Hof. Ich bin als Person zu aufrichtig, um still zu bleiben, wenn ich jemanden mit einem Laster entdecke.;;Hay demasiados pecadores en la corte. Soy una persona demasiado honesta para guardar silencio cuando veo a alguien con un vicio.;;;;;;;;;x
EVTOPTA3280;Speak my mind!;Dire le fond de ma pensée !;Ich sage, was ich denke!;;¡Dar mi opinión!;;;;;;;;;x
EVTOPTB3280;Keep quiet!;Garder le silence !;Sei still!;;¡Callate!;;;;;;;;;x
EVTTOOLTIP3281;is utterly embarrassed.;est très embarrassé.;ist völlig beschämt.;;está completamente avergonzado.;;;;;;;;;x
EVTDESC3281;[From.GetBestName] has utterly embarrassed me in front of the entire court. [From.GetSheHeCap] is claiming that I am sinful and full of vice.;[From.GetBestName] m'a couvert de honte devant la Cour entière. [From.GetIlElleCap] prétend que je suis un pécheur et que je me vautre dans le vice.;[From.GetBestName] hat mich zutiefst vor dem ganzen Hofe beschämt. [From.GetSheHeCap] behauptet, ich sei ein Sünder und voller Laster.;;[From.GetBestName] me ha avergonzado completamente ante toda la corte. [From.GetSheHeCap] afirma que soy un pecador lleno de vicios.;;;;;;;;;x
EVTOPTA3281;I don't like [From.GetHerHim] anymore..;Je ne l'aime plus...;Ich mag [From.GetHerHim] nicht länger leiden ...;;[From.GetSheHeCap] ya no me gusta..;;;;;;;;;x
EVTDESC3282;I am torn between my honesty and my ability to intrigue. It is stressful to attempt to be both, and I simply do not know how I should behave at times.;Je suis déchiré entre l'honnêteté et l'escroquerie. C'est éprouvant de devoir choisir entre les deux, et j'ignore comment me comporter parfois.;Ich bin hin- und hergerissen zwischen meiner Aufrichtigkeit auf der einen und meiner Fähigkeit zur Intrige auf der anderen Seite. Es ist aufreibend, beides sein zu wollen und manchmal weiß ich einfach nicht, wie ich mich verhalten soll.;;Estoy dividido entre la honestidad y mi habilidad para las intrigas. Es estresante tratar de ser ambas cosas a la vez, en ocasiones no sé cómo debo comportarme.;;;;;;;;;x
EVTOPTA3282;I should be more of a diplomat.;Je devrais être plus diplomate.;Ich sollte ein besserer Diplomat sein. ;;Debería tener más tacto.;;;;;;;;;x
EVTOPTB3282;Honesty be damned!;Au diable l'honnêteté !;Die Aufrichtigkeit sei verdammt!;;¡Maldita honestidad!;;;;;;;;;x
EVTDESC3283;I know when someone is a good ruler, and my liege, [Root.Liege.GetTitledFirstName] is a [Root.Liege.GetManWoman] with virtues. [Root.Liege.GetSheHeCap] deserves praise and respect.;Je sais reconnaître un bon dirigeant et m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige, [Root.Liege.GetLeLa] [Root.Liege.GetTitledFirstName], a les vertus nécessaires.;Ich weiß, wann jemand ein guter Herrscher ist, und mein Lehnsherr [Root.Liege.GetTitledFirstName] ist [Root.Liege.Geteineine] [Root.Liege.GetManWoman] mit Tugenden. [Root.Liege.GetSheHeCap] verdient Anerkennung und Respekt.;;Se cuando alguien es buen gobernante y mi señor [Root.Liege.GetTitledFirstName] es un/a [Root.Liege.GetManWoman] con virtudes.  [Root.Liege.GetSheHeCap] merece elogio y respeto.;;;;;;;;;x
EVTOPTA3283;Praise [Root.Liege.GetHerHim] publicly!;Glorifions-[Root.Liege.GetLeLa] publiquement !;Lobpreiset [Root.Liege.GetHerHim] öffentlich!;;¡Alabar [Root.Liege.GetHerHim] públicamente!;;;;;;;;;x
EVTTOOLTIP3284;will learn of our speech.;tirera les leçons de notre discours.;wird von unserer Rede hören.;;aprenderá de nuestro discurso.;;;;;;;;;x
EVTOPTB3283;Send a private letter to [Root.Liege.GetTitledFirstName].;Envoyer une lettre personnelle à [Root.Liege.GetTitledFirstName].;Sendet einen privaten Brief an [Root.Liege.GetTitledFirstName].;;Enviar una carta privada a [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTTOOLTIP3285;will read our letter...;lira notre lettre...;wird unseren Brief lesen ...;;leerá nuestra carta…;;;;;;;;;x
EVTDESC3284;My faithful vassal, [From.GetBestName] is rather honest, and have publicly spoken about my virtues. This has radicalized my vassals, where some agree and some do not.;Mon fidèle vassal, [From.GetBestName] est plutôt honnête et a publiquement vanté mes vertus. Cela a radicalisé mes vassaux. Ils ne sont pas tous d'accord.;Mein treuer Vasall [From.GetBestName] ist sehr aufrichtig und hat öffentlich über meine Tugenden gesprochen. Dies hat meine weiteren Vasallen in Unruhe versetzt, von denen einige der selben Meinung sind und andere nicht. ;;Mi fiel vasallo, [From.GetBestName] es bastante honesto y ha hablado públicamente sobre mis virtudes. Esto ha radicalizado a mis vasallos: unos están de acuerdo y otros no.;;;;;;;;;x
EVTOPTA3284;Oh well..;Eh bien...;Nun gut ...;;Bueno…;;;;;;;;;x
EVTDESC3285;My dear [This.GetTitle], I wanted to thank you for your virtuous rule. You are an inspiration to me.\n\n[From.GetTitledFirstName];M[This.GetOnA] ch[This.GetErEre] [This.GetTitle], je vous remercie pour votre règne vertueux. Vous êtes pour moi une source d'inspiration.\n\n[From.GetTitledFirstName];Mein lieber [This.GetTitle], ich wollte Euch für Eure virtuose Regentschaft danken. Ihr seid für mich eine Inspiration.\n\n[From.GetTitledFirstName];;Mi querido [This.GetTitle], me gustaría daros las gracias por vuestro virtuoso gobierno. Sois una inspiración para mi.\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA3285;This was unexpected...;C'était inattendu...;Das war unerwartet ...;;No me lo esperaba...;;;;;;;;;x
EVTOPTB3485;It was YOU!;C'était VOUS !;Das wart IHR!;;¡Fuisteis VOS!;;;;;;;;;x
EVTDESC3495;There are so many people out to get me. Their eyes are staring at me constantly, and I am sure they are plotting against me in open sight.;Il y a tant de gens qui me cherchent. Leurs yeux me fixent constamment et je suis convaincu qu'ils complotent sournoisement contre moi.;Da draußen gibt es so viele Leute, die mich kriegen wollen. Ihre Augen starren mich ständig an und ich bin sicher, sie verschwören sich in aller Öffentlichkeit gegen mich.;;Hay tanta gente contra mi. Sus ojos me miran constantemente, estoy seguro de que conspiran abiertamente contra mí.;;;;;;;;;x
EVTOPTA3495;Avoid open spaces, they are dangerous;Éviter les espaces ouverts, ils sont dangereux.;Vermeidet freie Flächen, sie sind gefährlich ;;Evita los espacios abiertos, son peligrosos;;;;;;;;;x
EVTOPTB3495;Accuse everyone publicly!;Accuser tout le monde publiquement !;Klagt jeden öffentlich an!;;¡Acusarles a todos públicamente!;;;;;;;;;x
EVTOPTE40020;Execute [FromFrom.GetHerHim]!;L'exécuter !;Exekutiert [FromFrom.GetHerHim]!;;¡Ejecutad [FromFrom.GetHerHim]!;;;;;;;;;x
EVTDESC3240;True humility is about showing humility when it is against our desires. A humble [Root.GetManWoman] submits to proper authority, even if [Root.GetSheHe] dislikes his lawful liege.;Être vraiment humble, c'est faire preuve d'humilité contre son gré. Un[Root.GetNoneE] [Root.GetManWoman] humble se soumet à l'autorité, même lorsqu'[Root.GetIlElle] n'apprécie pas son seigneur légitime.;Wahre Ergebenheit ist nur diejenige, die sich gegen das eigene Verlangen richtet. Ein demütiger [Root.GetManWoman] unterwirft sich seiner rechtmäßigen Autorität, auch wenn [Root.GetSheHe] seinen Lehnsherren nicht mag.;;La verdadera humildad consiste en ser humilde en contra de nuestros deseos. Un [Root.GetManWoman] humilde se somete a la autoridad competente, aunque no disguste su legítimo señor.;;;;;;;;;x
EVTOPTA3240;Submit to [Root.Liege.GetTitledFirstName]!;Se soumettre à [Root.Liege.GetTitledFirstName] !;Unterwerft Euch [Root.Liege.GetTitledFirstName]!;;¡Enviar a [Root.Liege.GetTitledFirstName]!;;;;;;;;;x
EVTOPTB3240;I will never bend my knee;Je ne me prosternerai jamais.;Ich werde niemals niederknien;;Nunca doblaré la rodilla;;;;;;;;;x
EVTTOOLTIP3241;will hear of our submission;entendra parler de notre soumission;wird von unserer Unterwerfung hören;;sabrá de nuestra sumisión.;;;;;;;;;x
EVTDESC3241;My dear [This.GetTitle], I am your humble servant, and while I may not have always viewed you as favourably as I should, I sincerely regret my behavior.\n[From.GetTitledFirstName];M[This.GetOnA] ch[This.GetErEre] [This.GetTitle], je suis votre humble serviteur et je regrette de ne pas toujours vous avoir estimé à votre juste valeur. \n[From.GetTitledFirstName];Mein lieber [This.GetTitle], ich bin Euer demütiger Diener - und wenn ich Euch nicht immer so positiv gesehen haben mag, wie ich dies hätte tun sollen, so bereue ich mein Verhalten zutiefst.\n[From.GetTitledFirstName];;Mi querido [This.GetTitle], soy vuestro humilde servidor y, aunque puede que no siempre os haya visto tan favorablemente como debiera, lamento sinceramente mi comportamiento.\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA3241;Good News!;Bonne nouvelle !;Gute Neuigkeiten!;;¡Buenas noticias!;;;;;;;;;x
EVTDESC3242;True humility is about showing humility when it is against our desires. A humble [Root.GetManWoman] submits to God, even if [Root.GetSheHe] may dislike the Pope himself.;Être vraiment humble, c'est faire preuve d'humilité contre son gré. Un[Root.GetNoneE] [Root.GetManWoman] humble se soumet à Dieu, même lorsqu'[Root.GetIlElle] n'apprécie pas le Pape.;Wahre Ergebenheit ist nur diejenige, die sich gegen das eigene Verlangen richtet. Ein demütiger [Root.GetManWoman] unterwirft sich Gott, selbst wenn [Root.GetSheHe] den Papst nicht mag.;;La verdadera humildad consiste en ser humilde en contra de nuestros deseos. Un [Root.GetManWoman] humilde se somete a Dios, aunque no le guste el Papa.;;;;;;;;;x
EVTOPTA3242;Submit to the Throne of St. Peter;Se soumettre au trône de Saint-Pierre.;Unterwert Euch dem Thron von St. Peter;;Enviar al Trono de San Pedro;;;;;;;;;x
EVTOPTB3242;Never!;Jamais !;Niemals!;;¡Jamás!;;;;;;;;;x
EVTDESC3243;Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Marshal that is more formidable warrior than I could ever dream of being.;Reconnaître les vertus et les talents que possèdent les autres est une vraie vertu. Je suis béni d'avoir comme maréchal un guerrier plus redoutable encore que je ne pourrais jamais rêver l'être.;Die Tugenden und Talente zu erkennen, die ein anderer besitzt, ist eine wahre Tugend. Ich bin wirklich gesegnet damit, einen Marschall zu haben, der ein besserer Krieger ist, als ich es je sein könnte.;;Reconocer virtudes y talentos que otros poseen es una virtud verdadera. Me siento verdaderamente afortunado de tener un Mariscal que es mejor guerrero de lo que yo jamás hubiera soñado.;;;;;;;;;x
EVTOPTA3243;Honor [Root.job_marshal.GetHerHim] for [Root.job_marshal.GetHerHis] skill!;L'honorer pour sa compétence !;Ehrt [Root.job_marshal.GetHerHim] für [Root.job_marshal.GetHerHis]e Fähigkeiten!;;¡Honrar [Root.job_marshal.GetHerHim] por su habilidad!;;;;;;;;;x
EVTTOOLTIP3244;is honored for [This.GetHerHis] skill;est honoré pour sa compétence.;§Y[This.GetTitledFirstName]§! wird für [This.GetHerHis]e Fähigkeiten geehrt;;es honrado por [This.GetHerHis] habilidad;;;;;;;;;x
#EVTOPTB3243;Thank God for my marshal [Root.job_marshal.GetTitledFirstName];;Danket dem Herrn für meinen Marschall [Root.job_marshal.GetTitledFirstName];;Gracias Dios por mi Mariscal [Root.job_marshal.GetTitledFirstName];;;;;;;;;x
EVTDESC3244;My dear [This.GetTitle]. I just wish to inform you of how much I appreciate your talent and recognize that it is beyond my own.\n[From.GetTitledFirstName];M[This.GetOnA] ch[This.GetErEre] [This.GetTitle], je souhaite seulement vous faire savoir que j'apprécie grandement vos aptitudes et reconnais qu'elles surpassent les miennes.\n[From.GetTitledFirstName];Mein lieber [This.GetTitle]. Ich wollte Euch nur informieren, wie sehr ich Euer Talent schätze und mir im Klaren darüber bin, dass es jenseits von dem meinen liegt.\n[From.GetTitledFirstName];;Mi querido [This.GetTitle]. Tan quería informaros de lo mucho que aprecio vuestro talento y reconocer que supera al mío.\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA3244;Thank you;Merci;Habt Dank;;Gracias;;;;;;;;;x
EVTDESC3258;I am very ambitious, but I also know that I am not great at everything. Being humble means I can recognize the limit of my talent, and not reach for what is beyond my grasp.;Je suis très ambitieux, mais je sais aussi que je ne peux pas exceller dans tout. Je suis humble lorsque je sais reconnaître les limites de mon talent et que je ne tente pas d'atteindre ce qui est hors de ma portée.;Ich bin sehr ehrgeizig, allerdings weiß ich auch, dass ich nicht in allem gut bin. Demütig zu sein bedeutet, dass ich die Grenzen meiner Begabung anerkenne und nicht nach etwas strebe, was jenseits meiner Auffassungsgabe liegt.;;Soy muy ambicioso, pero también se que no soy genial en todo. Ser humilde significa que reconozco los límites de mi talento y no intento abarcar aquello que está fuera de mi alcance.;;;;;;;;;x
EVTOPTA3258;I must be humble.;Je dois être humble.;Ich muss demütig sein.;;Debo ser humilde.;;;;;;;;;x
EVTOPTB3258;Ambitions are more important!;Les ambitions sont plus importantes !;Ambitionen sind viel wichtiger!;;¡Las ambiciones son más importantes!;;;;;;;;;x
EVTDESC3245;Recognising virtues and talents that other possess is a virtue. I am truly blessed by having a [Root.GetChancellorName] who is a marvel at diplomacy.;Reconnaître les vertus et les talents que possèdent les autres est une vraie vertu. Je suis béni d'avoir comme [Root.GetChancellorName] un tel maître de la diplomatie.;Die Tugenden und Talente zu erkennen, die ein anderer besitzt, ist eine wahre Tugend. Ich bin wirklich gesegnet mit einem [Root.GetChancellorName], der ein Genie der Diplomatie ist.;;Reconocer virtudes y talentos que otros poseen es una virtud verdadera. Me siento verdaderamente afortunado de tener un [Root.GetChancellorName] que es una maravilla en diplomacia.;;;;;;;;;x
EVTDESC3246;Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Spymaster who is brilliant in rooting out plots.;Reconnaître les vertus et les talents que possèdent les autres est une vraie vertu. Je suis béni d'avoir un tel maître-espion qui excelle dans l'éradication de complots.;Die Tugenden und Talente zu erkennen, die ein anderer besitzt, ist eine wahre Tugend. Ich bin wirklich gesegnet mit einem Hofspitzel, der brillant im Aufdecken von Verschwörungen ist.;;Reconocer virtudes y talentos que otros poseen es una virtud verdadera. Me siento verdaderamente afortunado de tener un Maestro de Espías que es brillante sembrando nuestras intrigas.;;;;;;;;;x
EVTDESC3247;Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a [Root.GetLordSpiritualName] who is a devout teacher.;Reconnaître les vertus et les talents que possèdent les autres est une vraie vertu. Je suis béni d'avoir comme [Root.GetLordSpiritualName], un pieux enseignant.;Die Tugenden und Talente zu erkennen, die ein anderer besitzt, ist eine wahre Tugend. Ich bin wirklich gesegnet damit, eine[Root.GetnMale] [Root.GetLordSpiritualName] zu haben, [Root.Getderdie] [Root.Geteineine] fromme[Root.GetrMale] Lehrmeister[Root.GetinFemale] ist.;;Reconocer virtudes y talentos que otros poseen es una virtud verdadera. Me siento verdaderamente afortunado de tener un [Root.GetLordSpiritualName] consagrado a la enseñanza.;;;;;;;;;x
EVTDESC3248;Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Steward that truly knows how to govern a realm.;Reconnaître les vertus et les talents que possèdent les autres est une vraie vertu. Je suis béni d'avoir un intendant qui sait vraiment comment diriger un Royaume.;Die Tugenden und Talente zu erkennen, die ein anderer besitzt, ist eine wahre Tugend. Ich bin wirklich gesegnet damit, einen Kämmerer zu haben, der sich prächtig darauf versteht, ein Reich zu regieren.;;Reconocer virtudes y talentos que otros poseen es una virtud verdadera. Me siento verdaderamente afortunado de tener un [Root.GetTreasurerName] que sabe cómo gobernar un reino.;;;;;;;;;x
EVTOPTA3248;Reward my Steward!;Récompenser mon intendant;Belohnt meinen Kämmerer!;;¡Recompensar a mi Mayordomo!;;;;;;;;;x
EVTOPTB3248;Thank God for my Steward;Remercier Dieu pour mon intendant;Danket dem Herrn für meinen Kämmerer;;Demos gracias a Dios por nuestro Mayordomo;;;;;;;;;x
opinion_ignore_patriarch_request;Ignored Patriarch's request;Ignorer la requête du Patriarche ;Ignorierte die Anfrage des Patriarchen;;Petición del Patriarca ignorada;;;;;;;;;x
buy_indulgence_for_sins;Buy Indulgence for my Sins;Acheter une indulgence pour mes péchés;Kauft Ablass für eure Sünden;;Comprar indulgencia para mis pecados;;;;;;;;;x
indulgence_ask;The Holy Father will hear our plea for salvation.;Le Saint-Père entendra notre plaidoyer pour le salut.;Der Heilige Vater wird unsere Bitte um Erlösung erhören.;;El Santo Padre oirá nuestra petición de salvación.;;;;;;;;;x
bought_indulgences;Bought Indulgences;Indulgences achetées;Gekaufte Ablässe;;Indulgencias compradas;;;;;;;;;x
refused_indulgences;Refused Indulgences;Indulgences refusées;Verweigerte Ablässe;;Indulgencias rechazadas;;;;;;;;;x
EVTDESC39250;An emissary comes from [From.GetBestName], with hopes of buying indulgences to clean [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret.;Un émissaire provenant de [From.GetBestName] espère pouvoir acheter des indulgences pour laver ses péchés. [From.GetIlElleCap] a commis des péchés très graves, mais semble vraiment les regretter.;Ein Gesandter kommt von [From.GetBestName] - mit der Hoffnung, sich Ablässe für [From.GetHerHis]e Sünden zu erkaufen. Obschon [From.GetSheHe] einige schwere Sünden begangen hat, zeigt dies Verhalten doch ernste Reue.;;Un emisario viene de [From.GetBestName] con la esperanza de comprar indulgencias para limpiar [From.GetHerHis] pecados. Aunque [From.GetSheHe] ha cometido pecados muy graves, esto demuestra su sincero arrepentimiento.;;;;;;;;;x
EVTOPTA39250;Grant absolution;Accorder l'absolution;Erteilt die Absolution;;Conceder la absolución;;;;;;;;;x
EVTTOOLTIP39251;will cry tears of joy at our reply.;pleurera des larmes de joie en voyant notre réponse.;wird Tränen der Freude weinen nach unserer Antwort.;;llorará lágrimas de gozo con nuestra respuesta.;;;;;;;;;x
EVTDESC39251;The Holy Father has granted us absolution!;Le Saint-Père nous a accordé l'absolution !;Der Heilige Vater hat uns die Absolution erteilt!;;¡El Santo Padre nos ha concedido la absolución!;;;;;;;;;x
EVTOPTA39251;Glory to God!;Gloire à Dieu !;Ehre sei Gott!;;¡Gloria a Dios!;;;;;;;;;x
opinion_defended_me;Defended me against the Pope;M'a défendu contre le Pape ;Verteidigte mich gegen den Papst;;Me defendió en contra del Papa;;;;;;;;;x
pope_heathen_removal_approve;Banishing heathens!;Les païens se font bannir !;Die Heiden verbannen!;;¡Desterrando paganos!;;;;;;;;;x
pope_heathen_removal_approve_2;Imprisoning heathens!;Les païens se font emprisonner !;Die Heiden einsperren!;;¡Encarcelando paganos!;;;;;;;;;x
EVTDESC39230;A procession of monks have arrived at our castle, protesting that we are keeping a Bishop in our prison. They claim that we are sinning against the law of God!;Une procession de moines est arrivée au château. Ils nous accusent d'avoir emprisonné un évêque. Ils prétendent que nous péchons contre la loi de Dieu !;Eine Prozession von Mönchen hat unser Schloss erreicht und sie protestieren dagegen, dass wir einen Bischof in unserem Gefängnis gefangen halten. Sie behaupten, wir würden uns gegen das Gesetz Gottes versündigen!;;Una procesión de monjes han llegado a nuestro castillo, quejándose de que retenemos a un obispo en nuestra prisión. ¡Dicen que pecamos contra la ley de Dios!;;;;;;;;;x
