#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mesoamerican;Mesoamerican;méso-américain;Mesoamerikanisch;;Mesoamericano;;;;;;;;;x
EVTDESC_SSI_046;The Imperial City of Constantinople has fallen to the Aztecs, and the great capital has left their warriors impressed, even though it can't compete with the splendor of Tenochtitlan. Aztec priests have already made preliminary plans for the demolishment of the Hagia Sophia, and the construction of a pyramid in its place.;La ville impériale de Constantinople est tombée aux mains des Aztèques. Même si sa splendeur n'est pas comparable à celle de Tenochtitlan, la grande capitale a su impressionner les guerriers aztèques. Les prêtres aztèques ont déjà commencé à planifier la démolition de la Hagia Sophia pour y construire à sa place une pyramide.;Die imperiale Stadt Konstantinopel ist in die Hände der Azteken gefallen und die imposante Hauptstadt beeindruckte deren Krieger - auch wenn sie niemals gegen den Ruhm von Tenochtitlan ankommen kann. Die aztekischen Priester planen nun die Zerstörung der Hagia Sophia, um an deren Stelle eine Pyramide zu errichten.;;La cuidad imperial de Constantinopla ha caído ante los aztecas, y la poderosa capital ha dejado a sus guerreros impresionados aunque no haya podido competir con el esplendor de Tenochtitlan. Sacerdotes aztecas ya han hecho planes preliminares para la demolición de la iglesia de Santa Sofía y la construcción de una pirámide en su lugar.;;;;;;;;;x
EVTDESC_SSI_047;The city of Cordoba, sometimes referred to as the 'Jewel of the World,' has been seized by the Aztecs, who are not impressed. It compares poorly to the great imperial metropolises of the Valley of Mexico and the Yucatan, and the Aztecs sacrifice a hundred Cordoban citizens for their shameless impudence.;Les Aztèques ont pris la ville de Cordoue, parfois considérée comme le joyau du monde. La ville ne les impressionne pas. Elle est bien insignifiante comparée aux grandes métropoles impériales de la vallée de Mexico et du Yucatan. Et pour cette grossière insolence, les Aztèques sacrifient une centaine de Cordouans.;Die Stadt von Cordoba wurde von den Azteken eingenommen. Die Azteken sind von dem Glanz der Stadt, die oft als das "Juwel der Welt" bezeichnet wird, nicht beeindruckt. Sie hält dem Vergleich mit den gewaltigen imperialen Metropolen Mexikos und Yukatans nicht stand und die Azteken opferten einhundert Einwohner Cordobas als Strafe für ihre schamlose Impertinenz.;;La ciudad de Córdoba, en ocasiones nombada 'La Joya del Mundo,' ha sido tomada por los aztecas, los cuales no se dejaron impresionar. Ésta infravalora las grandes metrópolis imperiales del Valle de México y Yucatán, y los aztecas sacrificarán a cientos de cordobeses por su desvergonzada impudencia.   ;;;;;;;;;x
EVTDESC_SSI_048;The Aztecs have reached Cairo, and found the Great Pyramids of Giza to be unlike anything they have previously encountered. They surpass even the largest pyramids in Cemanahuac, and the Aztec High Priests have declared the surrounding area to be the holiest location outside of Tenochtitlan.;Les Aztèques ont atteint le Caire et ont été frappés par les pyramides de Gizeh, qui ne ressemblaient à rien de ce qu'ils avaient vu jusque là. Elles dépassent même les plus grandes pyramides de Cemanahuac, et les grands prêtres aztèques ont proclamé que ce lieu était l'endroit le plus sacré après Tenochtitlan.;Die Azteken haben Kairo erreicht und stellten fest, dass die großen Pyramiden von Gizeh mit nichts zu vergleichen sind, das sie bisher gesehen haben. Sie überragen sogar die größten Pyramiden in Cemanahuac. Die aztekischen Priester erklärten das Gebiet zum heiligsten Ort außerhalb Tenochtitlans.;;Los aztecas han llegado a El Cairo, y han encontrado que la Gran Pirámide de Giza no se parece en nada a lo que se han encontrado previamente;;;;;;;;;x
EVTDESC_SSI_060;The Aztec invaders have sacrificed [From.GetTitledName] to their demon gods! After bringing [From.GetHerHim] to one of their new temple pyramids, their wicked priests placed [From.GetFirstName] on an altar and sliced [From.GetHerHim] open with a ceremonial dagger. They then tore out [From.GetHerHis] still beating heart to the cheers of their assembled warriors.;Les Aztèques ont sacrifié [From.GetTitledName] à leurs dieux démoniaques ! Après un calvaire jusqu'à l'un de leur nouveaux temples-pyramides, les démoniaques prêtres l'ont allongé sur un autel et l'ont éventré avec une dague cérémonielle. Ils ont ensuite arraché son coeur encore palpitant sous les vivats des guerriers rassemblés.;Die aztekischen Invasoren haben [From.GetTitledName] ihren dämonischen Göttern geopfert! Nachdem [From.GetSheHe] zu einer ihrer Tempelpyramiden gebracht wurde, legten ihre Priester [From.GetFirstName] auf einen Altar und schnitten den Körper mit einem Zeremoniendolch auf. Dann rissen sie, unter dem Jubel der versammelten Krieger, das noch schlagende Herz heraus.;;¡Los invasores aztecas han sacrificado [From.GetTitledName] a sus dioses-demonio! Después de traer a [From.GetHerHim]a uno de sus nuevos templos  pirámide, sus malvados sacerdotes colocaron [From.GetFirstName] encima de un altar y abrieron a [From.GetHerHim] con una daga ceremonial. Luego, a la aclamación de sus guerreros congregados,  arrancaron el corazón todavía latiente de[From.GetHerHis]. ;;;;;;;;;x
EVTOPTA_SSI_060;May [This.Religion.GetRandomGodNameCap] see [From.GetHerHim] safely to the afterlife.;Que [This.Religion.GetRandomGodNameCap] l'accueille à bras ouverts dans l'au-delà.;Möge [From.GetSheHe] durch [This.Religion.GetRandomGodNameCap] sicher ins Jenseits geleitet werden.;;Que [This.Religion.GetRandomGodNameCap] se ocupe de [From.GetHerHim] en la vida del más allá. ;;;;;;;;;x
EVTNAME_SSI_105;The Aztecs Meet With Defeat;Les Aztèques subissent une cinglante défaite;Die Azteken erleiden eine Niederlage;; Los aztecas encuentran la derrota.;;;;;;;;;x
EVTDESC_SSI_105;The great Aztec warhost that crossed the ocean in their mad bid to conquer all of Creation has been thrown back into the sea. Their colonies have been lost and their armies vanquished. The pitiful remnants of their invasion force has set sail back towards their homeland of Cemanahuac to lick their wounds and inform the Aztec Emperor of their defeat.\n\nThere may come a time when their own shores are visited by fleets from the Old World, and when that happens the debt they have incurred with their former victims will no doubt be collected in full... with interest.;La grande armée aztèque qui a traversé l'océan dans sa soif de conquête de toute la Création a été renvoyée à la mer. Les Aztèques ont perdu leurs colonies, leurs armées ont été vaincues. Leurs forces d'invasion sont rentrées chez elles à Cemanahuac en lambeaux et ont informé l'Empereur aztèque de leur défaite.\n\nIl viendra peut-être un temps où leurs propres côtes recevront la visite de flottes de l'Ancien Monde et lorsque cela se produira, la dette à régler sera sans doute réclamée intégralement... Intérêts y compris.;Das große aztekische Heer, das die Meere in dem wahnsinningen Vorhaben überquerte, die gesamte Schöpfung zu erobern, wurde zurück ins Meer gejagt. Ihre Kolonien sind verloren, ihre Armeen vernichtet. Der erbärmliche Rest ihrer Streitmacht setzt die Segel zur Rückkehr in ihre Heimat Cemanahuac, um seine Wunden zu lecken und dem aztekischen Imperator von der Niederlage zu berichten.\n\nVielleicht kommt einst der Tag, an dem ihre eigenen Küsten von Flotten aus der Alten Welt besucht werden. Und wenn dieser Tag kommt, dann wird ihre Schuld durch ihre früheren Opfer beglichen werden... mit Zins und Zinseszins.;;Las grandes huestes aztecas que cruzaron el océano en su descabellado intento de conquistar toda la Creación, han sido devueltas a la mar. Han perdido sus colonias y sus ejércitos han sido vencidos.  Los lastimosos restos de sus fuerzas de invasión han zarpado para regresar a Cemanahuac, su tierra natal, allí curarán sus heridas e informarán al emperador azteca de su derrota.\n\n Llegará un día en que sus propias costas serán frecuentadas por flotas del Viejo Mundo, y cuando eso suceda, la deuda en que incurrieron con sus antiguas víctimas, será sin duda cobrada en su totalidad...  y con intereses.;;;;;;;;;x
EVTOPTA_SSI_105;There shall be a reckoning.;Nous réglerons nos comptes.;Der Tag der Abrechnung wird kommen.;;Habrá un juicio final.;;;;;;;;;x
EVTNAME_SSI_070;Aztecs Spread Disease;Les Aztèques répandent des maladies;Azteken verbreiten Krankheiten;;Los aztecas propagan enfermedades;;;;;;;;;x
EVTDESC_SSI_070;There is no end to the evils the Aztecs have inflicted upon this land. A strange disease emanating from their conquered territories has begun to spread throughout the Old World. The symptoms are similar to those of the dreaded Great Pox, but this cursed plague seems even more virulent. Men skilled in the art of medicine have dubbed it 'syphilis' and all attempts to treat it have thus far met with failure.\n\nNow even those beyond the reach of the Aztec armies are imperiled, as this disease, carried by refugees and merchants, sweeps across Europe and the Middle East like an unstoppable tidal wave.;Les maux que les Aztèques ont infligés sur ces terres n'en finissent pas. Une étrange maladie émanant des territoires conquis commence à se répandre sur le vieux continent. Les symptômes sont similaires à ceux de la grande vérole, mais cette peste maudite semble encore plus virulente. Les médecins et apothicaires l'ont surnommé « syphilis » et toutes les tentatives pour la soigner ont été vaines pour l'instant.\n\nMaintenant, même ceux qui sont hors de portée des armées azteques sont en danger, vu que cette maladie, transportée par les réfugiés et les marchands, balaye l'Europe et le Moyen-Orient comme un raz de marée irrésistible.;Die Schrecken, die die Azteken in unserem Land verbreiten, nehmen kein Ende. Eine seltsame Krankheit, die sie in ihre eroberten Gebiete eingeschleppt haben, breitet sich in der Alten Welt aus. Ihre Symptome ähneln denen der Pocken, jedoch scheint diese verfluchte Plage weitaus ansteckender zu sein und alle Heilungsversuche schlugen bisher fehl. Gelehrte Mediziner gaben der neuen Krankheit den Namen "Syphilis".\n\nSelbst all jene Menschen außerhalb der Reichweite der Armeen der Azteken sind nun in Gefahr, da die Krankheit, von Flüchtlingen und Händlern mitgeschleppt, wie eine Flutwelle über ganz Europa und den Nahen Osten hereinbricht.;;Parece que no hay fin para los males que los Aztecas están infligiendo en esta tierra. Una extraña enfermedad que emana de sus territorios conquistados ha empezado a propagarse por todo el Viejo Mundo. Los síntomas son similares a aquellos que padecen de la Peste, pero esta maldita plaga parece todavía más virulenta. Los hombres aptos en el arte de la medicina la han catalogado como 'Sífilis' y todos los intentos de tratarla han fracasado.\n\nAhora incluso aquellos fuera del alcance de los ejércitos Aztecas están en peligro, ya que esta enfermedad, transmitida por refugiados y mercaderes atraviesa Europa y el Oriente Medio como una ola imparable.;;;;;;;;;x
EVTOPTA_SSI_070;We are being punished for our sins.;Nous sommes punis pour nos péchés.;Wir werden für unsere Sünden bestraft.;;Estamos siendo castigados por nuestros pecados;;;;;;;;;x
EVTNAME_SSI_071;Smallpox Spreads Across the Sea;La variole se répand par-delà la mer.;Pocken verbreiten sich über das Meer;;La viruela se propaga a través de los mares;;;;;;;;;x
EVTDESC_SSI_071;It seems that plunder and slaves are not the only things the Aztec sailors have brought back with them to their own shores. Rumours have trickled back to the Old World telling stories of smallpox pandemics sweeping across the Aztec Empire and its neighbours.\n\nThe streets and alleys of Tenochtitlan are said to be littered with the dead and dying, and the Aztec Emperor has commanded the immediate execution of all slaves and prisoners captured on the Great Eastern Continent in an effort to stem the spread of the disease.;Il semblerait que butins et esclaves ne soient pas les seules choses que les navigateurs aztèques aient ramenées avec eux sur leurs propres côtes. Des rumeurs sont parvenues jusqu'au vieux continent racontant des histoires d'épidémies de variole se répandant à travers l'Empire Aztèque et ses voisins.\n\nIl parait que les rues et les allées de Tenochtitlan sont jonchées de mort et de mourant et que l'Empereur aztèque a ordonné l'exécution immédiate de tous les esclaves et prisonniers capturés sur le grand continent de l'est afin de limiter la propagation de la maladie.;Anscheinend haben die Azteken nicht nur Beutegut und Sklaven zurück in ihre Heimat gebracht. In der Alten Welt gehen Gerüchte um, dass eine Pockenepandemie im Reich der Azteken und ihrer Nachbarn ausgebrochen sei.\n\nDie Straßen Tenochtitlans sollen mit den Sterbenden und Toten übersät sein und der Herrscher der Azteken habe die Hinrichtung aller Gefangenen und Sklaven des großen östlichen Kontinents angeordnet, um die Verbreitung der Krankheit einzudämmen.;;Parece que los saqueos y los esclavos no son las únicas cosas que los pescadores Aztecas se han llevado de vuelta a sus costas. Han llegado rumores al Viejo Mundo contando historias de pandemias de viruela que recorren el Imperio Azteca y sus vecinos.\n\nSe habla de que las calles y callejones de Tenochtitlan están llenos de muertos y moribundos, y el Emperador azteca ha ordenado la ejecución inmediata de todos los esclavos y prisioneros capturados en el Gran Continente Oriental en un esfuerzo para detener la propagación de la enfermedad.;;;;;;;;;x
EVTOPTA_SSI_071;Perhaps there is some justice in this world after all.;Peut-être y a-t-il une justice dans ce monde après tout.;Vielleicht gibt es doch noch Gerechtigkeit in der Welt.;;Tal vez haya algo de justicia en este mundo;;;;;;;;;x
has_aztec_disease_death;of Syphilis;de la syphilis;an Syphilis;;de sífilis;;;;;;;;;x
syphilis;Syphilis;Syphilis;Syphilis;;Sífilis;;;;;;;;;x
has_aztec_disease;Syphilitic;Syphilitique;Syphilitisch;;Sifilítico;;;;;;;;;x
has_aztec_disease_desc;This character suffers from Syphilis, a virulent strain of Great Pox brought from across the sea by the Aztec conquerors.;Ce personnage souffre de la syphilis, une souche virulente de la grande vérole amenée par la mer par l'envahisseur aztèque.;Dieser Charakter leidet an Syphilis, einer ansteckenden Krankheit, die von den aztekischen Eroberern eingeschleppt wurde.;;Este personaje sufre de Sífilis, una virulenta variante de la Peste traida de allende los mares por los conquistadores Aztecas.;;;;;;;;;x
AZTEC_DISEASE_INFO;This county has suffered an outbreak of Syphilis, a virulent strain of Great Pox brought here by the Aztecs.;Ce comté a souffert d'une épidémie de syphilis, une souche virulente de la grande vérole amenée par la mer par l'envahisseur aztèque.;Dieses Land leidet unter einem Ausbruch von Syphilis, einer ansteckenden Krankheit, die von den Azteken eingeschleppt wurde.;;Este condado sufre un brote de Sífilis, una virulenta variante de la Peste traida de allende los mares por los conquistadores Aztecas.;;;;;;;;;x
