#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC328_CHRIST;The great [Root.GetTitledFirstName] has declared a [Root.Religion.GetCrusadeName] against [New.GetTitledName] and the [New.Religion.GetGroupName] infidels in [From.GetFullBaseName]! All true [Root.Religion.GetName] men are called to arms against the old oppressors!\n\nThe Lord will prove us right!;[Root.GetTitledFirstName], dans sa grandeur, a déclaré une [Root.Religion.GetCrusadeName] contre [New.GetTitledName] et les infidèles de la religion de [New.Religion.GetGroupName] au sein de [From.GetFullBaseName] ! Tous les vrais fidèles [Root.GetReligionMascPl] sont appelés aux armes pour combattre notre ancien oppresseur !\n\nLe Seigneur nous apportera son soutien !;[Root.GetTitledFirstName] hat einen [Root.Religion.GetCrusadeName] gegen [New.GetTitledName] und die [New.Religion.GetGroupName]en Ketzer in [From.GetFullBaseName] ausgerufen! Alle Männer, die sich wahrhaftig zum [Root.Religion.GetName]en Glauben bekennen, sind aufgerufen, gegen die Unterdrücker von einst ins Feld zu ziehen!\n\nGott ist mit uns!;;El gran [Root.GetTitledFirstName] ha declarado [Root.Religion.GetCrusadeName] contra [New.GetTitledName] y los infieles [New.Religion.GetGroupName] en [From.GetFullBaseName]. ¡¡Se ha llamado a las armas a todos verdaderos hombres del [Root.Religion.GetName] contra los antiguos opresores! \n\n¡El Señor nos dará la razón!;;;;;;;;;x
EVTOPTA328;For God and Israel!;Pour Dieu, et pour Israël !;Für Gott und Israel!;;¡Por Dios e a Israel!;;;;;;;;;x
temple_desc;Temples provide moderate income and good levies. They may also give Piety to their holder, and the holder's liege.;Les temples offrent des revenus modérés et des levées de troupes correctes. Ils peuvent aussi donner de la piété à leur propriétaire et au souverain du propriétaire.;Tempel sorgen für bescheidene Einnahmen und liefern gute Lehnstruppen. Tempel bescheren dem Besitzer und seinem Lehnsherrn darüber hinaus auch Pietät.;;Los templos proporcionan ingresos moderados y buenas levas. También pueden dar Piedad a su titular, y al señor de su titular.;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with the most eligible potential spouse.;Arrangez des fiançailles avec les potentiels conjoints les plus en vue.;Arrangiert ein Verlöbnis mit der am ehesten in Frage kommenden Person.;;Organizar una boda con el cónyuge potencial más elegible.;;;;;;;;;x
HINT_SPLASH_TEXT;In Crusader Kings II, you play as a succession of medieval rulers from a single dynasty. There is no set goal, but the world is filled with ambitious rivals... Secure more land to increase your power and protect your family.;Dans Crusader Kings II, vous incarnez une succession de souverains médiévaux issus d'une seule et même dynastie. Aucun objectif n'est fixé, mais le monde est rempli de rivaux ambitieux... Emparez-vous de plus de terres et amplifiez votre pouvoir pour protéger votre famille.;In Crusader Kings II schlüpft Ihr in die Rolle einer Abfolge mittelalterlicher Herrscher, die alle der gleichen Dynastie entstammen. Ein vorgegebenes Ziel gibt es nicht, doch die Welt ist reich an machthungriger Konkurrenz ... Vergrößert Euren Landbesitz, um Eure Position und die Eurer Familie zu stärken.;;En Crusader Kings II, se juega como una sucesión de gobernantes medievales de una única dinastía. No hay ninguna meta definida, pero el mundo está lleno de ambiciosos rivales... Asegura más tierras para aumentar tu poder y proteger tu familia.;;;;;;;;;x
HINT_SPLASH_START;As a ruler, your first priority is to secure an heir. If you do not have a legitimate heir when your character dies, the game will end. Other pressing matters appear as Alerts along the top of the screen!;En tant que souverain, vous devez commencer par vous doter d'un héritier. Si votre personnage meurt sans héritier légitime, la partie se termine. Les autres questions nécessitant votre attention apparaissent sous forme d'alertes en haut de l'écran !;Als Herrscher ist es Eure Pflicht, für einen Nachfolger zu sorgen. Wenn Euer Charakter ohne legitimen Nachfolger stirbt, endet das Spiel. Weitere dringliche Aufgaben erscheinen in Form von Benachrichtigungen am oberen Bildschirmrand.;;Como gobernante, tu primera prioridad es conseguir un heredero. Si no tienes un heredero legítimo cuando tu personaje muera, el juego terminará. ¡Otros asuntos urgentes aparecerán como alertas a lo largo de la parte superior de la pantalla!;;;;;;;;;x
HINT_SPLASH_VICTORY;You cannot hold infinite amounts of land yourself. To expand, you will need to rely on vassal rulers. Keep them happy with titles and gifts lest they decide to revolt! The game will end in 1452, if your line can stay in power that long...;Vous ne pouvez pas détenir un nombre illimité de terres, il faudra donc composer avec des vassaux. Contentez-les à l'aide de titres et de présents pour éviter une révolte ! La partie se terminera en 1452, si votre lignée réussit à rester au pouvoir aussi longtemps...;Ihr alleine könnt nicht unendlich viel Land selbst kontrollieren und müsst deshalb auf Eure Vasallen setzen. Titel und Geschenke sorgen dafür, dass diese zufrieden sind. Das Spiel endet im Jahre 1452, vorausgesetzt, Eure Familie kann sich so lange halten ...;;No puedes mantener cantidades infinitas de tierra. Para expandirte, tendrás que confiar en los gobernantes vasallos. ¡Mantenerlos contentos con títulos y regalos hará que estén menos dispuestos a rebelarse! El juego termina en 1452, si tu línea puede permanecer tanto tiempo en el poder...;;;;;;;;;x
HINT_SPLASH_2_TITLE;[Culture.GetName] [Religion.GetName] [Government.GetName];[Government.GetName] de culture [Culture.GetName] et de religion [Religion.GetName];Regierung: [Government.GetName] - Kultur: [Culture.GetName] - Religion: [Religion.GetName];;[Culture.GetName] [Religion.GetName] [Government.GetName];;;;;;;;;x
#HINT_SPLASH_2_INTRO;You have chosen to play as a [Culture.GetName] [Religion.GetName] [PrimaryTitle.GetRulerTitle].;;Ihr spielt eine Person mit dem Titel [PrimaryTitle.GetRulerTitle] mit [Culture.GetName]er Kultur und [Religion.GetName]em Glauben.;;Has decidido jugar como un [PrimaryTitle.GetRulerTitle] [Culture.GetName] [Religion.GetName].;;;;;;;;;x
HINT_SPLASH_2_CUL_DESC;[Culture.GetName] culture effects:;Effets de la culture [Culture.GetName] :;Kultureffekte für "[Culture.GetName]":;;Efectos de la cultura [Culture.GetName]:;;;;;;;;;x
HINT_SPLASH_2_CUL_FEATURES;[Culture.GetFeatures];[Culture.GetFeatures];[Culture.GetFeatures];;[Culture.GetFeatures];;;;;;;;;x
HINT_SPLASH_2_GOV_DESC;[Government.GetDesc];[Government.GetDesc];[Government.GetDesc];;[Government.GetDesc];;;;;;;;;x
HINT_SPLASH_2_GOV_FEATURES;[Government.GetFeatures];[Government.GetFeatures];[Government.GetFeatures];;[Government.GetFeatures];;;;;;;;;x
HINT_SPLASH_2_REL_DESC;[Religion.GetDesc];[Religion.GetDesc];[Religion.GetDesc];;[Religion.GetDesc];;;;;;;;;x
HINT_SPLASH_2_REL_FEATURES;[Religion.GetFeatures];[Religion.GetFeatures];[Religion.GetFeatures];;[Religion.GetFeatures];;;;;;;;;x
REL_INVESTITURE_DESC;$NAME$ Bishops may pay tax to the Pope rather than their secular liege;Les évêques de religion $NAME$ peuvent payer leurs impôts auprès du pape au détriment de leur souverain séculier;$NAME$e Bischöfe können beschließen, die Steuern dem Papst statt dem weltlichen Lehnsherrn zu zahlen.;;Los obispos $NAME$ pueden pagar el impuesto al Papa, en lugar de a su señor secular;;;;;;;;;x
REL_ANTIPOPES_DESC;$NAME$ Rulers can set up Antipopes;Les souverains de religion $NAME$ peuvent désigner des antipapes;$NAME$e Herrscher können Gegenpäpste ausrufen;;Gobernantes $NAME$ pueden crear antipapas;;;;;;;;;x
REL_EXCOMMUNICATION_DESC;The $HEAD_TITLE$ can Excommunicate $NAME$ characters;[Player.RelHead.GetLeLaCap] $HEAD_TITLE$ peut excommunier les personnages de religion $NAME$;Der $HEAD_TITLE$ kann $NAME$e Personen exkommunizieren;;El $HEAD_TITLE$ puede excomulgar personajes $NAME$;;;;;;;;;x
REL_GRANT_DIVORCE_DESC;The $HEAD_TITLE$ can grant divorces;[Player.RelHead.GetLeLaCap] $HEAD_TITLE$ peut accorder les divorces;Der $HEAD_TITLE$ kann Scheidungen zulassen;;El $HEAD_TITLE$ puede conceder divorcios;;;;;;;;;x
REL_GRANT_INVASION_DESC;The $HEAD_TITLE$ can grant the Invasion Casus Belli;[Player.RelHead.GetLeLaCap] $HEAD_TITLE$ peut accorder les casus belli d'invasion;Der $HEAD_TITLE$ kann den Kriegsgrund "Invasion" zuerkennen;;El $HEAD_TITLE$ puede conceder el casus belli de invasión;;;;;;;;;x
REL_GRANT_CLAIM_DESC;The $HEAD_TITLE$ can grant Claims on titles;[Player.RelHead.GetLeLaCap] $HEAD_TITLE$ peut accorder des revendications aux titres;Der $HEAD_TITLE$ kann Ansprüche auf Herrschaftstitel zuerkennen;;El $HEAD_TITLE$ puede conceder reclamaciones sobre títulos;;;;;;;;;x
REL_CALL_CRUSADE_DESC;The $HEAD_TITLE$ can call for a $CRUSADE$;[Player.RelHead.GetLeLaCap] $HEAD_TITLE$ peut appeler à partir en $CRUSADE$;Der $HEAD_TITLE$ kann einen $CRUSADE$ ausrufen;;El $HEAD_TITLE$ puede llamar a la $CRUSADE$;;;;;;;;;x
REL_PRIESTS_INHERIT_DESC;Priests (Temple holders) can inherit titles;Les religieux terriens peuvent hériter de titres;Priester (Eigentümer der Tempel) können Titel erben;;Los sacerdotes (titulares de templo) pueden heredar títulos;;;;;;;;;x
REL_PRIESTS_MARRY_DESC;Priests can marry;Les religieux peuvent se marier;Priester dürfen heiraten;;Los sacerdotes pueden casarse;;;;;;;;;x
REL_FEMALE_TEMPLE_HOLDERS_DESC;Women may own Temple Holdings;Les femmes peuvent posséder des propriétés religieuses;Tempelbesitztümer dürfen Frauen zugeteilt werden;;Las mujeres pueden poseer templos;;;;;;;;;x
REL_NO_FEMALE_RULER_OPINION_PENALTY_DESC;No opinion penalty against female rulers and heirs;Aucune pénalité d'opinion envers les souverains femmes et leurs héritiers;Kein Meinungsabzug für weibliche Herrscher oder Erben;;No hay penalización de opinión contra mujeres gobernantes y herederas.;;;;;;;;;x
REL_AUTOCEPHALY_DESC;Multiple Patriarchs - the five Pentarchs and Autocephalous Patriarchs under Kings;Patriarches multiples – les cinq pentarques et les patriarches autocéphales dépendant de rois;Mehrere Patriarchen - die fünf Pentarchen und die Autokephalen Patriarchen unter Königen;;Patriarcas múltiples - los cinco pentarcas y patriarcas autocéfalos bajo reyes;;;;;;;;;x
REL_PREPARED_INVASIONS_DESC;Fairly weak rulers can Prepare Invasions;Les souverains relativement faibles peuvent préparer des invasions;Schwächere Herrscher können "Invasionen vorbereiten";;Los gobernantes bastante débiles pueden preparar invasiones;;;;;;;;;x
REL_RIVER_MOVEMENT_DESC;Fleets can navigate major rivers;Les flottes peuvent naviguer sur les fleuves majeurs;Flotten können große Flüsse befahren;;Las flotas pueden navegar por los ríos más importantes;;;;;;;;;x
REL_RAIDING_DESC;Rulers can raid infidel neighbors for loot;Les seigneurs peuvent faire des incursions chez leurs voisins infidèles pour les piller;Herrscher können die Gebiete andersgläubiger Nachbarn plündern;;Los gobernantes pueden asaltar a vecinos infieles por botín;;;;;;;;;x
REL_VASSALS_DONT_MIND_RAISED_DESC;Vassals do not mind if their levies are raised;Les vassaux ne sont pas perturbés par la levée de leurs troupes;Vasallen haben keine Einwände, wenn ihre Lehnstruppen einberufen werden;;Los vasallos no se oponen si se reclutan levas.;;;;;;;;;x
REL_DIVINE_BLOOD_DESC;Rulers can marry close kin to improve vassal opinions;Les souverains peuvent offrir leurs proches parents en mariage pour améliorer l'opinion de leurs vassaux;Herrscher können nahe Verwandte verheiraten, um Beziehungen zu Vasallen zu verbessern;;Los jefes se pueden casar con parientes cercanos para mejorar las opiniones del vasallo;;;;;;;;;x
REL_DECADENCE_DESC;$NAME$ dynasties may grow Decadent;Les dynasties d'un gouvernement de type '$NAME$' peuvent devenir décadentes;$NAME$e Dynastien können Dekadenz entwickeln;;Las dinastías $NAME$ pueden volverse decantes;;;;;;;;;x
REL_NO_MATRI_MARRIAGES_DESC;Matrilineal marriages are not allowed;Les mariages matrilinéaires ne sont pas autorisés;Matrilineares Heiraten ist nicht gestattet;;No se permiten los matrimonios matrilineales;;;;;;;;;x
REL_POLYGAMY_DESC;$NAME$ men can have up to §Y$NUM$§! wives (unless they are allowed to have concubines);Les hommes de religion $NAME$ peuvent avoir jusqu'à §Y$NUM$§! épouses (sauf s'ils sont autorisés à avoir des concubines);Polygame Männer können bis zu §Y$NUM$§! Ehefrauen haben (außer es ist ihnen erlaubt, Konkubinen zu besitzen);;Los hombres $NAME$ pueden tener hasta §Y$NUM$§! esposas (a menos que se les permita tener concubinas);;;;;;;;;x
REL_CONCUBINAGE_DESC;$NAME$ men can take up to §Y$NUM$§! Concubines;Les hommes de religion $NAME$ peuvent prendre jusqu'à §Y$NUM$§! concubines;$NAME$e Männer können bis zu §Y$NUM$§! Konkubinen haben;;Los hombres $NAME$ pueden tomar hasta §Y$NUM$§! concubinas;;;;;;;;;x
REL_DEF_ATTRITION_DESC;Non-pagans (with low tech) have a very low Supply Limit in $NAME$ counties;Les non-païens (dotés d'une technologie faible) ont une capacité de ravitaillement très faible dans les comtés de religion $NAME$;Nichtheiden (mit gering entwickelten technischen Fertigkeiten) haben eine sehr geringe Maximalversorgung in $NAME$ Grafschaften;;Los no paganos (con tecnología baja) tienen un límite de suministro muy bajo en condados $NAME$ ;;;;;;;;;x
REL_PEACE_PRESTIGE_LOSS_DESC;Rulers lose Prestige if at peace for too long;Les souverains peuvent perdre du prestige s'ils restent en période de paix pendant trop longtemps;Herrscher verlieren Prestige, wenn zu lange Frieden herrscht;;Los gobernantes pierden Prestigio llevan demasiado tiempo en paz;;;;;;;;;x
REL_CAN_REFORM_DESC;Can be Reformed;Peut être réformée;Kann reformiert werden;;Puede ser reformado;;;;;;;;;x
REL_HEAD_CAN_BE_CREATED_DESC;A religious head (the $HEAD_TITLE$) can be created by a special Decision;Un chef religieux ([Player.RelHead.GetLeLa] $HEAD_TITLE$) peut être créé par le biais d'une décision spéciale;Ein religiöses Oberhaupt ($HEAD_TITLE$) kann per besonderer Entscheidung geschaffen werden;;Se puede crear un líder religioso (el $HEAD_TITLE$) por una decisión especial;;;;;;;;;x
REL_SECULAR_HEAD_DESC;$TITLE_NAME$ is held by a secular ruler, and can be destroyed or created normally;Le titre de $TITLE_NAME$ est détenu par un souverain séculier et peut être détruit ou créé normalement;Der Titel $TITLE_NAME$ wird von einem weltlichen Herrscher gehalten und kann ganz normal abgeschafft oder geschaffen werden;;$TITLE_NAME$ lo posee un gobernante secular y puede ser destruido o creado normalmente;;;;;;;;;x
REL_ALWAYS_A_HEAD_DESC;There is always a $HEAD_TITLE$, landed or not;Un[Player.RelHead.GetNoneE] $HEAD_TITLE$ existe toujours, qu'[Player.RelHead.GetIlElle] dispose d'un titre foncier ou non;Es gibt immer einen $HEAD_TITLE$, auch ohne eigenen Landbesitz;;Siempre hay un $HEAD_TITLE$, conseguido o no;;;;;;;;;x
REL_NO_HEAD_DESC;There is (and can exist) no religious head;Il n'y a pas de chef religieux et celui-ci ne peut pas exister;Ein Religionsoberhaupt gibt es nicht (und kann es nicht geben);;No hay (ni puede existir) ninguna autoridad religiosa;;;;;;;;;x
REL_CASTE_OPINIONS_DESC;Caste Traits have great effect on opinions;Les traits de caste ont un effet majeur sur les opinions;Kastenmerkmale haben großen Einfluss auf die Beliebtheit;;Los rasgos de castas tienen gran efecto en las opiniones;;;;;;;;;x
REL_PACIFIST_DESC;Much lower chance of provincial revolts\n§Y*§! Large bonuses to all vassal opinions\n§Y*§! Rulers can hold larger Demesnes\n§Y*§! Rulers cannot declare Holy Wars;La probabilité de révolte provinciale est grandement réduite\n§Y*§!D'importants bonus sont octroyés à toutes les opinions de vassaux\n§Y*§!Les souverains peuvent détenir des domaines plus vastes\n§Y*§!Les souverains ne peuvent pas déclarer de guerres saintes;Wesentlich geringere Wahrscheinlichkeit von Provinzrevolten\n§Y*§! Großer Bonus auf Vasallenbeliebtheit\n§Y*§! Herrscher können über eine größere Domäne verfügen\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;Mucho menor probabilidad de revueltas provinciales\n§Y*§! Grandes bonificaciones para todas opiniones de los vasallos\n§Y*§! Los gobernantes pueden retener dominios más grandes\n§Y*§! Los gobernantes no pueden declarar guerras santas;;;;;;;;;x
REL_HEIR_DESIGNATION_DESC;Can designate any valid offspring as the heir;Peut désigner tout enfant valide comme héritier;Kann jedes in Frage kommende Kind zum Thronfolger erklären;;Puede nombrar heredero a cualquier descendiente válido;;;;;;;;;x
buddhist_FEATURES;§Y*§! Can only declare limited Holy Wars against non-Indian religions;§Y*§! Peut uniquement déclarer des guerres saintes limitées contre les religions non-indiennes;§Y*§! Kann nur eingeschränkt Heilige Kriege gegen nichtindische Religionen führen;;§Y*§! Sólo puede declarar guerras santas limitada contra religiones no indias;;;;;;;;;x
hindu_FEATURES;§Y*§! Can only declare Holy Wars against non-Indian religions;§Y*§! Peut uniquement déclarer des guerres saintes contre les religions non-indiennes;§Y*§! Kann nur gegen nichtindische Religionen Heilige Kriege führen;;§Y*§! Sólo puede declarar guerras santas contra religiones no indias;;;;;;;;;x
cathar_FEATURES;§Y*§! Women may hold all councillor positions\n§Y*§! Women may lead armies;§Y*§! Les femmes peuvent occuper n'importe quel poste du Conseil\n§Y*§! Les femmes peuvent mener des armées au combat;§Y*§! Frauen können alle Ratspositionen bekleiden\n§Y*§! Frauen können Armeen befehligen;;§Y*§! Las mujeres pueden ocupar todos los puestos de consejero\n§Y*§!Las mujeres pueden dirigir ejércitos;;;;;;;;;x
#feudal_government_desc;Feudal government revolves around the oath between liege and vassal, and Feudal lords can only directly own so many Holdings before they must start to rely on vassals - whose loyalty may vary... There are several Succession Laws to pick between - each with its own merits. The Centralization Law controls the maximum size of your Demesne and the number of direct vassals you can have.;;Im Zentrum einer Feudalregierung steht der Eid zwischen Lehnsherr und Vasall. Die Anzahl der Besitztümer, die ein feudaler Herrscher persönlich regieren kann, ist begrenzt. Anschließend kommen Vasallen ins Spiel, deren Loyalität unterschiedlich groß sein kann ... Für die Erbfolge stehen verschiedene Gesetze zur Wahl, von denen jedes seine Vorzüge hat. In den Zentralisierungsgesetzen ist die maximale Größe der Domäne und die mögliche Anzahl der direkten Vasallen festgelegt.;;El gobierno feudal gira en torno al juramento entre señor y vasallo, y los señores feudales sólo pueden poseer directamente un número de posesiones antes de empezar a confiar en vasallos -cuya lealtad puede variar...Hay varias leyes de sucesión entre las que escoger - cada uno con sus propios méritos. La ley de centralización controla el tamaño máximo de tu dominio y el número de vasallos directos que puedes tener.;;;;;;;;;x
#muslim_government_desc;The Arabic Iqta system is similar to the Feudal system - rulers must rely on land holding vassals or varying loyalty and ambition. The maximum number of vassals and the number of Holdings you can directly own are controlled by the Centralization Law. However, there is only one form of Succession available - the chaotic 'Open' type, where the son with most land inherits.;;Das arabische Iqtasystem ähnelt dem Feudalsystem. Auch hier muss der Herrscher auf möglicherweise unzuverlässige Vasallen vertrauen. In den Zentralisierungsgesetzen ist festgelegt, wie viele Besitztümer und wie viele Vasallen Ihr maximal haben könnt. Allerdings gibt es bei der Erbfolge nur eine einzige Variante: das chaotische Offene System, bei dem immer der Sohn mit dem größten Landbesitz erbt.;;El sistema Iqta árabe es similar al sistema feudal - los jefes deben confiar en vasallos que poseen tierras, o lealtades y ambiciones variables. El número máximo de vasallos y de posesiones que puedes poseer directamente están controlados por la ley de la centralización. Sin embargo, sólo hay sólo una forma de sucesión disponible, del caótico tipo 'abierto', donde hereda el hijo con más tierras.;;;;;;;;;x
nomadic_government_desc;Nomads are not very interested in owning Holdings, only in more grazing land for their sheep and horses. Gameplay centers around the Population of the tribe and the Manpower it provides. Empty Holdings slots in open terrain increases the maximum population. While Nomads can have normal vassals, they are mostly concerned with managing the other, few but powerful, major Clans of the tribe.;Les nomades ne s'intéressent guère à la possession de propriétés et préfèrent les pâturages pour leurs moutons et leurs chevaux. Le jeu est centré sur la population totale de la tribu et sur les effectifs dont elle dispose. Les emplacements de fief vides sur du terrain ouvert augmentent la population maximale. Bien que les nomades aient des vassaux normaux, ils s'occupent principalement de gérer les autres clans majeurs de la tribu, qui sont peu nombreux, mais très influents.;Nomaden haben kein Interesse am Besitz von Besitztümern. Stattdessen konzentrieren sie sich auf Weideland für ihre Schafe und Pferde. Wichtig für das Spiel sind hier die Gesamtbevölkerung des Stammes und wie viel Mannstärke verfügbar ist. Leere Bauplätze in den Besitztümern sorgen für eine Zunahme der maximalen Bevölkerung. Auch wenn Nomaden normale Vasallen haben können, beschäftigen sie sich zumeist mit der Kontrolle einzelner Stammesklans, die zwar nicht zahlreich, dafür aber um so mächtiger sind.;;Los nómadas no están muy interesados en poseer posesiones, sólo en más tierras de pastoreo para sus ovejas y caballos. El juego gira en torno a la población total de la tribu y la mano de obra que proporciona. Las ranuras vacías de explotaciones en terreno abierto aumentan la población máxima. Mientras que los nómadas pueden tener vasallos normales, en su mayoría están preocupados con la administración de los otros importantes clanes de la tribu, pocos pero poderosos.;;;;;;;;;x
republic_government_desc;The leaders of regular republics are randomly chosen from among the citizenry. This kind of republic is not playable, since there is no dynastic persistence between the generations of rulers.;Les chefs des républiques traditionnelles sont choisis au hasard au sein de la population. Ce type de république n'est pas jouable, puisqu'il ne présente aucune persistance de dynastie entre les générations de seigneurs.;Bei normalen Republiken wird ein lokaler Vertreter des Bürgertums zum Anführer gewählt. Diese Art von Republik ist nicht spielbar, da es dort keine dynastische Kontinuität gibt.;;Los líderes de las repúblicas normales son elegidos al azar entre los ciudadanos. No es posible jugar con este tipo de república, ya que no hay ninguna persistencia dinástica entre las generaciones de gobernantes.;;;;;;;;;x
tribal_government_desc;Tribes are settled but agrarian. Each county can only have one Tribal 'Holding', representing the entire local tribal population - the more empty Holding slots, the more powerful the Tribal Holding. Tribal rulers are limited to the 'Elective Gavelkind' Succession Law, which tends to fragment the realm between sons on the death of the chief.;Les tribus sont sédentaires mais agraires. Chaque comté ne peut disposer que d'une seule propriété tribale, qui représente la population locale entière de la tribu – plus vous avez d'emplacements de propriété vides, plus la propriété tribale gagne en puissance. Les seigneurs tribaux sont limités à la succession par partage salique électif, ce qui a tendance à fragmenter le territoire contrôlé entre les fils à la mort du chef.;Stämme sind sesshaft, aber landwirtschaftlich ausgerichtet. Jede Grafschaft kann nur ein "Stammesbesitztum" haben. Dort befindet sich die gesamte Stammesbevölkerung. Je mehr freie Bauplätze vorhanden sind, desto mächtiger ist der dortige Stamm. Stammesherrscher sind bei der Erbfolge eingeschränkt: Nur die "Wahlweise Erbteilung" ist möglich. Hierdurch wird das Reich unter den Söhnen des Häuptlings aufgeteilt und zerfällt zumeist.;;Las tribus están establecidas, pero agrarias. Cada condado sólo puede tener una 'posesión' tribal, representando a la población tribal local entera - cuantas más ranuras de posesiones vacías haya, más poderosa será la posesión tribal. Los gobernantes tribales se limitan a la ley de sucesión 'reparto electivo', que tiende a fragmentar el reino entre hijos a la muerte del jefe.;;;;;;;;;x
theocracy_government_desc;Theocracies, like minor republics, are unplayable. Rulers are appointed or elected from among the ecclesiarchy, and there is no dynastic persistence between generations of rulers.;Les théocraties, à l'instar des républiques mineures, ne sont pas jouables. Les seigneurs sont nommés ou élus parmi l'ecclésiarchie et il n'y a aucune persistance dynastique entre les générations.;Theokratien sind so wie die kleineren Republiken nicht spielbar. Zum Herrscher werden Geistliche bestimmt und es gibt keine dynastische Kontinuität innerhalb der Folge der Herrscher.;;Las teocracias, como las repúblicas menores, tampoco son jugables. Los gobernantes son designados o elegidos entre la jerarquía eclesial y no hay ninguna persistencia dinástica entre las generaciones de gobernantes;;;;;;;;;x
GOV_DECADENCE_DESC;$NAME$ dynasties may grow Decadent if the religion also allows it;Les dynasties d'un gouvernement de type '§Y$NAME$§!' peuvent devenir décadentes si la religion le permet;$NAME$e Dynastien können Dekadenz entwickeln, wenn dies von der Religion ebenfalls ermöglicht wird;;Las dinastías $NAME$ pueden volverse decadentes si la religión también lo permite;;;;;;;;;x
#GOV_POLL_TAX_DESC;Vassals of other religions pay the Jizya tax;;Vasallen fremder Religionen zahlen eine Dschizya-Steuer.;;Los vasallos de otras religiones pagan el tributo de la yizia.;;;;;;;;;x
GOV_PIETY_LAW_CHANGE_DESC;Laws are changed by expending Piety, not by votes;Les lois sont modifiées en dépensant de la piété, et non par le biais de votes;Gesetzesänderungen werden durch das Aufwenden von Pietät durchgeführt, nicht durch Wählerstimmen;;Las leyes se cambian gastando piedad, no votos;;;;;;;;;x
GOV_RAIDING_DESC;Rulers can raid infidel neighbors for loot;Les seigneurs peuvent faire des incursions chez leurs voisins infidèles pour les piller;Herrscher können die Gebiete andersgläubiger Nachbarn plündern;;Los gobernantes pueden asaltar a vecinos infieles por botín;;;;;;;;;x
GOV_FREE_RETRACT_DESC;Other vassals will not object to vassal retraction;Les autres vassaux ne s'opposeront pas au désaveu d'un vassal;Die anderen Vasallen haben gegen die Absetzung eines Vasallen keine Einwände;;Otros vasallos no pondrán objeciones a la retracción de vasallos;;;;;;;;;x
GOV_IGNORES_DE_JURE_LAWS_DESC;De Jure Law effects are ignored;Les effets des lois de jure sont ignorés;De-jure-Gesetze haben keinen Effekt;;Se hace caso omiso de los efectos de la ley de jure.;;;;;;;;;x
GOV_CANNOT_CREATE_KINGDOMS_DESC;Cannot create kingdoms;Ne peut pas créer de royaume;Kann keine Königreiche gründen;;No se puede crear reinos;;;;;;;;;x
GOV_CANNOT_USURP_K_OR_E_DESC;Cannot usurp kingdoms or empires;Ne peut pas usurper de royaumes ou d'empires;Kann keine König- oder Kaiserreiche übernehmen;;No se puede usurpar reinos o imperios;;;;;;;;;x
GOV_NO_GENDER_SUCC_LAWS_DESC;No Gender Succession Laws;Aucune loi de succession basée sur le genre;Keine geschlechterspezifischen Erbfolgegesetze;;No hay leyes de sucesión de género;;;;;;;;;x
GOV_CONCUBINAGE_DESC;Male rulers can take up to §Y$NUM$§! Concubines;Les seigneurs mâles peuvent prendre jusqu'à §Y$NUM$§! concubines;Männliche Herrscher können bis zu §Y$NUM$§! Konkubinen haben;;Los gobernantes masculinos pueden tomar hasta §Y$NUM$§! concubinas;;;;;;;;;x
CUL_RAIDING_DESC;Rulers can raid infidel neighbors for loot;Les seigneurs peuvent faire des incursions chez leurs voisins infidèles pour les piller;Herrscher können die Gebiete andersgläubiger Nachbarn plündern;;Los gobernantes pueden asaltar a vecinos infieles por botín;;;;;;;;;x
CUL_OVERSEAS_RAIDER_DESC;Can raid overseas with ships;Peut faire des incursions outre-mer via des navires pour piller;Kann mit Schiffen im Ausland auf Plünderfahrt gehen;;Se pueden asaltar el extranjero con barcos;;;;;;;;;x
CUL_BLINDING_DISINHERITS_DESC;Blind characters cannot inherit titles;Les personnages aveugles ne peuvent pas hériter de titres;Blinde Personen können keine Titel erben;;Los personajes ciegos no pueden heredar títulos;;;;;;;;;x
NO_SPECIAL_FEATURES;No special features;Aucune caractéristique spéciale;Keine besonderen Merkmale;;Sin características especiales;;;;;;;;;x
nomad_ruling_clan_too_powerful;Minor Clans on the Rise;révolte de clans mineurs;Kleinere Stämme erheben sich;;Clanes menores en ascenso;;;;;;;;;x
cb_minor_clan_revolt_desc;Powerful 'minor' clans can rise up in revolt, demanding a place among the major clans.;Les clans « mineurs » puissants peuvent se révolter et exiger une place au sein des clans majeurs.;Kleine, aber mächtige Stämme können eine Revolte beginnen und einen Platz in den Reihen der mächtigeren Klans fordern.;;Poderosos clanes 'menores' pueden alzarse en rebelión, exigiendo un lugar entre los clanes principales.;;;;;;;;;x
CB_NAME_MINOR_CLAN_REVOLT;Minor Clan Revolt;Révolte d'un clan mineur;Revolte der kleineren Stämme;;Rebelión de clan menor;;;;;;;;;x
WAR_NAME_MINOR_CLAN_REVOLT;Minor Clan Rising;Révolte d'un clan mineur;Kleinerer Stamm erhebt sich;;Ascenso de clan menor;;;;;;;;;x
ISNT_CLOSE_RELATIVE;Is NOT a close relative;N'est pas un proche parent;Ist KEIN naher Verwandter;;NO es un pariente cercano;;;;;;;;;x
