#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
opinion_hajj_promised;Promised to go on Hajj.;A promis de faire le hajj;Hat versprochen, auf Haddsch zu gehen.;;Prometió hacer el hach.;;;;;;;;;x
EVTDESC3264;I am not the most martial of rulers and sometimes it appears as if I am almost incompetent when it comes to handling the sword. Luckily, I know how to manipulate people...;Je ne suis pas le seigneur le plus belliqueux de tous les temps et mon incompétence est presque flagrante quand il s'agit de manier l'épée. Heureusement, je sais comment manipuler les gens...;Ich bin nicht der kriegerischste Herrscher, und manchmal macht es den Eindruck, als wäre ich beinahe inkompetent, wenn es um die Handhabung des Schwertes geht. Glücklicherweise weiß ich, wie man Menschen manipuliert... ;;No soy el más marcial de todos los gobernantes y pareciera que a veces llego a ser realmente incompetente cuando se trata de manejar una espada. Por suerte, sé manipular a las personas...;;;;;;;;;x
EVTOPTC38229;This will turn [From.GetHerHim] into a great master of the sword!;Ceci lui permettra de devenir un maître de l'épée !;Das wird [From.GetHerHim] in einen Großmeister des Schwertes verwandeln! ;;¡Esto le convertirá en un gran maestro de la espada!;;;;;;;;;x
EVTDESC100005;Whenever we play, me in the middle most times, there's one child who instead of joining us laughing as loud and as much as we do goes away to read under the shadow of a tree or near the flaming fireplace. Why read dusty, boring old books when you could play with swords or dolls or catch frogs in the pond?;Chaque fois que nous jouons, j'aperçois un enfant qui, au lieu de venir s'amuser avec nous, préfère s'isoler à l'ombre d'un arbre ou devant une cheminée allumée pour lire son livre. À quoi bon lire de vieux livres poussiéreux quand on peut jouer avec des armes ou des poupées, ou attraper des grenouilles dans la mare ?;Immer wenn wir spielen, meistens bin ich mitten drin, gibt es ein Kind, das sich uns nicht anschließt und mit uns laut lacht, sondern weggeht und sich im Schatten der Bäume nahe des flammenden Feuerplatzes hinsetzt, um zu lesen. Warum staubige, langweilige, alte Bücher lesen, wenn man mit Schwertern oder Puppen spielen, oder Frösche im Teich fangen könnte?;;Dondequiera que juguemos, yo generalmente en el medio, siempre hay un niño que, en lugar de unírse a nosotros y reír a carcajadas y tan seguido como lo hacemos, se va a leer amparado de la sombra de un árbol o cerca de la chimenea. ¿Por qué leer polvorientos y viejos libros cuando puedes jugar con espadas o muñecas o capturar ranas en el estanque?;;;;;;;;;x
EVTDESC38269;Following [Root.Religion.GetRandomGodName]'s will is more important than anything else. I have gained the Zealous trait.;Suivre la volonté énoncée par [Root.Religion.GetRandomGodName] est plus important que tout le reste. J'ai gagné en zèle.;[Root.Religion.GetRandomGodName] führt jeden Gläubigen und es ist eines jeden Pflicht alles für unseren Glauben tun. Ich habe die Eigenschaft "§YReligiöser Eiferer§!" erlangt.;;Lo más importante en este mundo es obedecer la voluntad de [Root.Religion.GetRandomGodName] Me he ganado el rasgo de Ferviente;;;;;;;;;x
EVTDESC2120;I caught my [GetFromRelation], [From.GetFirstName] lying to me again, straight to my face without batting an eye. I almost had an innocent servant sent to the stocks!;J'ai de nouveau surpris m[From.GetOnA] [GetFromRelation], [From.GetFirstName], en train de me mentir ouvertement et sans ciller. Et dire que nous avons failli envoyer un innocent serviteur au pilori !;Ich erwischte [From.GetFirstName], wie [From.GetSheHe] mir direkt ins Gesicht log, ohne auch nur mit den Augen zu zwinkern. Ich hätte beinahe einen unschuldigen Bediensteten in die Lager geschickt!;;He pillado a mi [GetFromRelation], [From.GetTitledFirstName], enañándome de nuevo, en mi cara y sin siquiera parpadear. ¡Casi hice que siervo inocente fuera al almacén!;;;;;;;;;x
EVTOPTE38233;[From.GetTitledFirstName] will be well soon, there's no need for a doctor!;[From.Get_Le_TitledFirstName] ira mieux très bientôt, inutile d'appeler un docteur.;[From.GetTitledFirstName] wird es bald besser gehen, ein Arzt ist nicht nötig! ;;¡No necesitamos un médico, [From.GetTitledFirstName] pronto estará bien! ;;;;;;;;;x
EVTDESC20040;Due to your recent charity work on behalf of [Root.Liege.GetTitledFirstName], one of [Root.Liege.GetHerHis] vassals has become impressed with [Root.Liege.GetHerHis] great generosity.;Lors d'une récente action caritative réalisée sous les ordres [Root.Liege.Get_du_TitledFirstName], l'un de ses vassaux a été agréablement surpris par sa générosité.;Aufgrund Ihrer aktuellen Wohltätigkeitsarbeit im Namen von [Root.Liege.GetTitledFirstName] ist einer [Root.Liege.GetHerHis]er Vasallen sehr von [Root.Liege.GetHerHis]er enormen Großzügigkeit beeindruckt.;;Debido a la reciente obra de caridad en nombre de [Root.Liege.GetTitledFirstName], uno de sus vasallos se ha impresionado por su grandísima generosidad.;;;;;;;;;x
EVTOPTA20040;Excellent.;Excellent.;Hervorragend.;;Excelente.;;;;;;;;;x
EVTDESC20041;The [From.GetJobTitle] of [From.Host.PrimaryTitle.GetName] has been performing charity in [From.Location.GetName], donating alms and food to those in need. The local peasants have benefitted greatly from the [From.Host.GetTitle]'s generosity.;[From.Get_Le_JobTitle] [From.Host.PrimaryTitle.Get_du_Realm] a réalisé une action charitable dans la ville de [From.Location.GetName], et a fait l'aumône et donné de la nourriture aux personnes dans le besoin. Les paysans du coin ont grandement apprécié cet acte généreux.;Der [From.GetJobTitle] von [From.Host.PrimaryTitle.GetName] war in [From.Location.GetName] äußerst wohltätig, und hat Almosen und Essen an die gespendet, die es nötig haben. Die örtlichen Bauern profitieren sehr von [From.Host.GetTitle]s Großzügigkeit.;;El [From.GetJobTitle] de [From.Host.PrimaryTitle.GetName] ha estado haciendo obras de caridad en [From.Location.GetName], dando limosnas y comida a quien necesite. Los campesinos locales se han visto grandemente beneficiados por su generosidad.;;;;;;;;;x
EVTOPTA20041;Perhaps there is still some good in this world.;Peut-être reste-t-il encore quelques hommes bons dans ce monde ?;Vielleicht gibt es immer noch Gutes in dieser Welt.;;Puede que todavía haya bondad en este mundo.;;;;;;;;;x
EVTDESC20042;Your [FromFrom.GetJobTitle], [FromFrom.GetTitledName], reports that [From.GetTitledName] has been humbled by your endless generosity to the poor in [From.Location.GetName]. The peasants are singing your name!;Votre [FromFrom.GetJobTitle], [FromFrom.Get_le_TitledName], dit que [From.Get_le_TitledName] s'est senti humilié par votre générosité sans limite envers les pauvres de [From.Location.GetName]. Les paysans vous honorent en chantant votre nom !;Euer [FromFrom.GetJobTitle], [FromFrom.GetTitledName], meldet, dass [From.GetTitledName] durch Eure endlose Großzügigkeit den Armen in [From.Location.GetName] gegenüber gedemütigt wurde. Die Bauern singen Euren Namen! ;;Tu [FromFrom.GetJobTitle], [FromFrom.GetTitledName], informa que [From.GetTitledName] se siente honrado por tu infinita generosidad hacia los pobres de [From.Location.GetName]. Los campesinos cantan tu nombre.;;;;;;;;;x
EVTOPTA20042;A job well done!;Voilà du bon travail !;Eine Aufgabe gut ausgeführt! ;;¡Bien hecho!;;;;;;;;;x
EVTDESC20043;It seems your selfless charity work in [Root.Location.GetName] has attracted a little too much attention. Before you know it, you are surrounded by a huge crowd of hungry and desperate beggars who claw at your robes, pleading for food.;Votre oeuvre de charité altruiste à [Root.Location.GetName] a un peu trop attiré l'attention. En un rien de temps, vous vous retrouvez encerclé par une foule de mendiants affamés et désespérés qui s'accrochent à vos habits, réclamant de la nourriture.;Anscheinend hat Eure selbstlose Wohltätigkeitsarbeit in [Root.Location.GetName] etwas zu viel Aufmerksamkeit erregt. Ehe Ihr es Euch verseht, seid Ihr von einer großen Menschenmenge hungriger und verzweifelter Bettler umzingelt, die an Eurer Robe zerren und um Nahrung betteln.;;Parece que tu altruista obra de caridad en [Root.Location.GetName] ha llamado demasiado la atención. En un santiamén, te rodea una gran multitud de hambrientos y desesperados mendigos que clavan sus uñas en tus vestimentas pidiéndote comida.;;;;;;;;;x
EVTOPTA20043;By the Prophet, let me through!;Par le Prophète, laissez-moi passer !;Bei dem Propheten, lasst mich durch! ;;¡Dejadme pasar, por el Profeta!;;;;;;;;;x
EVTDESC20044;Before the beggars have a chance to completely envelop you, you cut a swath through the crowd by madly swinging your staff around. You manage to land several solid blows on an old woman with your staff, knocking her few remaining teeth out, and an expertly aimed kick at a malnourished farmer leaves him with a broken nose. The crowd scatters.;Avant que les mendiants ne finissent par vous étouffer, vous vous frayez un chemin au milieu de la foule en donnant de violents coups de bâton. Vous frappez une vieille femme au visage avec votre bâton, lui faisant sauter ses dernières dents, et assenez un coup de pied expert à un paysan affamé laissant ce dernier avec le nez cassé. La foule finit par se disperser.;Bevor die Bettler die Chance haben, Euch vollständig zu umzingeln, schneidet Ihr eine Schneise durch die Menge, indem Ihr wild mit Eurem Stab fuchtelt. Euch gelingt es, eine alte Frau mit einigen festen Schlägen zu treffen, wodurch sie ihre letzten verbliebenen Zähne verliert, und einem unterernährten Bauern mit einem gut gezielten Tritt die Nase zu brechen. Die Menge verstreut sich.;;Antes de que los mendigos pudieran rodearte por completo, agitas tu báculo para abrirte paso a través de la multitud. Con tu báculo alcanzas a asestarle severos golpes a una vieja y le tiras los pocos dientes que le quedaban, y con una patada certera dejas a un desnutrido campesinos con la nariz rota. La multitud se dispersa.;;;;;;;;;x
EVTOPTA20044;Well, I was told to give generously to the people...;On m'a dit de toujours me montrer généreux avec le peuple...;Nun ja, mir wurde gesagt, ich solle mich den Leuten freigiebig geben... ;;Bueno, me han dicho que repartiera generosamente a la gente...;;;;;;;;;x
EVTDESC20045;When you finally emerge into daylight again after pushing your way through the desperate crowd, you do so covered in bruises and with your robe in tatters.;Vous retrouvez enfin l'air libre après vous être frayé un chemin dans la foule d'indigents, et constatez d'une part que vous souffrez de nombreuses contusions et d'autre part que vos habits sont déchirés.;Als Ihr endlich wieder zurück ins Tageslicht tretet, nachdem Ihr Euren Weg durch die verzweifelte Menge gedrängt habt, seid Ihr mit Blutergüssen übersäht und Eure Robe ist zerrissen.;;Cuando finalmente vuelves a la luz del día después de hacerte paso a golpes entre la desesperada multitud, estás lleno de golpes y con tu ropa hecha jirones.;;;;;;;;;x
EVTOPTA20045;They could have killed me!;Ils auraient pu me tuer !;Sie hätten mich töten können!;;¡Pude haber muerto ahí adentro!;;;;;;;;;x
EVTDESC20046;Your [From.GetJobTitle], [From.GetTitledName], was cornered by a desperate crowd of beggars in [From.Location.GetName] and has been seriously wounded while giving alms to the poor in your name. Charity can be dangerous work.;Votre [From.GetJobTitle], [From.Get_le_TitledName], a été encerclé par une foule de mendiants à [From.Location.GetName] et s'est vu grièvement blessé alors qu'il distribuait des aumônes aux plus pauvres en votre nom. La charité n'est pas sans risque.;Euer [From.GetJobTitle], [From.GetTitledName], wurde von einer verzweifelten Menge von Bettlern in [From.Location.GetName] bedrängt und ernsthaft verwundet, während er in Eurem Namen Almosen an die Armen verteilte. Wohltätigkeit ist eine gefährliche Arbeit. ;;Tu [From.GetJobTitle], [From.GetTitledName], estaba preocupado por la multitud de mendigos desesperados en [From.Location.GetName], y ha sufrido graves heridas cuando le daba limosna a los pobres en tu nombre. La caridad puede ser un trabajo peligroso.;;;;;;;;;x
EVTOPTA20046;So it would seem.;C'est ce qu'il semblerait...;Sieht ganz so aus.;;Así parece.;;;;;;;;;x
EVTDESC20047;Your [From.GetJobTitle], [From.GetTitledName], who was performing charity work in your name, made the ultimate sacrifice when [From.GetSheHe] was cornered by a desperate crowd of beggars in [From.Location.GetName] and trampled to death.;Votre [From.GetJobTitle], [From.Get_le_TitledName], qui distribuait des aumônes en votre nom, a réalisé le plus grand des sacrifices. Son action charitable pour les pauvres a attiré les foules à [From.Location.GetName] et [From.GetIlElle] est mort[From.Get_E] piétiné[From.Get_E].;Euer [From.GetJobTitle], [From.GetTitledName], der in Eurem Namen wohltätige Arbeit verrichtete, hat das größtmögliche Opfer erbracht, als [From.GetSheHe] in [From.Location.GetName] von einer verzweifelten Menge von Bettlern bedrängt und zu Tode getrampelt wurde.;;Tu [From.GetJobTitle], [From.GetTitledName], quien estaba haciendo obras de caridad en tu nombre, ha hecho el sacrificio máximo cuando le ha rodeado una multitud de mendigos desesperados en [From.Location.GetName] y ha muerto pisoteado.;;;;;;;;;x
EVTOPTA20047;Ingrates!;Bande d'ingrats !;Undankbare Personen!;;¡Ingratos!;;;;;;;;;x
EVTDESC70041;As I draw my last breath I remember the tournament. Alas, my death will set stop for the festivities and I grieve for myself, to think I will never be allowed to see brave knights fight for glory!;Alors que je rends mon dernier souffle, je me souviens du tournoi. Hélas, ma mort va mettre un terme aux festivités et ne plus jamais voir de valeureux chevaliers combattre pour la gloire me chagrine grandement.;Während meiner letzten Atemzüge erinnere ich mich an das Turnier. Ach, mein Tod wird die Festlichkeiten stoppen und ich trauere um mich, dass ich niemals tapfere Ritter sehen werde, die um Ehre kämpfen! ;;¡En mi último aliento recuerdo las justas. Qué desgracia, mi muerte pondrá fin a las festividades y siento pena por mí mismo, pues no podré volver a los valientes caballeros luchando por la gloria!;;;;;;;;;x
EVTOPTA70041;I hope my subjects will remember me as a benevolent ruler;J'espère que mes sujets se souviendront de moi comme d'un seigneur bienveillant.;Ich hoffe, meine Untertanen werden mich als einen gütigen Herrscher in Erinnerung behalten;;Espero que mis súbditos me recuerden como un gobernante benevolente.;;;;;;;;;x
EVTTOOLTIP70042;Your vassals will be informed of your untimely death;Vos vassaux seront informés de votre mort prématurée.;Eure Vasallen werden über Euren vorzeitigen Tod in Kenntnis gesetzt;;Tus vasallos serán informados sobre tu prematura muerte.;;;;;;;;;x
EVTDESC70042;Dear [Root.GetTitledFirstName], due to [From.GetTitledFirstName]'s untimely death the tournament unfortunately has been cancelled.\n\nSigned, \n[Root.Liege.GetTitledFirstName];Ch[Root.GetErEre] [Root.GetTitledFirstName], en raison de la mort brutale [From.Get_du_TitledFirstName], le tournoi a malheureusement été annulé.\n\nSigné, \n[Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName], aufgrund von [From.GetTitledFirstName]s vorzeitigem Tod wurde das Turnier leider abgesagt.\n\nGezeichnet,\n[Root.Liege.GetTitledFirstName];;Querido [Root.GetTitledFirstName], lamento informarte que el torneo queda suspedido debido a la prematura muerte de [From.GetTitledFirstName].\n\nFirma, \n[Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTOPTA70042;And I had so looked forward to this!;Oh non, j'avais tellement hâte d'assister à ce tournoi !;Und ich hatte mich so darauf gefreut! ;;¡Tan ansiosamente había esperado esto!;;;;;;;;;x
EVTDESC3656;The storyteller told the tale about the Wild Hunt. The story gave me shivers but the drink made me brave, so instead of sleeping in the tavern I made my way to the castle. I regretted it when the black, huge and hideous huntsmen riding on black horses, with black dogs by their side started chasing me. I screamed and ran for my life, until I heard the huntsmen break out in laughter.;Le Poète nous a narré l'histoire du Chasseur sauvage. Le récit m'a donné la chair de poule mais l'alcool me redonnant courage, j'ai décidé de rentrer au château au lieu de dormir à la taverne. J'ai amèrement regretté mon choix lorsque les horribles et sinistres chasseurs tout de noir vêtus, installés sur leurs chevaux noirs et suivis par leurs chiens noirs, m'ont pris en chasse. J'ai hurlé et pris mes jambes à mon cou, jusqu'à ce que j'entende les chasseurs rire à gorge déployée.;Der Geschichtenerzähler erzählte eine Geschichte über die Große Jagd. Die Geschichte ließ mich erschaudern, doch ein Umtrunk machte mich tapfer, sodass ich, statt in der Taverne zu schlafen, mich auf den Weg ins Schloss machte. Ich bedauerte es, als der schwarze, riesige und hässliche Jäger auf einem schwarzen Pferd und schwarzen Hunden neben sich, mich zu jagen begann. Ich schrie und rannte um mein Leben, bis ich hörte, wie der Jäger in Gelächter ausbrach.;;El cuentacuentos me contó la historia de la Cacería Salvaje. La historia me produjo escalofríos, pero la bebida me envalentonó, por lo que, en lugar de dormir en la taberna, me dirigí hacia el castillo. Me arrepentí cuando vi que me perseguían oscuros cazadores de gran figura y aterradora montados en sus caballos negros y con sus perros negros a su lado. Grité y empecé a correr por mi vida, hasta que oí al cazador prorrumpir en una risa.;;;;;;;;;x
EVTDESC20048;So much of your master's wealth has been squandered on ungrateful and undeserving beggars, but what of you? Have you not toiled enough to improve the lot of thieves and the depraved? Perhaps it would be best if some of that wealth found its way into your own pockets...;Une grande partie de la fortune de votre maître a été dilapidée au profit de mendiants ingrats et indignes, mais qu'en est-il de vous ? Vous travaillez d'arrache-pied mais l'on préfère améliorer le sort des voleurs et des dépravés ! Ce ne serait que justice si quelques piécettes atterrissaient dans votre bourse...;So viel des Reichtums deines Meisters wurde an undankbare und unwürdige Bettler verschleudert wurde, aber was ist mit Euch? Habt Ihr mich nicht ausreichend bemüht, um das Schicksal der Diebe und Schlechtergestellten zu verbessern? Vielleicht wäre es besser, wenn ein Teil des Vermögens den Weg in Eure Taschen finden würde... ;;Tanta ha sido la riqueza de tu amo desperdiciada en tan indignos y malagradecidos mendigos, pero , ¿qué hay de ti? ¿Ya no has hecho suficiente para Reformar a esos ladrones y depravados? ¿No sería mejor si una parte de esa riqueza se escabullera en tus bolsillos?...;;;;;;;;;x
EVTOPTA20048;Yes, it would only be right.;C'est vrai que je mérite mieux...;Ja, das wäre nur gerecht. ;;Sí, me parece una buena idea.;;;;;;;;;x
EVTOPTB20048;No, I must not forget my duties.;Non, je dois respecter les lois.;Nein, ich darf meine Pflichten nicht vergessen.;;No, no puedo olvidar mis obligaciones.;;;;;;;;;x
EVTDESC20049;Word has reached you that your [From.GetJobTitle], [From.GetTitledName], has given in to weakness and helped [From.GetHerselfHimself] to the alms [From.GetSheHe] was meant to distribute amongst the poor.;La rumeur dit que votre [From.GetJobTitle], [From.Get_le_TitledName], a cédé à la tentation et a puisé dans la cagnotte qu'[From.GetIlElle] devait distribuer aux pauvres.;Ihr habt erfahren, dass Euer [From.GetJobTitle], [From.GetTitledName], schwach geworden ist und sich an den Almosen bedient hat, die [From.GetSheHe] eigentlich an die Armen hätte verteilen müssen.;;Me ha llegado el rumor de que tu [From.GetJobTitle], [From.GetTitledName], ha cedido ante la debilidad y ha cogido las limosnas que iba a distribuir entre los pobres.;;;;;;;;;x
EVTOPTA20049;Return the gold and all may be forgiven.;Rendez l'argent et nous passerons l'éponge.;Bringt das Gold zurück und alles wird vergeben.;;Devuelve el oro y todo será perdonado.;;;;;;;;;x
EVTOPTB20049;Off to the dungeons with [From.GetHerHim]!;Qu'on l'enferme en prison !;Fort in das Verlies mit [From.Getihmihr]!;;¡A a los calabozos con él/ella!;;;;;;;;;x
action_charity;Perform Charity;Distribuer l'aumône;Verrichtet Wohltätiges;;Hacer Caridad;;;;;;;;;x
action_charity_desc;Send your [GetMyLordSpiritualName] to perform charity in a county, helping those in need.;Envoyez votre [GetMyLordSpiritualName] distribuer l'aumône dans un comté afin d'aider les personnes dans le besoin.;Sendet Euren [GetLordSpiritualName], um Wohltätiges in einer Provinz zu verrichten, um denen zu helfen, die es benötigen.;;Manda a tu [GetMyLordSpiritualName] a hacer caridad en la provincia, y a ayudar a los más necesitados.;;;;;;;;;x
EVTNAME20040;Vassal Impressed;Vassal impressionné;Vasallen beeindruckt;;Vasallo impresionado;;;;;;;;;x
EVTTOOLTIP20421;The treacherous acts of [Root.GetTitledFirstName] greatly upsets [This.GetTitledFirstName];L'acte de traîtrise [Root.Get_du_TitledFirstName] bouleverse [This.Get_le_TitledFirstName].;Der verräterische Akt von [Root.GetTitledFirstName] regt [This.GetTitledFirstName] ziemlich auf;;La traicionera acción de [Root.GetTitledFirstName] enfurece a [This.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP100501;[Root.GetTitledFirstName] embraces [From.GetTitledFirstName], [Root.GetHerHis] former rival, in honor of [Root.Religion.GetRandomGodName]'s teachings;[Root.Get_Le_TitledFirstName] étreint [From.GetTitledFirstName], son ancien rival, en l'honneur des enseignements de [Root.Religion.GetRandomGodName].;[Root.GetTitledFirstName] begrüßt [From.GetTitledFirstName], [Root.GetHerHis]en ehemaligen Rivalen, zu Ehren von [Root.Religion.GetRandomGodName]s Lehren;;[Root.GetTitledFirstName] adopta a[From.GetTitledFirstName], su antigo rival, en honor a las enseñanzas de [Root.Religion.GetRandomGodName];;;;;;;;;x
EVTDESC63013;Dear [Root.GetTitledFirstName], your accusations against [FromFrom.GetTitledFirstName] proved to be truthful! The vile schemer is now languishing in my deepest, darkest dungeon.\n\nYour [From.GetTitle]\n[From.GetTitledFirstName];Ch[Root.GetErEre] [Root.GetTitledFirstName], les accusations que vous avez portées à l'encontre [FromFrom.Get_du_TitledFirstName] ont été confirmées ! Ce vil manipulateur se morfond désormais au tréfonds de la geôle la plus sinistre du château.\n\nVotre [From.GetTitle]\n[From.GetTitledFirstName];[Root.GetTitledFirstName], Eure Anschuldigungen gegen [FromFrom.GetTitledFirstName] stellten sich als wahr heraus! Der widerwärtige Intrigant siecht nun in meinem tiefsten und dunkelsten Kerker dahin.\n\nEuer [From.GetTitle]\n[From.GetTitledFirstName];;Estimado/a [Root.GetTitledFirstName], tus acusaciones contra [FromFrom.GetTitledFirstName] resultaron ser verdaderas El vil maquinador ahora se ríe en lo más profundo del más negro de los calabozos.\n\nTu [From.GetTitle]\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTA63013;Excellent, [From.GetTitledFirstName]!;Excellent, [From.GetTitledFirstName] !;Hervorragend, [From.GetTitledFirstName]!;;¡Excelente, [From.GetTitledFirstName]!;;;;;;;;;x
EVTDESC37000;I should ask [Root.Liege.GetTitledFirstName] to grant me a title.;Je devrais demander [Root.Liege.Get_au_TitledFirstName] de me conférer un titre.;Ich sollte [Root.Liege.GetTitledFirstName] darum bitten, mir einen Titel zu verleihen. ;;Debo pedirle a [Root.Liege.GetTitledFirstName] que me conceda un título.;;;;;;;;;x
EVTOPTA37000;Please?;Pardon ?;Bitte?;;¿Por favor?;;;;;;;;;x
EVTTOOLTIP37001;[Root.GetTitledFirstName] asks [This.GetTitledFirstName] for a title;[Root.Get_Le_TitledFirstName] demande [This.Get_au_TitledFirstName] de lui conférer un titre.;[Root.GetTitledFirstName] bittet [This.GetTitledFirstName] um einen Titel;;[Root.GetTitledFirstName] le solicita a [This.GetTitledFirstName] un título;;;;;;;;;x
EVTDESC37002;[From.GetTitledFirstName] promised me a title!;[From.Get_Le_TitledFirstName] a promis de me conférer un titre !;[From.GetTitledFirstName] hat mir einen Titel versprochen!;;¡[From.GetTitledFirstName] me ha prometido un título!;;;;;;;;;x
EVTOPTA37002;It had better not be hollow words...;J'ose espérer que ce ne sont pas des paroles en l'air...;Das waren besser nicht nur leere Worte... ;;Más vale que no sean palabras vacías...;;;;;;;;;x
EVTDESC37003;[From.GetTitledFirstName] refused to grant me a title!;[From.Get_Le_TitledFirstName] a refusé de me conférer un titre !;[From.GetTitledFirstName] weigerte sich, mir einen Titel zu verleihen! ;;[From.GetTitledFirstName] rehusó darme un título.;;;;;;;;;x
EVTOPTA37003;This will not stand!;C'est inadmissible !;Das wird nicht von Dauer sein!;;¡Esto no ha de durar!;;;;;;;;;x
EVTDESC37004;'You are not ready yet...' was [From.GetTitledFirstName] excuse to refuse grant me a title!;Vous n'êtes pas encore prêt...' Voilà l'excuse que m'a servie [From.Get_le_TitledFirstName] pour ne pas me conférer un titre !;"Ihr seid noch nicht bereit...", war [From.GetTitledFirstName]s Entschuldigung, als er sich weigerte, mir einen Titel zu verleihen!;;Aún no estás preparado...' fue la excusa de [From.GetTitledFirstName] para negarse a darme el título;;;;;;;;;x
EVTOPTA37004;I'll ask again later...;Je lui redemanderai plus tard...;Ich werde ihn später noch einmal fragen...;;Se lo pediré más tarde...;;;;;;;;;x
EVTOPTB37004;Not again!;Encore !;Nicht noch einmal!;;¡Otra vez no!;;;;;;;;;x
EVTDESC37005;[Root.Liege.GetTitledFirstName] must have forgotten [Root.Liege.GetSheHe] promised [Root.Liege.GetSheHe] would grant me a title.;[Root.Liege.Get_Le_TitledFirstName] a sans doute oublié qu'[Root.Liege.GetIlElle] m'avait promis de me conférer un titre.;[Root.Liege.GetTitledFirstName] muss vergessen haben, dass [Root.Liege.GetSheHe] versprochen hat, mir einen Titel zu verleihen. ;;[Root.Liege.GetTitledFirstName] ha debido olvidarse de que me ha prometido darme un título.;;;;;;;;;x
EVTOPTA37005;Ask [Root.Liege.GetTitledFirstName] again;Demander [Root.Liege.Get_au_TitledFirstName] encore une fois.;Fragt [Root.Liege.GetTitledFirstName] erneut;;Pídeselo de nuevo a [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTTOOLTIP37006;is asked once again to grant [Root.GetTitledFirstName] a title.;est de nouveau sollicité pour conférer un titre [Root.Get_au_TitledFirstName].;wird erneut gebeten, [Root.GetTitledFirstName] einen Titel zu verleihen.;;le piden que le otorgue un título a [Root.GetTitledFirstName].;;;;;;;;;x
EVTDESC37007;I asked [From.GetTitledFirstName] once again for a fiefdom but [From.GetTitledFirstName] refused to give me a title!;J'ai de nouveau demandé un fief [From.Get_au_TitledFirstName] mais [From.GetIlElle] refuse toujours de me conférer un titre !;Ich bat [From.GetTitledFirstName] erneut um einen Machtbereich, doch [From.GetTitledFirstName] weigerte sich, mir einen Titel zu verleihen! ;;De nuevo le he pedido a [From.GetTitledFirstName] un feudo pero se ha rehusado a darme un título.;;;;;;;;;x
EVTOPTA37007;This is an outrage!;C'est une insulte à ma personne !;Das ist empörend!;;¡Esto es inaceptable!;;;;;;;;;x
EVTDESC37050;It is time for me to get married, or at least betrothed to a suitable match!;Il est temps pour moi de me marier, ou au moins de me fiancer !;Es wird Zeit für mich, zu heiraten oder zumindest mich mit einer passenden Partie zu verloben!;;¡Es hora de casarme o al menos prometerme a un buen partido!;;;;;;;;;x
EVTTOOLTIP37051;is asked to find a spouse for [Root.GetTitledFirstName];se voit demander de trouver un bon parti pour [Root.Get_le_TitledFirstName].;wird gebeten, einen Ehepartner für [Root.GetTitledFirstName] zu finden;;le piden una que encuentre una esposa para [Root.GetTitledFirstName];;;;;;;;;x
EVTOPTA37050;I shall ask [Root.Liege.GetTitledFirstName] for a suitable spouse!;Je dois demander [Root.Liege.Get_au_TitledFirstName] de me trouver la personne avec qui partager ma vie.;Ich sollte [Root.Liege.GetTitledFirstName] nach einem passenden Ehepartner fragen! ;;¡Pediré a [Root.Liege.GetTitledFirstName] una esposa adecuada1;;;;;;;;;x
EVTDESC37053;[From.GetTitledFirstName] had forgotten [From.GetHerHis] promise, and told me [From.GetSheHe] would not help me find a suitable spouse!;[From.Get_Le_TitledFirstName] a oublié sa promesse et a déclaré qu'[From.GetIlElle] ne m'aiderait pas à trouver un bon parti.;[From.GetTitledFirstName] hat [From.GetHerHis] Versprechen vergessen und sagte mir, dass er mir nicht helfen würde, einen passenden Ehepartner zu finden! ;;¡[From.GetTitledFirstName] había olvidado su promesa y me ha dicho que no me ayudará a encontrar a una esposa!;;;;;;;;;x
EVTDESC37054;I am still not married nor betrothed! Surely [Root.Liege.GetTitledFirstName] has not forgotten about [Root.Liege.GetHerHis] promise to find me a suitable spouse?;Je ne suis toujours pas marié ni fiancé ! Pourtant, je suis sûr que [Root.Liege.Get_le_TitledFirstName] n'a pas oublié sa promesse de trouver la personne qui partagera sa vie avec moi !;Ich bin immer noch weder verheiratet noch verlobt! Bestimmt hat [Root.Liege.GetTitledFirstName] [Root.Liege.GetHerHis] Versprechen, mir einen passenden Ehepartner zu finden, nicht vergessen? ;;Todavía no me he casado o prometerme a alguien en matrimonio. Estoy seguro de que [Root.Liege.GetTitledFirstName] no ha olvidado su promesa de encontrarme una esposa de mi categoría, ¿verdad?;;;;;;;;;x
EVTOPTA37054;I must remind [Root.Liege.GetTitledFirstName] about [Root.GetHerHis] promise!;Je vais aller voir [Root.Liege.Get_le_TitledFirstName] et lui rappeler sa promesse !;Ich muss [Root.Liege.GetTitledFirstName] an [Root.GetHerHis] Versprechen erinnern!;;¡Debo recordarle a [Root.Liege.GetTitledFirstName] su promesa!;;;;;;;;;x
